平成28年地価調査地点データ一覧（林地を除く）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
継続地点,都道府県市区町村コード,対象年（和暦）,基準地名,基準地番号（用途）,基準地番号（連番）,都分類地区１,都分類地区２,区市町村名,地番,住居表示,当年価格（円）,前年価格（円）,対前年変動率（％）,地積（㎡）,形状区分,間口（比率）,奥行（比率）,利用の現況,構造,地上階,地下階,周辺の土地の利用の現況,前面道路区分,前面道路の方位,前面道路の幅員(m),前面道路の駅前区分,側道区分,側道方位,ガス,水道,下水道,主要交通施設,交通施設との近接区分,交通施設までの道路距離（m）,用途区分,防火地域,指定建ぺい率（％）,指定容積率（％）,割増容積率考慮区分,高度地区,区域区分,森林法,公園法,公園法普通特別,共通地点区分,前回地価公示都道府県市区町村コード,前回地価公示番号（用途）,前回地価公示番号（連番）,前回価公示価格（円）
○,13103 ,28 ,港,0 ,8 ,区部,都心５区,港区,高輪一丁目７０１番６１,高輪１－９－５,"1,210,000 ","1,190,000 ",1.7 ,151 ,,1,1.2,住宅,W,2F,,中規模一般住宅が多い区画整然とした住宅地域,区道,南,6.5,,,,ガス,水道,下水道,白金高輪,,250 ,１中専,準防,60 ,300 ,,高度,,,,,*,13103 ,0 ,9 ,"1,200,000 "
○,13103 ,28 ,港,0 ,9 ,区部,都心５区,港区,芝浦四丁目１番３４,芝浦４－５－１６,"1,250,000 ","1,200,000 ",4.2 ,371 ,,1,2,共同住宅,RC,9F,,高層共同住宅のほか事務所ビル等が混在する地域,区道,東,10.9,,,,ガス,水道,下水道,田町,,800 ,準工,防火,60 ,400 ,,,,,,,,,,,
,13103 ,28 ,港,5 ,1 ,区部,都心５区,港区,虎ノ門一丁目１０５番外,虎ノ門１－１－２１,"10,200,000 ",,,989 ,不整形,1,1.5,店舗兼事務所,SRC,9F,3B,高層の店舗、事務所が多い商業地域,都道,南西,33,,背面道,,ガス,水道,下水道,虎ノ門,近接,,商業,防火,80 ,800 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,2 ,区部,都心５区,港区,赤坂三丁目１１１４番外,赤坂３－１１－１９,"2,220,000 ","2,140,000 ",3.7 ,200 ,,1,1.5,店舗兼住宅,RC,5F,1B,中層の店舗ビル等が建ち並ぶ商業地域,区道,南西,8.1,,側道,北西,ガス,水道,下水道,赤坂見附,,220 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,3 ,区部,都心５区,港区,虎ノ門一丁目２２４番７,虎ノ門１－１６－８,"2,860,000 ","2,590,000 ",10.4 ,150 ,,1,1.5,事務所,SRC,7F,1B,中高層の事務所ビルが建ち並ぶ商業地域,区道,南東,11,,,,ガス,水道,下水道,虎ノ門,,240 ,商業,防火,80 ,700 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,4 ,区部,都心５区,港区,高輪二丁目１番９,高輪２－１９－１９,"2,600,000 ","2,260,000 ",15.0 ,737 ,,1,2,事務所,RC,6F,1B,中高層の事務所、店舗等が建ち並ぶ商業地域,国道,北西,33,,,,ガス,水道,下水道,泉岳寺,近接,,商業,防火,80 ,600 ,,,,,,,*,13103 ,5 ,10 ,"2,450,000 "
○,13103 ,28 ,港,5 ,5 ,区部,都心５区,港区,新橋一丁目１０３番４,新橋１－１８－１６,"10,100,000 ","9,020,000 ",12.0 ,"1,176 ",,1.2,1,店舗、事務所兼駐車場,SRC,9F,3B,中高層の店舗兼事務所が建ち並ぶ中心的商業地域,都道,南西,33,,,,ガス,水道,下水道,内幸町,近接,,商業,防火,80 ,800 ,,,,,,,*,13103 ,5 ,1 ,"9,600,000 "
○,13103 ,28 ,港,5 ,6 ,区部,都心５区,港区,港南二丁目７番１外,港南２－１３－３７,"3,130,000 ","2,940,000 ",6.5 ,"2,479 ",,1.2,1,事務所,SRC,8F,1B,中高層の事務所ビルが多い商業地域,都道,西,27,,,,ガス,水道,下水道,品川,,380 ,商業,防火,80 ,600 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,7 ,区部,都心５区,港区,浜松町一丁目１２５番１０外,浜松町１－３０－１１,"4,280,000 ","4,070,000 ",5.2 ,271 ,,1,2,店舗,S,8F,1B,中高層の店舗、事務所ビルが多い駅前の商業地域,区道,南,27,,側道,西,ガス,水道,下水道,浜松町,,90 ,商業,防火,80 ,700 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,8 ,区部,都心５区,港区,新橋五丁目２番３外,新橋５－１４－４,"3,570,000 ","3,340,000 ",6.9 ,259 ,不整形,1,2,事務所兼駐車場,RC,9F,1B,中高層の事務所ビルが建ち並ぶ商業地域,国道,南東,36,,背面道,,ガス,水道,下水道,新橋,,480 ,商業,防火,80 ,700 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,9 ,区部,都心５区,港区,西新橋三丁目１０４番１外,西新橋３－２３－５,"4,980,000 ","4,650,000 ",7.1 ,"1,210 ",不整形,1,3,事務所兼車庫,SRC,14F,1B,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,都道,南東,33,,四方路,,ガス,水道,下水道,御成門,,100 ,商業,防火,80 ,700 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,10 ,区部,都心５区,港区,芝五丁目３番１３,芝５－１３－１３,"2,850,000 ","2,710,000 ",5.2 ,178 ,,1,1.5,店舗、事務所兼共同住宅,SRC,8F,1B,中高層の店舗兼事務所ビルが建ち並ぶ商業地域,国道,西,30,,,,ガス,水道,下水道,田町,,530 ,商業,防火,80 ,600 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,11 ,区部,都心５区,港区,六本木二丁目４７番３外,六本木２－３－９,"4,270,000 ","3,950,000 ",8.1 ,166 ,,1,1.5,店舗兼事務所,SRC,8F,2B,中高層の事務所、店舗等が建ち並ぶ商業地域,都道,南東,48,,,,ガス,水道,下水道,六本木一丁目,,300 ,商業,防火,80 ,700 ,,,,,,,,,,,
,13103 ,28 ,港,5 ,12 ,区部,都心５区,港区,赤坂八丁目３３１番４,赤坂８－１１－３７,"3,580,000 ",,,670 ,,1,1,事務所,SRC,7F,1B,中高層の店舗、事務所ビルが多い商業地域,都道,西,18,,,,ガス,水道,下水道,乃木坂,,170 ,商業,防火,80 ,500 ,,,,,,,,,,,
,13103 ,28 ,港,5 ,13 ,区部,都心５区,港区,麻布台三丁目５番９外,麻布台３－４－１０,"2,500,000 ",,,199 ,,1,2.5,店舗、事務所兼住宅,SRC,7F,1B,中高層店舗兼事務所等に官庁ビルもある商業地域,都道,北,18.3,,,,ガス,水道,下水道,六本木一丁目,,450 ,商業,防火,80 ,500 ,,,,,,,*,13103 ,5 ,44 ,"2,440,000 "
,13103 ,28 ,港,5 ,14 ,区部,都心５区,港区,北青山三丁目３３番２,北青山３－５－３０,"22,000,000 ",,,465 ,,1,1.5,店舗兼事務所,SRC,9F,2B,高層店舗ビル等が建ち並ぶ繁華な商業地域,都道,南西,36,,,,ガス,水道,下水道,表参道,,50 ,商業,防火,80 ,600 ,,高度,,,,,,,,,
○,13103 ,28 ,港,5 ,15 ,区部,都心５区,港区,南青山二丁目３６６番,南青山２－１４－１５,"1,870,000 ","1,800,000 ",3.9 ,168 ,,1,1,店舗、事務所兼住宅,RC,4F,1B,中層の店舗兼事務所ビル等が建ち並ぶ商業地域,区道,南西,9,,,,ガス,水道,下水道,外苑前,,180 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13103 ,28 ,港,5 ,16 ,区部,都心５区,港区,西麻布三丁目２３番２３外,西麻布３－１－１８,"2,530,000 ","2,430,000 ",4.1 ,113 ,,1.2,1,店舗、事務所兼共同住宅等,SRC,7F,1B,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,都道,北,40,,,,ガス,水道,下水道,六本木,,400 ,商業,防火,80 ,600 ,,高度,,,,,,,,,
○,13103 ,28 ,港,5 ,17 ,区部,都心５区,港区,六本木六丁目３１１番２,六本木６－１－５,"3,450,000 ","3,100,000 ",11.3 ,67 ,,1.2,1,店舗、事務所兼住宅,RC,5F,1B,小規模な中層の店舗、事務所ビルが多い商業地域,区道,北東,11,,,,ガス,水道,下水道,六本木,,90 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,18 ,区部,都心５区,港区,赤坂二丁目１３０１番５外,赤坂２－１３－２３,"3,830,000 ","3,720,000 ",3.0 ,129 ,,1.2,1,店舗兼事務所,SRC,7F,1B,中高層の店舗ビル等が建ち並ぶ繁華な商業地域,都道,北,15,,,,ガス,水道,下水道,赤坂,,90 ,商業,防火,80 ,600 ,,,,,,,*,13103 ,5 ,7 ,"3,780,000 "
○,13103 ,28 ,港,5 ,19 ,区部,都心５区,港区,東麻布一丁目１６番６,東麻布１－１６－９,"1,210,000 ","1,170,000 ",3.4 ,89 ,,1,1.5,住宅、店舗兼共同住宅,RC,5F,,小規模の店舗兼共同住宅等が多く存する商業地域,区道,西,9.7,,,,ガス,水道,下水道,赤羽橋,,300 ,近商,防火,80 ,400 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,20 ,区部,都心５区,港区,麻布十番二丁目５番２外,麻布十番２－５－３,"2,420,000 ","2,300,000 ",5.2 ,101 ,,1,2.5,店舗兼共同住宅,RC,6F,,店舗兼共同住宅、事務所が建ち並ぶ商業地域,区道,北東,11.5,,,,ガス,水道,下水道,麻布十番,,300 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13103 ,28 ,港,5 ,21 ,区部,都心５区,港区,元麻布三丁目２７番１外,元麻布３－１－３８,"1,990,000 ","1,910,000 ",4.2 ,327 ,,1.2,1,店舗、事務所兼共同住宅,SRC,7F,1B,共同住宅、店舗兼事務所ビルが建ち並ぶ商業地域,区道,北西,12,,側道,北東,ガス,水道,下水道,六本木,,520 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13103 ,28 ,港,5 ,22 ,区部,都心５区,港区,南麻布五丁目６６番１,南麻布５－１５－２５,"2,740,000 ","2,580,000 ",6.2 ,671 ,台形,2,1,店舗兼共同住宅,SRC,8F,1B,中高層の店舗兼共同住宅等が建ち並ぶ商業地域,都道,西,25,,,,ガス,水道,下水道,広尾,,80 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13103 ,28 ,港,5 ,23 ,区部,都心５区,港区,芝大門二丁目２０１番１外,芝大門２－１１－１,"1,830,000 ","1,750,000 ",4.6 ,400 ,,1.2,1,事務所兼車庫,SRC,8F,,中高層の事務所ビルが建ち並ぶ商業地域,区道,北,11,,側道,東,ガス,水道,下水道,大門,,220 ,商業,防火,80 ,600 ,,,,,,,*,13103 ,5 ,12 ,"1,790,000 "
○,13103 ,28 ,港,5 ,24 ,区部,都心５区,港区,東麻布一丁目１０番１３,東麻布１－１０－１２,"2,600,000 ","2,470,000 ",5.3 ,157 ,,1,2,事務所、住宅兼車庫,SRC,9F,,中高層事務所、マンション等が混在する商業地域,国道,南西,30,,,,ガス,水道,下水道,赤羽橋,,260 ,商業,防火,80 ,600 ,,,,,,,,,,,
○,13103 ,28 ,港,5 ,25 ,区部,都心５区,港区,高輪一丁目７１番１,高輪１－２１－３,"1,270,000 ","1,210,000 ",5.0 ,100 ,,1,1,店舗兼共同住宅,S,4F,,店舗、マンション等が混在する地域,区道,南東,13,,,,ガス,水道,下水道,白金高輪,,500 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13103 ,28 ,港,5 ,26 ,区部,都心５区,港区,芝浦三丁目１番６６,芝浦３－１２－３,"2,090,000 ","2,000,000 ",4.5 ,81 ,,1,2.5,店舗兼住宅,RC,5F,,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,区道,北東,18,,,,ガス,水道,下水道,田町,,300 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13103 ,28 ,港,9 ,1 ,区部,都心５区,港区,海岸三丁目１番２７外,海岸３－２２－３４,"920,000 ","885,000 ",4.0 ,"4,316 ",,1.5,1,倉庫兼事務所,SRC,6F,,中小規模の倉庫、事業所等が混在する地域,区道,西,15,,三方路,,ガス,水道,下水道,芝浦ふ頭,,200 ,準工,防火,60 ,400 ,,,,,,,,,,,
○,13104 ,28 ,新宿,0 ,1 ,区部,都心５区,新宿区,市谷甲良町３５番２外,市谷甲良町１－５,"855,000 ","815,000 ",4.9 ,219 ,台形,1,1.2,住宅,W,2F,,中規模一般住宅にマンションも混在する住宅地域,区道,南,5.7,,,,ガス,水道,下水道,牛込柳町,,320 ,１中専,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,2 ,区部,都心５区,新宿区,新宿七丁目９３番２２外,新宿７－２２－１９,"535,000 ","522,000 ",2.5 ,95 ,台形,1,1.2,住宅,RC,3F,,一般住宅、共同住宅等が混在する住宅地域,区道,東,3.2,,,,ガス,水道,下水道,東新宿,,400 ,１中専,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,3 ,区部,都心５区,新宿区,百人町二丁目３３０番４,百人町２－２０－２１,"580,000 ","568,000 ",2.1 ,112 ,,1,1,診療所兼住宅,RC,3F,,中層の店舗兼共同住宅が多い住宅地域,区道,東,3.6,,,,ガス,水道,下水道,大久保,,240 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,4 ,区部,都心５区,新宿区,高田馬場三丁目３０９番９,高田馬場３－２０－８,"512,000 ","500,000 ",2.4 ,102 ,,1,1.5,住宅,RC,3F,1B,小規模一般住宅、アパート等が混在する住宅地域,区道,北,3.7,,,,ガス,水道,下水道,高田馬場,,750 ,１中専,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,5 ,区部,都心５区,新宿区,上落合三丁目８３０番６,上落合３－２０－１５,"458,000 ","445,000 ",2.9 ,155 ,,1,1,住宅,W,2F,,中小規模一般住宅、アパートが混在する住宅地域,区道,西,2.6,,,,ガス,水道,下水道,都営中井,,400 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,6 ,区部,都心５区,新宿区,南榎町７０番２,,"540,000 ","525,000 ",2.9 ,115 ,,1,1.5,住宅,W,2F,,一般住宅、アパート等が多い従前からの住宅地域,区道,北東,3.1,,,,ガス,水道,下水道,牛込柳町,,450 ,１中専,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,7 ,区部,都心５区,新宿区,中落合三丁目１５８６番４,中落合３－２６－１８,"499,000 ","488,000 ",2.3 ,204 ,,1,1,住宅,W,2F,,中規模の一般住宅が多い住宅地域,区道,東,3.5,,,,ガス,水道,下水道,落合南長崎,,350 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,8 ,区部,都心５区,新宿区,北新宿二丁目４５８番１３,北新宿２－１２－５,"498,000 ","483,000 ",3.1 ,132 ,台形,1,2,共同住宅,S,3F,,中小規模住宅、アパート等が混在する住宅地域,区道,北西,4,,,,ガス,水道,下水道,西新宿,,800 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,9 ,区部,都心５区,新宿区,高田馬場一丁目１８２番３２外,高田馬場１－２１－２１,"619,000 ","607,000 ",2.0 ,205 ,,1,1,住宅,W,2F,,中規模一般住宅、アパート等が混在する住宅地域,区道,北,3.7,,,,ガス,水道,下水道,高田馬場,,480 ,１中専,準防,60 ,300 ,,高度,,,,,*,13104 ,0 ,17 ,"613,000 "
○,13104 ,28 ,新宿,0 ,10 ,区部,都心５区,新宿区,戸山一丁目４３番２６０,戸山１－７－４,"566,000 ","545,000 ",3.9 ,99 ,,1,1.2,住宅,S,3F,,小規模住宅、アパート等が混在する住宅地域,区道,南西,4,,,,ガス,水道,下水道,若松河田,,480 ,１中専,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,11 ,区部,都心５区,新宿区,若宮町２６番１７外,,"839,000 ","800,000 ",4.9 ,196 ,,1,1,共同住宅,S,3F,,中規模一般住宅と共同住宅等が混在する住宅地域,区道,北東,5.3,,,,ガス,水道,下水道,飯田橋,,450 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,0 ,12 ,区部,都心５区,新宿区,大京町６番８,,"760,000 ","735,000 ",3.4 ,201 ,,1,1.5,住宅,W,2F,,中規模一般住宅、マンションが混在する住宅地域,区道,北,3.7,,,,ガス,水道,下水道,四谷三丁目,,300 ,１中専,準防,60 ,300 ,,高度,,,,,*,13104 ,0 ,4 ,"755,000 "
,13104 ,28 ,新宿,5 ,1 ,区部,都心５区,新宿区,歌舞伎町一丁目１８番１１外,歌舞伎町１－１８－９,"5,030,000 ",,,178 ,,1,1.5,飲食店舗,SRC,12F,1B,中高層の飲食店、遊技場が多い歓楽街の商業地域,区道,東,18,,背面道,,ガス,水道,下水道,新宿,,400 ,商業,防火,80 ,900 ,,,,,,,,,,,
○,13104 ,28 ,新宿,5 ,2 ,区部,都心５区,新宿区,新宿三丁目８０２番６外,新宿３－１８－５,"14,500,000 ","13,000,000 ",11.5 ,488 ,,1.2,1,店舗,SRC,10F,2B,中高層の店舗ビルが建ち並ぶ繁華な商業地域,区道,北西,22,,側道,北東,ガス,水道,下水道,新宿,,200 ,商業,防火,80 ,900 ,,,,,,,,,,,
○,13104 ,28 ,新宿,5 ,3 ,区部,都心５区,新宿区,新宿三丁目１０２番１０外,新宿３－３３－１０,"8,300,000 ","7,520,000 ",10.4 ,322 ,,1.2,1,事務所、店舗兼劇場,SRC,8F,2B,中高層の店舗ビル等が多い繁華な商業地域,区道,北,15,,側道,東,ガス,水道,下水道,新宿三丁目,,120 ,商業,防火,80 ,800 ,,,,,,,,,,,
○,13104 ,28 ,新宿,5 ,4 ,区部,都心５区,新宿区,西新宿一丁目１８番２,西新宿１－１８－２,"16,100,000 ","14,100,000 ",14.2 ,235 ,台形,1,1,店舗兼事務所,SRC,9F,3B,高層の店舗兼事務所ビルが建ち並ぶ高度商業地域,都道,東,36,,,,ガス,水道,下水道,新宿,,170 ,商業,防火,80 ,"1,000 ",,,,,,,,,,,
○,13104 ,28 ,新宿,5 ,5 ,区部,都心５区,新宿区,揚場町３番４外,揚場町２－１９,"1,800,000 ","1,740,000 ",3.4 ,127 ,台形,1,1.5,事務所、住宅兼店舗,SRC,8F,,中高層の店舗、事務所ビルが建ち並ぶ商業地域,都道,北,16,,,,ガス,水道,下水道,飯田橋,,200 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,5 ,6 ,区部,都心５区,新宿区,市谷柳町２４番３,,"1,310,000 ","1,260,000 ",4.0 ,160 ,,1,3,共同住宅,RC,11F,,高層マンション、中低層店舗が混在する商業地域,都道,西,11,,,,ガス,水道,下水道,牛込柳町,,160 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,5 ,7 ,区部,都心５区,新宿区,歌舞伎町二丁目４３５番１５,歌舞伎町２－１９－１３,"1,630,000 ","1,580,000 ",3.2 ,188 ,,1,2,事務所,SRC,9F,1B,中高層の事務所、共同住宅等が混在する商業地域,都道,北,30,,,,ガス,水道,下水道,東新宿,,200 ,商業,防火,80 ,600 ,,,,,,,,,,,
○,13104 ,28 ,新宿,5 ,8 ,区部,都心５区,新宿区,高田馬場四丁目１５３番８外,高田馬場４－８－４,"2,880,000 ","2,780,000 ",3.6 ,277 ,,1,2,店舗兼事務所,SRC,10F,,金融機関、中高層ビルが建ち並ぶ駅前商業地域,都道,北,16,,側道,西,ガス,水道,下水道,高田馬場,近接,,商業,防火,80 ,700 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,5 ,9 ,区部,都心５区,新宿区,新宿一丁目４番５外,新宿１－４－１２,"3,130,000 ","3,020,000 ",3.6 ,484 ,,1,1.2,事務所,S,9F,,中高層の事務所ビルが建ち並ぶ商業地域,区道,北,22,,背面道,,ガス,水道,下水道,新宿御苑前,近接,,商業,防火,80 ,700 ,,,,,,,,,,,
○,13104 ,28 ,新宿,5 ,10 ,区部,都心５区,新宿区,新宿三丁目５番２外,新宿３－５－４,"14,900,000 ","13,000,000 ",14.6 ,972 ,,1.5,1,店舗,SRC,9F,2B,中高層店舗ビル等が建ち並ぶ繁華な商業地域,都道,北西,22,,背面道,,ガス,水道,下水道,新宿三丁目,近接,,商業,防火,80 ,800 ,,,,,,,*,13104 ,5 ,15 ,"13,500,000 "
○,13104 ,28 ,新宿,5 ,11 ,区部,都心５区,新宿区,高田馬場二丁目１４０番１３外,高田馬場２－８－４,"1,730,000 ","1,660,000 ",4.2 ,204 ,台形,1,1.2,店舗兼住宅,SRC,6F,2B,中高層の店舗兼事務所等が建ち並ぶ商業地域,都道,南,22,,,,ガス,水道,下水道,高田馬場,,450 ,商業,防火,80 ,600 ,,高度,,,,,*,13104 ,5 ,6 ,"1,700,000 "
○,13104 ,28 ,新宿,5 ,12 ,区部,都心５区,新宿区,中落合一丁目１８５９番６４外,中落合１－１７－８,"662,000 ","643,000 ",3.0 ,130 ,台形,1,1.5,店舗兼共同住宅,RC,7F,,中低層の店舗兼共同住宅等が建ち並ぶ商業地域,区道,北,7.2,,,,ガス,水道,下水道,西武中井,,150 ,商業,防火,80 ,400 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,5 ,13 ,区部,都心５区,新宿区,西新宿二丁目６番,西新宿２－６－１,"8,900,000 ","8,200,000 ",8.5 ,"14,445 ",,1,1.5,店舗兼事務所,SRC,52F,4B,高層店舗兼事務所ビルが建ち並ぶ中心的商業地域,都道,南,40,,四方路,,ガス,水道,下水道,新宿,,640 ,商業,防火,80 ,"1,000 ",★,,,,,,*,13104 ,5 ,9 ,"8,450,000 "
○,13104 ,28 ,新宿,5 ,14 ,区部,都心５区,新宿区,山吹町３３２番１０外,,"1,210,000 ","1,170,000 ",3.4 ,296 ,,1,1,店舗兼共同住宅,RC,12F,,中高層のマンション、事務所が建ち並ぶ商業地域,区道,東,22.5,,側道,北,ガス,水道,下水道,江戸川橋,,230 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,5 ,15 ,区部,都心５区,新宿区,四谷三丁目１番８,,"3,320,000 ","3,190,000 ",4.1 ,533 ,,1,1.5,事務所,SRC,8F,2B,中高層の店舗、事務所ビルが建ち並ぶ商業地域,国道,北,40,,背面道,,ガス,水道,下水道,四谷三丁目,,170 ,商業,防火,80 ,700 ,,高度,,,,,*,13104 ,5 ,8 ,"3,230,000 "
○,13104 ,28 ,新宿,5 ,16 ,区部,都心５区,新宿区,西新宿三丁目１４１番３外,西新宿３－２－５,"4,890,000 ","4,660,000 ",4.9 ,808 ,,1,2.5,事務所,SRC,9F,1B,中高層の事務所ビルが建ち並ぶ商業地域,国道,南東,40,,,,ガス,水道,下水道,新宿,,640 ,商業,防火,80 ,800 ,,,,,,,,,,,
○,13104 ,28 ,新宿,5 ,17 ,区部,都心５区,新宿区,北新宿一丁目３５３番６１,北新宿１－１２－１２,"880,000 ","854,000 ",3.0 ,177 ,,1,2,事務所兼住宅,SRC,8F,,店舗、事務所、共同住宅等が混在する商業地域,都道,北,11,,,,ガス,水道,下水道,大久保,,270 ,近商,防火,80 ,400 ,,高度,,,,,*,13104 ,5 ,40 ,"868,000 "
○,13104 ,28 ,新宿,5 ,18 ,区部,都心５区,新宿区,西早稲田二丁目６６０番４外,西早稲田２－２０－５,"1,380,000 ","1,340,000 ",3.0 ,529 ,不整形,1,1,店舗兼共同住宅,SRC,13F,1B,中高層の店舗兼共同住宅等が多い路線商業地域,都道,西,22,,背面道,,ガス,水道,下水道,西早稲田,近接,,商業,防火,80 ,600 ,,高度,,,,,,,,,
○,13104 ,28 ,新宿,5 ,19 ,区部,都心５区,新宿区,若松町１１０番３,若松町３３－９,"1,240,000 ","1,200,000 ",3.3 ,236 ,,1,1.5,店舗、事務所兼共同住宅,SRC,11F,1B,中低層店舗、高層マンションが混在する商業地域,都道,南,15,,側道,西,ガス,水道,下水道,若松河田,,300 ,商業,防火,80 ,500 ,,高度,,,,,*,13104 ,5 ,13 ,"1,220,000 "
