"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
"20180101","芝地区総合支所管内","芝一丁目","1211","897","964","1861"
"20180101","芝地区総合支所管内","芝二丁目","2160","1620","1830","3450"
"20180101","芝地区総合支所管内","芝三丁目","2195","1682","1866","3548"
"20180101","芝地区総合支所管内","芝四丁目","1391","1064","1214","2278"
"20180101","芝地区総合支所管内","芝五丁目","1969","1211","1650","2861"
"20180101","芝地区総合支所管内","海岸一丁目","1360","1060","976","2036"
"20180101","芝地区総合支所管内","東新橋一丁目","751","638","768","1406"
"20180101","芝地区総合支所管内","東新橋二丁目","370","296","215","511"
"20180101","芝地区総合支所管内","新橋一丁目","10","6","6","12"
"20180101","芝地区総合支所管内","新橋二丁目","92","61","64","125"
"20180101","芝地区総合支所管内","新橋三丁目","146","138","112","250"
"20180101","芝地区総合支所管内","新橋四丁目","320","221","212","433"
"20180101","芝地区総合支所管内","新橋五丁目","556","399","345","744"
"20180101","芝地区総合支所管内","新橋六丁目","746","528","415","943"
"20180101","芝地区総合支所管内","西新橋一丁目","182","157","124","281"
"20180101","芝地区総合支所管内","西新橋二丁目","288","210","202","412"
"20180101","芝地区総合支所管内","西新橋三丁目","551","344","354","698"
"20180101","芝地区総合支所管内","三田一丁目","2444","1989","2313","4302"
"20180101","芝地区総合支所管内","三田二丁目","2271","1939","2357","4296"
"20180101","芝地区総合支所管内","三田三丁目","1086","830","852","1682"
"20180101","芝地区総合支所管内","浜松町一丁目","953","789","754","1543"
"20180101","芝地区総合支所管内","浜松町二丁目","214","155","150","305"
"20180101","芝地区総合支所管内","芝大門一丁目","427","316","341","657"
"20180101","芝地区総合支所管内","芝大門二丁目","582","389","431","820"
"20180101","芝地区総合支所管内","芝公園一丁目","155","108","114","222"
"20180101","芝地区総合支所管内","芝公園二丁目","447","324","322","646"
"20180101","芝地区総合支所管内","芝公園三丁目","164","152","159","311"
"20180101","芝地区総合支所管内","芝公園四丁目","50","32","31","63"
"20180101","芝地区総合支所管内","虎ノ門一丁目","274","223","222","445"
"20180101","芝地区総合支所管内","虎ノ門二丁目","17","17","14","31"
"20180101","芝地区総合支所管内","虎ノ門三丁目","1110","884","883","1767"
"20180101","芝地区総合支所管内","虎ノ門四丁目","398","224","402","626"
"20180101","芝地区総合支所管内","虎ノ門五丁目","221","205","216","421"
"20180101","芝地区総合支所管内","愛宕一丁目","17","20","15","35"
"20180101","芝地区総合支所管内","愛宕二丁目","268","255","242","497"
"20180101","芝浦港南地区総合支所管内","芝浦一丁目","1823","1635","1574","3209"
