大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
自転車駐車場,自転車駐車場,仲御徒町駅自転車駐車場,東上野1丁目14番地先,,,139.776465,35.70788482
自転車駐車場,自転車駐車場,つくばエクスプレス浅草駅南自転車駐車場,浅草1丁目25番地先,,,139.7922545,35.71260336
自転車駐車場,自転車駐車場,つくばエクスプレス浅草駅北自転車駐車場,浅草2丁目13番地先,,,139.7926134,35.7154644
自転車駐車場,自転車駐車場,上野駅南自転車駐車場,上野6丁目7番地先首都高出口下,,,139.7764949,35.70982463
自転車駐車場,自転車駐車場,隅田公園自転車駐車場,花川戸1丁目1番隅田公園内,,,139.798843,35.71138485
自転車駐車場,自転車駐車場,駒形自転車駐車場,駒形1丁目1番5号,,,139.7931042,35.70569535
自転車駐車場,自転車駐車場,蔵前自転車駐車場,蔵前3丁目13番11号,,,139.7924644,35.70463545
自転車駐車場,自転車駐車場,入谷自転車駐車場,台東区入谷１丁目17番,03‐3876‐7518,,139.7846958,35.72057264
自転車駐車場,自転車駐車場,三ノ輪自転車駐車場,三ノ輪1丁目27番11号福祉センター1階,,,139.7924125,35.72927297
自転車駐車場,自転車駐車場,御徒町駅南口自転車駐車場,上野5丁目21番　御徒町駅南口脇,,,139.7751351,35.70654492
自転車駐車場,自転車駐車場,御徒町自転車駐車場,台東4丁目8番　首都高速高架下,,,139.7761651,35.70587501
自転車駐車場,自転車駐車場,鶯谷定期貸し第１自転車駐車場,根岸1-5先,,,139.7790274,35.72278289
自転車駐車場,自転車駐車場,新御徒町駅自転車駐車場,小島2丁目21番　春日通り地下,,,139.7830648,35.7067951
自転車駐車場,自転車駐車場,上野駅公園口自転車駐車場,上野7丁目1番　上野駅公園口,,,139.7758548,35.71363426
自転車駐車場,自転車駐車場,入谷駅南自転車等駐車場,北上野1丁目15番地先,,,139.7837123,35.71925505
自転車駐車場,自転車駐車場,鶯谷定期貸し第２自転車駐車場,根岸1-9先,,,139.7779291,35.72318273
自転車駐車場,自転車駐車場,鶯谷一日貸し第３自転車駐車場,根岸1-10先,,,139.7771487,35.72337979
自転車駐車場,自転車駐車場,鶯谷一日貸し第４自転車駐車場,根岸2-2先,,,139.7772039,35.72349808
自転車駐車場,自転車駐車場,鶯谷第５定期・一日貸し自転車駐車場,根岸1-10先,,,139.7769,35.72350367
自転車駐車場,自転車駐車場,不忍池自転車駐車場,上野公園2丁目1番先,,,139.7727669,35.70988773
自転車駐車場,自転車駐車場,上野公園通り原動機付自転車駐車場,上野公園1-50先,,,139.7746868,35.71193788
自転車駐車場,自転車駐車場,御徒町南口駅前広場自転車駐車場,上野3-26地先,03-3834-2353,,139.7742599,35.70658339
自転車駐車場,自転車駐車場,稲荷町自転車駐車場,東上野3-33地先,,,139.7822161,35.71127631
自転車駐車場,自転車駐車場,稲荷町自転車駐車場,東上野5-1地先,,,139.7822228,35.71151293
