#,市区町村コード,自治体名称,名称,名称カナ,設置位置,方書,利用開始時間,利用終了時間,緯度,経度,特記事項
1,131067,台東区,上野公園前交番裏,ウエノコウエンマエコウバンウラ,台東区上野公園１番６５号,,終日利用可能,終日利用可能,35.7112,139.77377,
2,131067,台東区,JR上野駅（広小路口）ぺデストリアンデッキ上,ジェイアールウエノエキ（ヒロコウジグチ）ペデストリアンデッキウエ,台東区上野６丁目１５番１４号,ＪＲ上野広小路口ペデストリアンデッキ上,終日利用可能,終日利用可能,35.71163,139.77628,
3,131067,台東区,JR上野駅（浅草口）ペデストリアンデッキ上,ジェイアールウエノエキ（アサクサグチ）ペデストリアンデッキウエ,台東区上野７丁目１番先,ＪＲ上野浅草口ペデストリアンデッキ上,終日利用可能,終日利用可能,35.71168,139.77726,
4,131067,台東区,浅草寺境内 ①「二尊仏前」東,センソウジケイダイ①「ニソンブツマエ」ヒガシ,台東区浅草２丁目３番１号,,終日利用可能,終日利用可能,35.71361,139.79737,
5,131067,台東区,浅草寺境内 ②「観音前警備派出所」北,センソウジケイダイ②「カンノンマエケイビハシュツジョ」キタ,台東区浅草２丁目３番１号,,終日利用可能,終日利用可能,35.71411,139.79726,
6,131067,台東区,浅草寺境内 ③「北側トイレ」南,センソウジケイダイ③「キタガワトイレ」ミナミ,台東区浅草２丁目３番１号,,終日利用可能,終日利用可能,35.71559,139.79706,
7,131067,台東区,浅草寺境内 ④「はとバス駐車場」西,センソウジケイダイ④「ハトバスチュウシャジョウ」ニシ,台東区浅草２丁目３番１号,,終日利用可能,終日利用可能,35.71528,139.79597,
8,131067,台東区,広徳公園内,コウトクコウエンナイ,台東区東上野４丁目５番６号,,終日利用可能,終日利用可能,35.71248,139.78067,
9,131067,台東区,池之端二丁目公衆トイレ横,イケノハタニチョウメコウシュウトイレヨコ,台東区池之端２丁目４番,,終日利用可能,終日利用可能,35.71358,139.76573,
10,131067,台東区,本庁舎駐車場出口横,ホンチョウシャチュウシャジョウデグチヨコ,台東区東上野４丁目５番６号,,8:00,19:00,35.712724,139.779469,
11,131067,台東区,台東リバーサイドスポーツセンター体育館前,タイトウリバーサイドスポーツセンタータイイクカンマエ,台東区今戸１丁目１番１０号,,終日利用可能,終日利用可能,35.717866,139.804235,
12,131067,台東区,清川清掃車庫内,キヨカワセイソウシャコナイ,台東区清川２丁目２４番２６号,,7:00,19:00,35.727847,139.805037,
13,131067,台東区,鶯谷公園内,ウグイスダニコウエンナイ,台東区根岸１丁目３番１７号,,7:00,19:30,35.721114,139.779621,
14,131067,台東区,上野公園正岡子規記念球場横,ウエノコウエンマサオカシキキネンキュウジョウヨコ,台東区上野公園５番２０号,,7:00,18:00,35.714185,139.77416,
15,131067,台東区,金竜公園内,キンリュウコウエンナイ,台東区西浅草３丁目２５番７号,,7:00,19:00,35.716998,139.789717,
16,131067,台東区,隅田公園内,スミダコウエンナイ,台東区花川戸１丁目１番,,7:00,19:00,35.712469,139.800097,
17,131067,台東区,paspa 浅草橋,パスパ　アサクサバシ,台東区柳橋２丁目６番８号,南ビル　２Ｆ,7:00,20:00,35.69849,139.78759,土日祝日、年末年始は休業
18,131067,台東区,ファミリーマート　台東一丁目店,ファミリーマート　タイトウイッチョウメテン,台東区台東１丁目１番１４号,,終日利用可能,終日利用可能,35.70069,139.78038,
19,131067,台東区,セブン-イレブン　東上野１丁目店,セブンイレブン　ヒガシウエノイッチョウメテン,台東区東上野１丁目７番１号,,終日利用可能,終日利用可能,35.70759,139.77987,
20,131067,台東区,セブン-イレブン　台東松が谷１丁目店,セブンイレブン　タイトウマツガヤイッチョウメテン,台東区松が谷１丁目３番５号,,終日利用可能,終日利用可能,35.71107,139.78613,
21,131067,台東区,セブン-イレブン　田原町駅前店,セブンイレブン　タワラマチエキマエテン,台東区寿２丁目１０番１０号,,終日利用可能,終日利用可能,35.70956,139.79066,
22,131067,台東区,smokers peace in ミマツ書房,スモーカーズ　ピース　イン　ミマツショボウ,台東区台東３丁目４４番４号,,8:00,21:00,35.70564,139.77756,日祝日・元旦は休業
23,131067,台東区,ファミリーマート　台東四丁目店,ファミリーマート　タイトウヨンチョウメテン,台東区台東４丁目３０番６号,,7:00,19:00,35.70725,139.77768,土日祝日、年末年始は休業
24,131067,台東区,paspa 上野,パスパ　ウエノ,台東区上野７丁目４番３号  ,上野ビル１０１,7:00,20:00,35.71284,139.778,土日祝日、年末年始は休業
25,131067,台東区,paspa 御徒町,パスパ　オカチマチ,台東区上野６丁目９番１号  ,１Ｆ,7:00,20:00,35.70902,139.77537,土日祝日、年末年始は休業
26,131067,台東区,SMOKING & COFFEE BAR SMOCO,スモーキング　アンド　コーヒー　バー　スモコ,台東区雷門２丁目１９番１１号,,10:00,18:00,35.710627,139.79721,
27,131067,台東区,アメ横センタービル喫煙所,アメヨコセンタービルキツエンジョ,台東区上野４丁目７番８号,,10:30,19:30,35.709078,139.77454,12月を除く毎月第3水曜日は休業
28,131067,台東区,松葉公園内,マツバコウエンナイ,台東区松が谷１丁目１２番６号,,終日利用可能,終日利用可能,35.712137,139.78738,
