大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）12入谷区民館根岸分館（書道博物館）,,,,139.7772633,35.72500538
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）13鶯谷駅北,,,,139.7789043,35.72297357
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）14鶯谷駅南,,,,139.7810941,35.72100376
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）11防災広場根岸の里,,,,139.781844,35.72364361
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）10根岸三丁目,,,,139.781994,35.7223437
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）9金杉通り,,,,139.7834139,35.72290371
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）15入谷駅入口,,,,139.7843039,35.72151381
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）8下谷三丁目,,,,139.7854437,35.7245936
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）7金杉区民会館下谷分館入口,,,,139.7864935,35.72503354
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）16大正小学校,,,,139.7869136,35.72122383
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）17生涯学習センター北（金竜小学校前）,,,,139.7893535,35.71889405
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）6竜泉一丁目,,,,139.7897331,35.72469348
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）18千束二丁目,,,,139.7907832,35.72135382
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）5一葉記念館入口,,,,139.7910329,35.72549336
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）4三ノ輪駅（三ノ輪福祉センタ－前）,,,,139.7922426,35.72956298
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）19千束三丁目,,,,139.792413,35.72122384
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）1台東病院,,,,139.7930259,35.72246068
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）3三ノ輪二丁目,,,,139.7943424,35.7279173
「北めぐりん（根岸回り）」停留所,「北めぐりん（根岸回り）」停留所,北（根岸）2竜泉三丁目,,,,139.7969784,35.72484603
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）16台東病院,,,,139.7930259,35.72246068
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）17千束小学校前,,,,139.793783,35.72014398
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）18浅草五丁目,,,,139.7959028,35.71967405
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）21浅草寺北,,,,139.7977029,35.71606446
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）23浅草松屋西,,,,139.7978431,35.71246475
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）19浅草警察署前,,,,139.7978728,35.71919423
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）11吉原大門,,,,139.7979322,35.72476347
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）20浅草四丁目,,,,139.7979528,35.71788434
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）1浅草駅,,,,139.7981931,35.71144484
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）22二天門,,,,139.798333,35.71452462
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）10東浅草二丁目,,,,139.7999023,35.72570364
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）2花川戸,,,,139.8003728,35.71361475
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）9清川一丁目,,,,139.8020926,35.72621391
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）3隅田公園,,,,139.8029026,35.7164048
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）4リバ－サイドスポ－ツセンタ－前,,,,139.8039827,35.71850489
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）5今戸一丁目,,,,139.8042427,35.72050485
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）6今戸二丁目,,,,139.8044028,35.72239468
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）8橋場一丁目,,,,139.805806,35.72612251
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）7橋場老人福祉館西（産業研修センター）,,,,139.8059939,35.72362577
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）12三ノ輪二丁目,,,,139.7945378,35.72764182
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）13三ノ輪駅(三ノ輪福祉センター前),,,,139.7919974,35.7298773
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）14一葉記念館入口,,,,139.790899,35.72521231
「北めぐりん（浅草回り）」停留所,「北めぐりん（浅草回り）」停留所,北（浅草）15千束三丁目,,,,139.7927388,35.72124689
