大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
区立幼稚園,区立幼稚園,根岸幼稚園,根岸3丁目9番7号,03-3873-0159,,139.7787543,35.72347353
区立幼稚園,区立幼稚園,田原幼稚園,雷門1丁目5番17号,03-3842-6477,,139.7931438,35.70995493
区立幼稚園,区立幼稚園,大正幼稚園,入谷2丁目23番8号,03-3876-5584,,139.7884935,35.72086387
区立幼稚園,区立幼稚園,千束幼稚園,浅草4丁目24番15号,03-3872-3067,,139.7939331,35.7189541
区立幼稚園,区立幼稚園,富士幼稚園,浅草4丁目48番18号,03-3874-2460,,139.7983428,35.71844433
区立幼稚園,区立幼稚園,清島幼稚園,東上野6丁目16番8号,03-3842-5358,,139.7838643,35.71360445
区立幼稚園,区立幼稚園,台桜幼稚園,谷中2丁目9番4号,03-3827-6559,,139.7650251,35.72342299
区立幼稚園,区立幼稚園,育英幼稚園,浅草橋5丁目1番35号（令和5年12月まで仮園舎）,03-3866-6686,,139.7824695,35.69955528
区立幼稚園,区立幼稚園,竹町幼稚園,台東4丁目21番9号,03-3831-2910,,139.780155,35.7060651
認定こども園,認定こども園,石浜橋場こども園,橋場1丁目35番1号,03-3876-0049,,139.8077331,35.72536488
区立幼稚園,区立幼稚園,金竜幼稚園,千束1丁目9番21号,03-3871-9896,,139.7901734,35.71856409
私立幼稚園,私立幼稚園,谷中幼稚園,谷中3丁目17番1号,03-3822-2771,,139.764945,35.72969239
私立幼稚園,私立幼稚園,寛永寺幼稚園,上野桜木1丁目14番11号,03-3828-7288,,139.7737846,35.72175351
私立幼稚園,私立幼稚園,仰願寺幼稚園,清川1丁目4番3号,03-3873-6248,,139.8025927,35.72315435
私立幼稚園,私立幼稚園,蔵前幼稚園,蔵前2丁目11番10号,03-3851-0040,,139.7929445,35.70347557
私立幼稚園,私立幼稚園,浅草寺幼稚園,浅草2丁目3番1号,03-3844-3555,,139.7964132,35.71325466
私立幼稚園,私立幼稚園,台東初音幼稚園,谷中5丁目2番4号,03-3822-2431,,139.7685049,35.72370314
私立幼稚園,私立幼稚園,徳風幼稚園,西浅草1丁目5番5号,03-3844-8012,,139.789664,35.71100477
認定こども園,認定こども園,ことぶきこども園,寿1丁目10番9号,03-3841-4719,,139.7888379,35.70679568
認定こども園,認定こども園,たいとうこども園,下谷3丁目1番12号,03-3876-3401,,139.7857058,35.72360407
認定こども園,認定こども園,はぐはぐキッズこども園東上野,東上野2丁目13番12号M&Mビル3階,03-6884-8803,,139.7781591,35.70936061
認定こども園,認定こども園,忍岡こども園,台東区池之端2丁目1番22号,03-5809-0394,,139.766732,35.7138335
