大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
生涯学習,生涯学習,男女平等推進プラザ,西浅草3丁目25番16号,03-5246-5816,,139.7897736,35.7173742
生涯学習,生涯学習,少年自然の家霧ヶ峰学園,長野県諏訪市大字上諏訪字角間沢東13338番地100,0266-52-0257,,138.1643393,36.09989085
生涯学習,生涯学習,教育支援館,西浅草3丁目25番16号,03-5246-5921,,139.7898335,35.7173142
生涯学習,生涯学習,生涯学習センター,西浅草3丁目25番16号,,,139.7896536,35.71749418
生涯学習,生涯学習,学習館,西浅草3丁目25番16号,03-5246-5812,,139.7897136,35.71743419
生涯学習,生涯学習,小島社会教育館（休館中）,小島1丁目5番2号,03-3861-5063,,139.781635,35.70399534
生涯学習,生涯学習,社会教育センター,東上野6丁目16番8号,03-3842-5352,,139.7832243,35.71358444
生涯学習,生涯学習,今戸社会教育館,今戸2丁目26番12号,03-3873-4140,,139.8075529,35.72192514
生涯学習,生涯学習,千束社会教育館,浅草4丁目24番13号,03-3874-5450,,139.7939331,35.7189541
生涯学習,生涯学習,根岸社会教育館,根岸5丁目18番13号,03-3876-2103,,139.7905328,35.72916307
生涯学習,生涯学習,ミレニアムホール,西浅草3丁目25番16号,03-5246-5827,,139.7898264,35.7172351
