都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,不詳者の男性,不詳者の女性,世帯数,備考,KEY_CODE
131105,111,東京都,目黒区,2017-02-01,駒場一丁目,3931,1997,1934,68,55,82,65,55,52,63,60,125,96,234,148,215,173,205,159,169,176,166,145,111,123,85,109,76,99,127,123,66,104,63,74,47,66,40,107,0,0,2368,,13110001001
131105,112,東京都,目黒区,2017-02-01,駒場二丁目,557,271,286,6,6,7,7,13,10,10,9,17,18,30,18,26,21,19,15,26,19,18,24,17,19,16,16,11,12,15,25,15,17,8,11,10,18,7,21,0,0,340,,13110001002
131105,113,東京都,目黒区,2017-02-01,駒場三丁目,774,395,379,15,12,14,12,16,10,18,11,24,17,23,17,27,15,33,28,38,32,29,44,32,29,22,26,23,22,23,31,20,23,13,18,14,15,11,17,0,0,407,,13110001003
131105,114,東京都,目黒区,2017-02-01,駒場四丁目,1635,801,834,24,33,36,28,34,30,53,35,124,95,94,82,56,56,51,62,45,70,56,72,52,63,35,39,33,33,33,47,28,30,22,19,15,19,10,21,0,0,959,,13110001004
131105,121,東京都,目黒区,2017-02-01,青葉台一丁目,2527,1182,1345,57,38,30,40,32,39,45,30,55,50,94,89,111,120,118,126,131,135,119,123,82,106,70,76,64,70,48,70,38,69,37,53,35,48,16,63,0,0,1505,,13110002001
131105,122,東京都,目黒区,2017-02-01,青葉台二丁目,935,417,518,20,23,20,20,13,11,21,13,7,18,30,36,43,55,42,52,42,61,37,31,31,31,14,34,19,17,24,27,20,28,18,19,8,13,8,29,0,0,498,,13110002002
131105,123,東京都,目黒区,2017-02-01,青葉台三丁目,3037,1506,1531,68,72,58,50,39,34,32,33,72,67,155,140,225,196,201,180,156,148,133,153,103,103,65,80,57,55,49,62,34,30,27,39,24,30,8,59,0,0,1969,,13110002003
131105,124,東京都,目黒区,2017-02-01,青葉台四丁目,1818,867,951,33,41,18,22,17,13,29,23,42,37,98,80,97,87,104,104,80,97,79,85,63,71,45,60,37,46,51,57,29,45,15,39,16,18,14,26,0,0,1131,,13110002004
131105,131,東京都,目黒区,2017-02-01,東山一丁目,3413,1625,1788,49,65,55,53,49,48,56,61,71,72,161,136,147,157,170,177,154,153,127,156,124,137,103,91,78,70,109,99,65,101,48,66,36,70,23,76,0,0,2009,,13110003001
131105,132,東京都,目黒区,2017-02-01,東山二丁目,6460,3192,3268,242,206,259,243,259,250,230,214,147,187,122,142,172,203,276,325,367,427,402,421,325,252,171,102,52,60,56,67,34,51,33,40,26,40,19,38,0,0,2581,,13110003002
131105,133,東京都,目黒区,2017-02-01,東山三丁目,2935,1424,1511,70,73,58,62,70,55,54,52,92,121,174,117,167,125,130,151,121,136,108,128,89,96,70,70,42,44,45,49,42,58,41,53,24,45,27,76,0,0,1697,,13110003003
131105,141,東京都,目黒区,2017-02-01,大橋一丁目,2703,1323,1380,68,76,35,31,25,23,39,23,56,44,143,139,192,169,196,162,149,165,118,157,72,99,61,53,39,55,39,50,29,34,28,38,18,32,16,30,0,0,1755,,13110004001
