"全国地方公共団体コード","ID","地方公共団体名","年","月","戸籍謄抄本等","住民票の写し","印鑑証明","婚姻","離婚","出生","死亡","転入","転出","備考","GIS搭載用住所","経度","緯度","分類"
"131148","N21300000001","東京都中野区","2022","4","10205","15805","4710","251","63","264","476","3891","2302","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000002","東京都中野区","2022","5","10930","13993","4716","356","64","292","467","2861","2107","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000003","東京都中野区","2022","6","11841","15865","5015","278","76","318","411","2336","2038","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000004","東京都中野区","2022","7","9958","14614","4589","392","66","303","377","2517","1941","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000005","東京都中野区","2022","8","11918","15979","4761","305","50","337","515","2329","2167","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000006","東京都中野区","2022","9","10806","14430","4770","275","61","308","436","2267","2105","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000007","東京都中野区","2022","10","11261","13321","4549","315","63","298","493","2410","2004","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000008","東京都中野区","2022","11","10902","14334","4736","411","62","312","458","2004","1997","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000009","東京都中野区","2022","12","10614","14566","4397","335","82","299","513","1982","1943","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000010","東京都中野区","2023","1","11237","14140","4284","354","81","292","645","2119","1962","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131148","N21300000011","東京都中野区","2023","2","11480","13656","4449","294","65","260","486","2327","2129","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000012","東京都中野区","2023","3","12642","18296","5152","529","91","276","514","5410","3629","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000013","東京都中野区","2023","4","10541","12957","4078","259","63","257","401","3747","2322","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000014","東京都中野区","2023","5","11951","13065","4268","396","72","337","419","2378","2183","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000015","東京都中野区","2023","6","11406","14546","4426","270","78","283","416","2374","1937","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000016","東京都中野区","2023","7","10545","12937","3949","331","86","275","408","2597","2033","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000017","東京都中野区","2023","8","11645","12513","4074","413","71","287","430","2098","1985","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000018","東京都中野区","2023","9","10929","12866","4004","265","72","306","478","2515","2054","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000019","東京都中野区","2023","10","12377","13530","4259","280","66","337","498","2950","2052","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
"131149","N21300000020","東京都中野区","2023","11","11727","12582","3903","389","60","277","445","2001","1854","","中野区中野4-8-1","139.663737226103","35.7068716920706","戸籍窓口関係証明の発行枚数"
