震度別,震度1  ,震度2,震度3,震度4,震度5弱,震度5強,震度6弱,震度6強,震度7,合計
伊豆大島町元町,9,1,0,0,0,0,0,0,0,10
伊豆大島町差木地,8,0,0,0,0,0,0,0,0,8
伊豆大島町波浮港,14,2,0,0,0,0,0,0,0,16
東京利島村東山,9,0,0,0,0,0,0,0,0,9
新島村本村,9,0,0,0,0,0,0,0,0,9
新島村大原,14,1,0,0,0,0,0,0,0,15
新島村式根島,8,1,0,0,0,0,0,0,0,9
神津島村金長,11,1,0,0,0,0,0,0,0,12
神津島村役場,6,0,1,0,0,0,0,0,0,7
