事業名,町村名,地区名,事業内容,事業実施主体,総事業費（円）,都補助金（円）
公共土地改良事業／基盤整備促進事業,大島町,岡田平浜,農道改修,大島町,26168000,19626000
公共土地改良事業／基盤整備促進事業,新島村,久田港,実施設計,新島村,12000000,9000000
公共土地改良事業／基盤整備促進事業,小計,,,,38168000,28626000
公共土地改良事業／小規模土地改良事業,大島町,野地,農道改修,大島町,19901359,9950000
公共土地改良事業／小規模土地改良事業,大島町,大島,基本設計,大島町,3000000,1200000
公共土地改良事業／小規模土地改良事業,神津島村,神津島南部,基本設計,神津島村,3024000,1200000
公共土地改良事業／小規模土地改良事業,小計,,,,25925359,12350000
農地防災事業／ため池等整備,大島町,滝川,攪拌機設置,大島町,35500000,26250000
合計,,,,,99593359,67226000
