震度別,震度1  ,震度2,震度3,震度4,震度5弱,震度5強,震度6弱,震度6強,震度7,合計
伊豆大島町元町,17,4,0,0,0,0,0,0,0,21
伊豆大島町差木地,10,0,0,0,0,0,0,0,0,10
伊豆大島町波浮港,15,2,0,0,0,0,0,0,0,17
東京利島村東山,9,1,0,0,0,0,0,0,0,10
新島村本村,4,1,0,0,0,0,0,0,0,5
新島村大原,7,1,0,0,0,0,0,0,0,8
新島村式根島,4,0,0,0,0,0,0,0,0,4
神津島村金長,5,0,0,0,0,0,0,0,0,5
神津島村役場,4,0,0,0,0,0,0,0,0,4
