区分,町村名,国庫／基本額（千円）,国庫／補助額（千円）,東京都／基本額（千円）,東京都／補助額（千円）
道路,大島町,0,0,183200,77420
道路,利島村,0,0,0,0
道路,新島村,0,0,115715,34713
道路,神津島村,0,0,148173,64419
道路,計,0,0,447088,176552
河川海岸,大島町,0,0,30000,15000
河川海岸,利島村,0,0,0,0
河川海岸,神津島村,0,0,0,0
河川海岸,計,0,0,30000,15000
交通安全,大島町,0,0,0,0
交通安全,利島村,0,0,0,0
交通安全,新島村,0,0,0,0
交通安全,神津島村,0,0,0,0
交通安全,計,0,0,0,0
合計,,0,0,477088,191552
