地域,割合（％）
大島町,36.4
利島村,24.8
新島村,38.9
神津島村,29.2
大島支庁,35.6
三宅支庁,36.6
八丈島支庁,37.3
小笠原支庁,15.3
島部,34.2
全国,27.4
全都,22.5
区部,21.6
市部,24.3
町村部,32.5
