町村名,農地法第4条／件数（件）,農地法第4条／面積（m2）,農地法第5条／件数（件）,農地法第5条／面積（m2）
大島町,0,0,10,5653
利島村,0,0,1,2187
新島村,0,0,1,991
神津島村,0,0,1,127
合計,0,0,13,8958
