"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2006120101,"芝浦",,49,37,86,9995,,,,30,,,,,,
2006120102,"芝浦",,26,35,61,2,,,,20,,,,,,
2006120103,"芝浦",,11,31,42,5,,,,11,,,,,,
2006120104,"芝浦",,10,30,40,7,,,,28,,,,,,
2006120105,"芝浦",,10,32,42,5,,,,10,,,,,,
2006120106,"芝浦",,13,33,46,5,,,,10,,,,,,
2006120107,"芝浦",,15,36,51,4,,,,17,,,,,,
2006120108,"芝浦",,21,35,56,6,,,,27,,,,,,
2006120109,"芝浦",,35,38,73,7,,,,37,,,,,,
2006120110,"芝浦",,35,36,71,11,,,,18,,,,,,
2006120111,"芝浦",,180,60,240,4,,,,2,,,,,,
2006120112,"芝浦",,178,64,242,3,,,,46,,,,,,
2006120113,"芝浦",,134,63,197,3,,,,52,,,,,,
2006120114,"芝浦",,131,65,196,3,,,,45,,,,,,
2006120115,"芝浦",,92,58,150,4,,,,29,,,,,,
2006120116,"芝浦",,89,57,146,3,,,,29,,,,,,
2006120117,"芝浦",,115,59,174,1,,,,42,,,,,,
2006120118,"芝浦",,97,55,152,2,,,,50,,,,,,
2006120119,"芝浦",,56,49,105,3,,,,33,,,,,,
2006120120,"芝浦",,49,47,96,3,,,,38,,,,,,
2006120121,"芝浦",,31,46,77,2,,,,21,,,,,,
2006120122,"芝浦",,63,51,114,2,,,,34,,,,,,
2006120123,"芝浦",,72,51,123,1,,,,38,,,,,,
2006120124,"芝浦",,81,47,128,1,,,,42,,,,,,
2006120201,"芝浦",,91,45,136,1,,,,45,,,,,,
2006120202,"芝浦",,102,47,149,1,,,,72,,,,,,
2006120203,"芝浦",,72,41,113,1,,,,49,,,,,,
2006120204,"芝浦",,63,39,102,1,,,,26,,,,,,
2006120205,"芝浦",,61,39,100,1,,,,31,,,,,,
2006120206,"芝浦",,77,38,115,1,,,,21,,,,,,
2006120207,"芝浦",,85,39,124,1,,,,34,,,,,,
2006120208,"芝浦",,58,39,97,2,,,,53,,,,,,
2006120209,"芝浦",,125,49,174,3,,,,28,,,,,,
2006120210,"芝浦",,177,63,240,2,,,,27,,,,,,
2006120211,"芝浦",,158,62,220,2,,,,45,,,,,,
2006120212,"芝浦",,69,49,118,8,,,,17,,,,,,
