市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,文化財分類,種類,場所名称,住所,緯度,経度,所有者等,文化財指定日
132284,1,東京都,あきる野市,木造伝阿弥陀如来及び脇侍　千手観世音菩薩・勢至菩薩　坐像,モクゾウデンアミダニョライオヨビワキジ　センジュカンノンボサツ・セイシボサツ　ザゾウ,重要文化財,美術工芸品,大悲願寺,あきる野市横沢134,35.732374,139.241529,（宗）大悲願寺,1928/8/17
132284,2,東京都,あきる野市,西秋留石器時代住居跡,ニシアキルセッキジダイジュウキョアト,史跡,,,あきる野市牛沼265-2,35.719679,139.288819,あきる野市,1933/4/13
132284,3,東京都,あきる野市,真照寺薬師堂,シンショウジヤクシドウ,都指定有形文化財,建造物,真照寺,あきる野市引田863,35.721895,139.268324,（宗）真照寺,1953/11/3
132284,4,東京都,あきる野市,大悲願寺本堂,ダイヒガンジホンドウ,都指定有形文化財,建造物,大悲願寺,あきる野市横沢134,35.732374,139.241529,（宗）大悲願寺,1978/3/16
132284,5,東京都,あきる野市,小机家住宅,コヅクエケジュウタク,都指定有形文化財,建造物,,,,,個人,1987/2/24
132284,6,東京都,あきる野市,木造釈迦如来坐像,モクゾウシャカニョライザゾウ,都指定有形文化財,彫刻,光厳寺,あきる野市戸倉328,35.725616,139.20214,（宗）光厳寺,1952/11/3
132284,7,東京都,あきる野市,大般若経,ダイハンニャキョウ,都指定有形文化財,典籍,大悲願寺,あきる野市横沢134,35.732374,139.241529,（宗）大悲願寺,1968/1/6
132284,8,東京都,あきる野市,網代文書,アジロモンジョ,都指定有形文化財,古文書,,,,,個人,1981/3/12
132284,9,東京都,あきる野市,旧多摩郡油平村名主中村家文書,キュウタマグンアブラダイムラナヌシナカムラケモンジョ,都指定有形文化財,古文書,五日市郷土館,あきる野市五日市920-1,35.728429,139.216982,あきる野市,1984/3/23
132284,10,東京都,あきる野市,旧多摩郡伊奈村名主石川家文書,キュウタマグンイナムラナヌシイシカワケモンジョ,都指定有形文化財,古文書,,,,,個人,1985/3/18
132284,11,東京都,あきる野市,大悲願寺文書,ダイヒガンジモンジョ,都指定有形文化財,古文書,大悲願寺,あきる野市横沢134,35.732374,139.241529,（宗）大悲願寺,1996/3/18
132284,12,東京都,あきる野市,五日市憲法草案,イツカイチケンポウソウアン,都指定有形文化財,古文書,中央図書館（寄託）,あきる野市秋川1-16-2,35.730708,139.288733,個人,1983/5/6
132284,13,東京都,あきる野市,田中丘隅回向墓,タナカキュウグエコウバカ,都指定有形文化財,歴史資料,広済寺,あきる野市平沢732,35.730489,139.315052,（宗）広済寺,1998/3/13
132284,14,東京都,あきる野市,軍道紙,グンドウガミ,都指定無形文化財,工芸技術,,あきる野市乙津266・あきる野市乙津671,35.728618,139.187666,軍道紙保存会,1990/3/22
132284,15,東京都,あきる野市,菅生の組立舞台,スガオノクミタテブタイ,都指定有形民俗文化財,,,あきる野市菅生1336,35.746731,139.289732,菅生組立舞台保存会,1975/2/6
132284,16,東京都,あきる野市,猿曳駒絵馬,サルヒキコマエマ,都指定有形民俗文化財,,真照寺,あきる野市引田863,35.721902,139.268241,（宗）真照寺,2016/3/24
132284,17,東京都,あきる野市,秋川歌舞伎,アキガワカブキ,都指定無形民俗文化財,,,,,,秋川歌舞伎保存会,2000/3/6
