"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2014120101,"港南",0,9,29,38,2,,,,24,,4,"WNW",,,
2014120102,"港南",0,6,28,34,2,,,,13,,2,"NW",,,
2014120103,"港南",0,3,24,27,1,,,,10,,8,"WNW",,,
2014120104,"港南",0,3,18,21,3,,,,8,,10,"NW",,,
2014120105,"港南",0,3,16,19,3,,,,8,,6,"NNW",,,
2014120106,"港南",0,3,17,20,3,,,,6,,3,"NNW",,,
2014120107,"港南",0,4,19,23,2,,,,11,,4,"WNW",,,
2014120108,"港南",0,8,21,29,1,,,,15,,7,"NW",,,
2014120109,"港南",0,29,25,54,0,,,,22,,5,"SE",,,
2014120110,"港南",1,106,33,139,0,,,,29,,3,"NW",,,
2014120111,"港南",0,57,30,87,0,,,,14,,15,"WNW",,,
2014120112,"港南",0,39,29,68,0,,,,16,,10,"W",,,
2014120113,"港南",0,42,30,72,1,,,,9,,4,"WSW",,,
2014120114,"港南",0,40,32,72,2,,,,14,,6,"WNW",,,
2014120115,"港南",0,32,35,67,1,,,,21,,10,"NNW",,,
2014120116,"港南",0,27,30,57,1,,,,13,,19,"NW",,,
2014120117,"港南",0,11,28,39,2,,,,14,,11,"NW",,,
2014120118,"港南",0,11,29,40,2,,,,15,,3,"WNW",,,
2014120119,"港南",0,19,32,51,1,,,,12,,2,"ESE",,,
2014120120,"港南",0,30,33,63,0,,,,23,,4,"S",,,
2014120121,"港南",0,40,33,73,0,,,,16,,2,"WNW",,,
2014120122,"港南",0,72,33,105,0,,,,25,,2,"W",,,
2014120123,"港南",1,121,38,159,0,,,,27,,4,"WNW",,,
2014120124,"港南",0,37,31,68,0,,,,12,,7,"WSW",,,
2014120201,"港南",0,16,27,43,2,,,,10,,11,"SW",,,
2014120202,"港南",0,7,17,24,6,,,,8,,10,"SW",,,
2014120203,"港南",0,6,13,19,9,,,,11,,11,"SSW",,,
2014120204,"港南",0,6,13,19,10,,,,8,,14,"WSW",,,
2014120205,"港南",0,7,14,21,10,,,,7,,14,"WSW",,,
2014120206,"港南",0,10,17,27,8,,,,7,,13,"SSW",,,
2014120207,"港南",0,12,20,32,7,,,,9,,14,"SSW",,,
2014120208,"港南",0,17,26,43,5,,,,8,,10,"W",,,
2014120209,"港南",0,17,27,44,6,,,,16,,13,"WSW",,,
2014120210,"港南",1,18,26,44,7,,,,6,,17,"WNW",,,
2014120211,"港南",1,17,22,39,11,,,,6,,18,"WNW",,,
2014120212,"港南",9998,9998,9998,9998,9998,,,,9998,,15,"WNW",,,
2014120213,"港南",1,11,19,30,15,,,,6,,9,"W",,,
2014120214,"港南",1,8,18,26,13,,,,10,,12,"W",,,
2014120215,"港南",1,10,22,32,11,,,,7,,7,"W",,,
2014120216,"港南",1,10,23,33,10,,,,8,,9,"W",,,
2014120217,"港南",1,10,25,35,7,,,,12,,6,"W",,,
2014120218,"港南",0,10,24,34,8,,,,12,,10,"SSW",,,
2014120219,"港南",0,10,24,34,7,,,,9,,6,"W",,,
2014120220,"港南",0,7,24,31,6,,,,14,,7,"W",,,
2014120221,"港南",0,5,19,24,9,,,,9,,11,"SW",,,
2014120222,"港南",0,6,17,23,10,,,,6,,10,"W",,,
2014120223,"港南",0,5,16,21,10,,,,11,,11,"W",,,
2014120224,"港南",0,7,14,21,11,,,,20,,11,"WNW",,,
2014120301,"港南",0,9996,9996,9996,8,,,,12,,4,"W",,,
2014120302,"港南",0,6,16,22,9,,,,12,,7,"WSW",,,
2014120303,"港南",0,9,16,25,9,,,,16,,7,"SW",,,
2014120304,"港南",0,8,17,25,8,,,,10,,7,"W",,,
2014120305,"港南",0,7,16,23,8,,,,7,,8,"WSW",,,
2014120306,"港南",0,16,21,37,7,,,,15,,9,"WNW",,,
2014120307,"港南",0,17,25,42,6,,,,14,,7,"SW",,,
2014120308,"港南",1,18,27,45,5,,,,12,,9,"SW",,,
2014120309,"港南",1,22,27,49,5,,,,11,,11,"W",,,
2014120310,"港南",1,17,22,39,9,,,,6,,21,"WNW",,,
2014120311,"港南",1,24,25,49,9,,,,3,,13,"SW",,,
2014120312,"港南",1,19,22,41,12,,,,10,,15,"W",,,
2014120313,"港南",1,10,21,31,11,,,,10,,13,"SSW",,,
2014120314,"港南",1,14,26,40,8,,,,10,,11,"S",,,
2014120315,"港南",1,13,24,37,10,,,,12,,11,"WSW",,,
2014120316,"港南",1,13,23,36,11,,,,14,,12,"SW",,,
2014120317,"港南",1,6,19,25,13,,,,12,,15,"WSW",,,
2014120318,"港南",1,8,19,27,13,,,,14,,14,"W",,,
2014120319,"港南",1,7,20,27,11,,,,13,,7,"SW",,,
2014120320,"港南",1,4,17,21,13,,,,8,,12,"S",,,
2014120321,"港南",1,5,18,23,12,,,,17,,9,"SW",,,
2014120322,"港南",1,6,18,24,12,,,,16,,11,"W",,,
2014120323,"港南",1,5,15,20,13,,,,9,,11,"WSW",,,
2014120324,"港南",1,5,15,20,13,,,,7,,13,"W",,,
2014120401,"港南",1,6,16,22,13,,,,3,,13,"WSW",,,
2014120402,"港南",1,5,15,20,13,,,,9,,11,"SSW",,,
2014120403,"港南",1,6,17,23,11,,,,12,,4,"W",,,
2014120404,"港南",0,6,20,26,9,,,,12,,2,"WNW",,,
2014120405,"港南",1,39,39,78,1,,,,14,,1,"SW",,,
2014120406,"港南",1,74,46,120,0,,,,15,,3,"NNW",,,
2014120407,"港南",1,94,52,146,0,,,,21,,3,"WNW",,,
2014120408,"港南",1,93,50,143,0,,,,16,,5,"NNW",,,
2014120409,"港南",1,61,46,107,1,,,,16,,5,"WNW",,,
2014120410,"港南",1,26,36,62,4,,,,12,,10,"SSW",,,
2014120411,"港南",1,24,35,59,4,,,,20,,5,"NW",,,
2014120412,"港南",1,19,31,50,5,,,,18,,9,"WNW",,,
2014120413,"港南",1,15,27,42,7,,,,17,,11,"SW",,,
2014120414,"港南",1,17,29,46,5,,,,11,,6,"WNW",,,
2014120415,"港南",0,14,26,40,7,,,,9,,5,"SSW",,,
2014120416,"港南",0,39,42,81,0,,,,28,,12,"WNW",,,
2014120417,"港南",1,74,49,123,0,,,,36,,6,"NW",,,
2014120418,"港南",0,48,45,93,0,,,,30,,10,"NW",,,
2014120419,"港南",1,79,48,127,0,,,,38,,5,"SE",,,
2014120420,"港南",1,104,51,155,0,,,,63,,4,"SW",,,
2014120421,"港南",1,106,51,157,0,,,,86,,17,"NW",,,
2014120422,"港南",0,53,41,94,0,,,,51,,8,"NW",,,
2014120423,"港南",0,30,37,67,0,,,,22,,4,"SSE",,,
2014120424,"港南",0,20,35,55,0,,,,25,,5,"SE",,,
2014120501,"港南",0,21,34,55,9996,,,,24,,12,"WNW",,,
2014120502,"港南",0,11,31,42,0,,,,18,,10,"NW",,,
2014120503,"港南",0,3,26,29,1,,,,13,,11,"NW",,,
2014120504,"港南",0,7,24,31,2,,,,14,,6,"WNW",,,
2014120505,"港南",0,16,27,43,1,,,,22,,3,"WNW",,,
2014120506,"港南",0,10,28,38,0,,,,23,,8,"WNW",,,
2014120507,"港南",0,7,23,30,2,,,,10,,10,"WNW",,,
2014120508,"港南",0,5,21,26,4,,,,10,,13,"NW",,,
2014120509,"港南",0,9,22,31,4,,,,3,,13,"WNW",,,
2014120510,"港南",1,19,25,44,3,,,,2,,9,"WNW",,,
2014120511,"港南",4,39,32,71,2,,,,9,,11,"SSW",,,
2014120512,"港南",5,49,38,87,2,,,,21,,6,"SSE",,,
2014120513,"港南",3,56,41,97,1,,,,20,,11,"SE",,,
2014120514,"港南",1,18,26,44,8,,,,8,,14,"WNW",,,
2014120515,"港南",1,22,31,53,5,,,,7,,6,"SE",,,
2014120516,"港南",1,42,39,81,1,,,,12,,4,"NW",,,
2014120517,"港南",1,31,37,68,2,,,,7,,5,"SE",,,
2014120518,"港南",1,9,26,35,7,,,,6,,7,"WNW",,,
2014120519,"港南",1,8,24,32,7,,,,10,,5,"WNW",,,
2014120520,"港南",1,8,24,32,7,,,,8,,4,"W",,,
2014120521,"港南",1,5,22,27,8,,,,9,,14,"NW",,,
2014120522,"港南",1,2,12,14,14,,,,5,,18,"NNE",,,
2014120523,"港南",0,3,16,19,8,,,,19,,12,"NW",,,
2014120524,"港南",0,5,18,23,7,,,,7,,5,"NNE",,,
2014120601,"港南",0,4,17,21,7,,,,8,,9,"WNW",,,
2014120602,"港南",0,4,15,19,8,,,,3,,7,"NNE",,,
2014120603,"港南",0,5,15,20,8,,,,8,,8,"WNW",,,
2014120604,"港南",0,6,15,21,7,,,,4,,12,"NW",,,
2014120605,"港南",0,1,12,13,8,,,,9,,13,"NW",,,
2014120606,"港南",0,2,13,15,8,,,,10,,9,"NNW",,,
2014120607,"港南",0,3,19,22,4,,,,15,,10,"NW",,,
2014120608,"港南",0,6,23,29,3,,,,6,,19,"NW",,,
2014120609,"港南",1,12,24,36,3,,,,15,,13,"NW",,,
2014120610,"港南",1,12,22,34,5,,,,9,,15,"NW",,,
2014120611,"港南",1,21,25,46,5,,,,5,,12,"NW",,,
2014120612,"港南",1,16,20,36,8,,,,3,,15,"NW",,,
2014120613,"港南",1,5,14,19,11,,,,5,,11,"WNW",,,
2014120614,"港南",1,6,17,23,9,,,,8,,11,"NW",,,
2014120615,"港南",1,3,12,15,13,,,,9,,17,"WNW",,,
2014120616,"港南",1,4,13,17,11,,,,7,,11,"NW",,,
2014120617,"港南",1,4,18,22,8,,,,6,,5,"SW",,,
2014120618,"港南",0,2,22,24,5,,,,12,,6,"NW",,,
2014120619,"港南",0,2,26,28,4,,,,15,,6,"NW",,,
2014120620,"港南",0,1,27,28,3,,,,13,,5,"WNW",,,
2014120621,"港南",0,3,33,36,1,,,,13,,12,"WNW",,,
2014120622,"港南",1,7,33,40,1,,,,10,,7,"NW",,,
2014120623,"港南",1,1,28,29,3,,,,9,,13,"NW",,,
2014120624,"港南",0,1,21,22,6,,,,17,,6,"N",,,
2014120701,"港南",0,1,13,14,10,,,,9,,14,"NW",,,
2014120702,"港南",0,1,13,14,8,,,,2,,7,"NNW",,,
2014120703,"港南",0,1,10,11,11,,,,15,,11,"NNW",,,
2014120704,"港南",0,1,9,10,12,,,,3,,10,"NW",,,
2014120705,"港南",0,0,10,10,10,,,,12,,8,"NW",,,
2014120706,"港南",0,4,15,19,7,,,,14,,7,"NE",,,
2014120707,"港南",0,4,17,21,6,,,,9,,10,"NW",,,
2014120708,"港南",0,2,15,17,6,,,,2,,14,"WNW",,,
2014120709,"港南",1,3,15,18,8,,,,15,,13,"NW",,,
2014120710,"港南",1,5,13,18,10,,,,2,,10,"WNW",,,
2014120711,"港南",1,6,12,18,12,,,,2,,10,"NNW",,,
2014120712,"港南",1,3,7,10,17,,,,4,,14,"NW",,,
2014120713,"港南",1,3,6,9,17,,,,7,,16,"NNW",,,
2014120714,"港南",1,2,7,9,16,,,,8,,11,"WNW",,,
2014120715,"港南",1,2,7,9,16,,,,9,,9,"NE",,,
2014120716,"港南",1,4,13,17,12,,,,8,,11,"NW",,,
2014120717,"港南",1,5,17,22,11,,,,9,,4,"NE",,,
2014120718,"港南",1,4,19,23,9,,,,6,,4,"N",,,
2014120719,"港南",1,2,16,18,11,,,,12,,6,"NW",,,
2014120720,"港南",1,4,19,23,9,,,,7,,7,"NNE",,,
2014120721,"港南",0,5,22,27,7,,,,9,,4,"W",,,
2014120722,"港南",0,6,24,30,5,,,,13,,8,"WNW",,,
2014120723,"港南",0,3,31,34,2,,,,13,,7,"NNW",,,
2014120724,"港南",1,8,34,42,0,,,,21,,7,"ESE",,,
2014120801,"港南",1,9,32,41,1,,,,8,,6,"NW",,,
2014120802,"港南",1,5,30,35,1,,,,12,,8,"NW",,,
2014120803,"港南",0,3,24,27,3,,,,11,,12,"WNW",,,
2014120804,"港南",0,1,25,26,1,,,,8,,19,"NW",,,
2014120805,"港南",0,2,18,20,6,,,,9,,6,"NNW",,,
2014120806,"港南",0,6,22,28,5,,,,23,,7,"NNE",,,
2014120807,"港南",1,24,31,55,0,,,,8,,9,"NW",,,
2014120808,"港南",1,18,31,49,0,,,,15,,14,"NW",,,
2014120809,"港南",1,28,31,59,1,,,,11,,14,"WNW",,,
2014120810,"港南",1,34,34,68,1,,,,16,,10,"WNW",,,
2014120811,"港南",2,67,41,108,1,,,,14,,6,"ESE",,,
2014120812,"港南",10,148,55,203,0,,,,15,,8,"S",,,
2014120813,"港南",5,104,51,155,0,,,,30,,6,"SW",,,
2014120814,"港南",9998,9998,9998,9998,9998,,,,9998,,5,"SW",,,
2014120815,"港南",6,92,57,149,0,,,,29,,5,"SW",,,
2014120816,"港南",5,74,56,130,0,,,,30,,2,"NW",,,
2014120817,"港南",4,89,58,147,0,,,,35,,1,"S",,,
2014120818,"港南",4,104,59,163,0,,,,34,,3,"SE",,,
2014120819,"港南",4,85,56,141,0,,,,23,,3,"SSW",,,
2014120820,"港南",3,76,56,132,0,,,,24,,1,"WNW",,,
2014120821,"港南",3,83,55,138,0,,,,27,,5,"ESE",,,
2014120822,"港南",2,80,55,135,0,,,,29,,11,"NW",,,
2014120823,"港南",2,60,50,110,0,,,,33,,7,"NE",,,
2014120824,"港南",1,44,44,88,0,,,,33,,9,"NW",,,
2014120901,"港南",1,35,40,75,0,,,,38,,6,"NNE",,,
2014120902,"港南",1,20,37,57,0,,,,23,,4,"SSE",,,
2014120903,"港南",1,12,34,46,0,,,,24,,15,"NW",,,
2014120904,"港南",1,16,35,51,0,,,,20,,6,"NW",,,
2014120905,"港南",1,17,33,50,0,,,,16,,4,"NW",,,
2014120906,"港南",1,20,33,53,0,,,,22,,6,"NW",,,
2014120907,"港南",1,27,35,62,0,,,,14,,8,"NW",,,
2014120908,"港南",1,34,35,69,0,,,,10,,12,"NW",,,
2014120909,"港南",1,33,34,67,0,,,,24,,12,"NW",,,
2014120910,"港南",1,36,35,71,1,,,,30,,13,"WNW",,,
2014120911,"港南",2,38,37,75,2,,,,23,,14,"NW",,,
2014120912,"港南",2,33,38,71,5,,,,15,,10,"NW",,,
2014120913,"港南",2,15,30,45,8,,,,20,,17,"WNW",,,
2014120914,"港南",1,9,29,38,9,,,,22,,13,"WNW",,,
2014120915,"港南",1,6,29,35,10,,,,14,,12,"NW",,,
2014120916,"港南",1,7,23,30,12,,,,12,,24,"NW",,,
2014120917,"港南",1,5,17,22,13,,,,10,,18,"NNE",,,
2014120918,"港南",1,5,19,24,11,,,,8,,22,"NW",,,
