町丁別面積,
,2014年9月30日現在
町丁名,面積 （キロ平方メートル）
総数,24.38
富士見町全体,1.746
富士見町1丁目,0.239
富士見町2丁目,0.238
富士見町3丁目,0.294
富士見町4丁目,0.167
富士見町5丁目,0.152
富士見町6丁目,0.397
富士見町7丁目,0.259
柴崎町全体,1.319
柴崎町1丁目,0.275
柴崎町2丁目,0.226
柴崎町3丁目,0.197
柴崎町4丁目,0.244
柴崎町5丁目,0.162
柴崎町6丁目,0.215
錦町全体,1.416
錦町1丁目,0.271
錦町2丁目,0.194
錦町3丁目,0.154
錦町4丁目,0.137
錦町5丁目,0.319
錦町6丁目,0.341
羽衣町全体,0.738
羽衣町1丁目,0.181
羽衣町2丁目,0.317
羽衣町3丁目,0.24
曙町全体,1.021
曙町1丁目,0.219
曙町2丁目,0.305
曙町3丁目,0.497
高松町全体,0.842
高松町1丁目,0.44
高松町2丁目,0.23
高松町3丁目,0.172
緑町,1.808
栄町全体,1.422
栄町1丁目,0.35
栄町2丁目,0.302
栄町3丁目,0.203
栄町4丁目,0.184
栄町5丁目,0.231
栄町6丁目,0.152
若葉町全体,1.147
若葉町1丁目,0.331
若葉町2丁目,0.223
若葉町3丁目,0.367
若葉町4丁目,0.226
幸町全体,1.715
幸町1丁目,0.201
幸町2丁目,0.261
幸町3丁目,0.152
幸町4丁目,0.383
幸町5丁目,0.487
幸町6丁目,0.231
柏町全体,1.154
柏町1丁目,0.209
柏町2丁目,0.184
柏町3丁目,0.185
柏町4丁目,0.434
柏町5丁目,0.142
泉町,2.26
砂川町全体,2.08
砂川町1丁目,0.258
砂川町2丁目,0.333
砂川町3丁目,0.228
砂川町4丁目,0.269
砂川町5丁目,0.201
砂川町6丁目,0.225
砂川町7丁目,0.228
砂川町8丁目,0.338
上砂町全体,1.82
上砂町1丁目,0.253
上砂町2丁目,0.188
上砂町3丁目,0.283
上砂町4丁目,0.23
上砂町5丁目,0.378
上砂町6丁目,0.3
上砂町7丁目,0.188
一番町全体,1.465
一番町1丁目,0.27
一番町2丁目,0.285
一番町3丁目,0.171
一番町4丁目,0.328
一番町5丁目,0.145
一番町6丁目,0.266
西砂町全体,2.427
西砂町1丁目,0.358
西砂町2丁目,0.343
西砂町3丁目,0.336
西砂町4丁目,0.445
西砂町5丁目,0.365
西砂町6丁目,0.397
西砂町7丁目,0.183
資料：行政管理部総務課,
注1：端数処理のため、総数は内訳の合計に一致しない。,
注2：都市計画決定の面積を引用。,
注3：平成27年に国土交通省国土地理院より立川市の面積について、「24.38k㎡」から「24.36k㎡」への変更に関する通知があったが、町丁別数値の算出が不可能なため、平成26年9月30日現在の面積を引用。,
