区市町村名,耐震継手率（％）
千代田区,29
中央区,33
港区,41
新宿区,29
文京区,32
台東区,29
墨田区,38
江東区,51
品川区,42
目黒区,39
大田区,47
世田谷区,40
渋谷区,34
中野区,39
杉並区,44
豊島区,30
北区,40
荒川区,44
板橋区,49
練馬区,55
足立区,48
葛飾区,48
江戸川区,57
八王子市,44
立川市,55
三鷹市,52
青梅市,41
府中市,39
調布市,49
町田市,45
小金井市,40
小平市,51
日野市,45
東村山市,40
国分寺市,37
国立市,38
福生市,41
狛江市,46
東大和市,33
清瀬市,42
東久留米市,37
武蔵村山市,42
多摩市,44
稲城市,51
あきる野市,41
西東京市,46
瑞穂町,34
日の出町,42
奥多摩町,24
区部,44
多摩,43
全体,44
