,,55,60,2,7,12
小口使用者（口径25mm以下）,給水件数（件）,3404064,3916476,4557799,4963844,5609062
小口使用者（口径25mm以下）,平均使用水量（ｍ3/月）,20.2,19.8,19.3,18.1,16.7
大口使用者（口径50mm以上）,給水件数（件）,12922,13041,13204,13490,13910
大口使用者（口径50mm以上）,平均使用水量（ｍ3/月）,1511.4,1357.6,1384.7,1260.6,1192.9
