階層コード,地域コード,地域,人口総数／平成25年11月１日,人口総数／平成25年10月１日,人口総数／平成24年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13204052,13194737,13135206,9315,0.07,68846,0.52
1,13100,区部,9017619,9008990,8954605,8629,0.1,63014,0.7
1,13200,市部,4100013,4099277,4093523,736,0.02,6490,0.16
1,13300,郡部,59043,59031,59184,12,0.02,-141,-0.24
1,13350,島部,27377,27439,27894,-62,-0.23,-517,-1.85
,,,,,,,,,
住民基本台帳による世帯と人口_平成25年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
