階層コード,地域コード,地域,人口総数／平成25年4月１日,人口総数／平成25年3月１日,人口総数／平成24年4月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13142574,13126573,13103706,16001,0.12,38868,0.3
1,13100,区部,8966891,8951304,8929855,15587,0.17,37036,0.41
1,13200,市部,4089528,4088366,4086862,1162,0.03,2666,0.07
1,13300,郡部,59085,59146,59398,-61,-0.1,-313,-0.53
1,13350,島部,27070,27757,27591,-687,-2.48,-521,-1.89
,,,,,,,,,
住民基本台帳による世帯と人口_平成25年4月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
