階層コード,地域コード,地域,人口総数／平成25年6月１日,人口総数／平成25年5月１日,人口総数／平成24年6月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13185003,13177063,13135916,7940,0.06,49087,0.37
1,13100,区部,8998691,8991665,8952325,7026,0.08,46366,0.52
1,13200,市部,4099779,4098896,4096269,883,0.02,3510,0.09
1,13300,郡部,59070,59049,59355,21,0.04,-285,-0.48
1,13350,島部,27463,27453,27967,10,0.04,-504,-1.8
,,,,,,,,,
住民基本台帳による世帯と人口_平成25年6月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
