階層コード,地域コード,地域,人口総数／平成25年10月１日,人口総数／平成25年9月１日,人口総数／平成24年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13194737,13191227,13124223,3510,0.03,70514,0.54
1,13100,区部,9008990,9006223,8945160,2767,0.03,63830,0.71
1,13200,市部,4099277,4098502,4091980,775,0.02,7297,0.18
1,13300,郡部,59031,59041,59181,-10,-0.02,-150,-0.25
1,13350,島部,27439,27461,27902,-22,-0.08,-463,-1.66
,,,,,,,,,
住民基本台帳による世帯と人口_平成25年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
