階層コード,地域コード,地域,人口総数／平成25年7月１日,人口総数／平成25年6月１日,人口総数／平成24年7月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13184153,13185003,13135732,-850,-0.01,48421,0.37
1,13100,区部,8998707,8998691,8952979,16,0,45728,0.51
1,13200,市部,4098898,4099779,4095505,-881,-0.02,3393,0.08
1,13300,郡部,59079,59070,59305,9,0.02,-226,-0.38
1,13350,島部,27469,27463,27943,6,0.02,-474,-1.7
,,,,,,,,,
住民基本台帳による世帯と人口_平成25年7月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
