町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
高円寺南1丁目,4408,6382,3211,3171,20,12,14,15,19,16,15,14,17,15,13,16,21,16,15,17,14,11,17,15,17,19,11,15,10,10,16,10,13,13,17,16,10,11,17,14,15,13,28,21,20,24,25,25,44,52,59,64,56,50,79,88,99,88,93,86,89,80,71,75,94,66,71,57,64,59,60,55,68,47,52,53,53,42,66,61,55,46,54,59,58,52,53,45,65,39,48,55,60,50,54,44,62,45,67,39,46,51,47,56,52,36,62,52,46,61,41,45,49,42,31,42,43,34,34,29,35,43,39,38,39,39,27,28,32,35,23,25,25,27,33,25,21,30,26,25,35,21,12,27,28,22,26,24,22,31,19,32,30,37,23,31,25,30,10,17,16,22,15,28,19,28,19,23,14,27,10,23,9,11,10,23,13,16,5,14,11,8,9,16,5,15,5,14,2,10,4,7,0,4,4,5,1,2,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南2丁目,5088,7097,3423,3674,24,16,16,21,16,21,18,9,15,22,14,12,15,13,12,11,12,20,9,10,8,12,14,14,5,16,9,4,11,12,8,12,13,19,5,7,21,24,19,29,24,23,28,38,43,77,46,82,60,104,83,86,93,105,80,101,120,111,92,103,96,90,89,92,84,79,72,62,70,55,55,60,74,59,85,51,71,57,78,61,85,53,69,65,64,54,48,64,59,43,46,48,60,56,54,52,53,73,57,57,61,57,54,58,55,51,55,58,49,44,58,46,39,38,40,43,38,49,38,40,38,32,31,27,29,35,24,18,26,23,26,21,29,22,18,23,20,28,24,24,22,18,20,25,28,23,32,34,25,34,21,51,26,30,12,30,18,21,16,14,24,27,23,31,12,32,15,22,9,19,8,28,9,12,11,20,14,22,3,18,4,9,1,11,4,9,4,6,1,5,3,6,1,1,1,3,0,6,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南3丁目,5113,7494,3837,3657,18,21,22,12,25,14,21,8,22,21,14,16,10,16,17,21,13,23,17,16,24,14,22,13,14,23,14,18,14,17,13,20,20,17,18,16,29,24,20,31,33,23,36,34,53,48,60,51,86,71,81,82,103,92,84,76,81,75,90,85,88,71,94,68,83,67,89,49,72,50,68,74,67,57,77,66,69,73,74,60,62,53,69,67,79,51,72,53,62,58,76,61,70,52,56,68,65,66,66,58,51,51,67,60,48,57,60,63,62,58,46,40,50,45,37,38,53,36,56,47,45,23,34,37,46,34,39,41,39,26,32,35,29,29,28,26,28,34,26,32,35,20,19,33,27,32,35,38,32,33,29,35,33,38,16,27,15,27,28,27,15,33,14,42,20,26,21,23,14,25,17,22,10,16,12,25,7,13,7,14,5,11,4,16,3,10,6,10,3,7,0,5,0,5,0,3,0,4,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南4丁目,2957,4133,2059,2074,12,9,9,11,9,8,11,12,7,6,11,14,7,10,7,10,8,12,8,4,4,9,7,6,5,6,10,8,7,4,6,5,3,8,4,6,9,8,17,10,11,19,17,14,26,35,32,31,30,25,50,38,45,52,53,52,48,57,52,58,52,39,54,44,37,30,32,25,39,46,41,33,34,38,44,38,37,24,37,31,44,48,38,36,33,36,40,41,48,34,41,39,45,26,43,43,44,45,30,42,35,25,36,35,38,32,29,27,29,22,35,31,30,23,28,23,35,28,27,25,23,17,18,18,25,18,15,24,22,16,13,18,15,16,14,20,19,18,15,11,10,12,23,12,19,19,21,18,11,22,19,19,16,32,11,11,12,10,14,14,6,16,10,14,6,11,8,17,6,14,3,9,5,9,3,16,6,10,2,11,4,5,2,7,1,7,1,6,0,5,1,1,0,4,0,2,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南5丁目,4175,6554,3405,3149,19,18,16,14,20,23,23,17,16,23,29,19,21,18,20,15,35,29,16,18,12,14,20,25,19,27,13,11,18,16,15,18,15,25,12,14,20,21,21,22,30,32,45,33,48,43,54,47,60,54,89,75,88,60,70,69,83,59,77,78,79,58,71,62,72,59,91,48,67,48,59,50,51,44,63,34,56,43,61,51,58,55,58,53,56,52,61,41,70,48,57,47,53,52,57,56,54,44,63,53,59,46,51,48,49,38,45,47,45,44,49,44,55,51,38,46,55,43,48,27,35,32,39,29,40,32,35,33,23,23,32,18,13,24,38,19,24,21,19,29,26,25,17,25,19,13,21,29,17,25,35,41,23,20,13,18,11,22,17,18,15,30,22,26,12,19,12,17,11,21,9,26,7,29,12,22,9,13,5,12,5,16,5,9,2,9,3,9,1,4,3,7,0,4,0,3,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北1丁目,1592,2526,1319,1207,8,4,5,4,8,5,6,5,5,4,4,6,7,10,11,11,12,7,10,6,14,6,7,9,6,10,11,6,8,10,5,8,11,4,10,5,11,9,10,5,8,10,13,11,25,22,19,23,23,27,30,20,21,23,30,29,29,26,28,20,33,12,17,17,21,28,23,19,21,9,27,18,31,12,17,7,18,21,30,22,26,23,26,22,20,17,17,23,22,18,23,16,24,17,17,20,18,20,23,11,31,18,28,12,10,18,23,18,15,21,16,18,20,21,10,6,19,16,24,16,12,13,16,20,15,9,13,8,19,5,9,9,13,9,6,15,9,6,7,16,8,8,11,4,11,7,17,16,10,13,9,13,9,13,8,9,9,8,8,6,4,15,9,11,5,7,8,11,4,9,5,7,6,12,2,13,4,5,0,9,3,6,1,5,1,9,0,2,1,3,0,6,1,3,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北2丁目,3088,4257,2227,2030,10,12,9,8,12,12,6,7,12,8,9,9,14,7,11,5,13,7,8,8,6,8,9,6,7,7,6,5,7,2,9,10,3,8,13,6,13,7,9,7,24,14,29,26,25,29,46,35,48,44,53,60,57,57,53,61,63,55,56,42,55,40,51,45,50,27,48,37,37,30,51,38,35,24,36,32,38,35,55,32,61,41,40,26,45,24,46,39,40,39,28,34,39,28,33,33,40,33,41,38,48,35,39,40,36,40,33,34,39,35,31,23,30,23,21,13,27,26,32,25,21,10,15,16,19,21,19,20,21,17,12,12,17,10,15,17,15,20,12,11,15,7,15,11,13,19,10,17,18,23,8,26,15,26,8,11,15,17,9,15,17,10,7,18,9,16,9,16,7,6,7,7,6,9,4,16,6,9,5,6,3,12,1,4,3,4,1,10,2,3,1,3,0,4,1,4,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北3丁目,4058,5784,3034,2750,12,15,11,15,18,19,15,13,8,14,15,18,16,16,24,17,26,8,11,16,16,12,8,12,10,13,16,10,10,12,11,8,11,9,9,16,17,16,19,19,34,27,29,21,50,41,53,58,51,71,88,69,73,76,82,64,75,65,77,64,70,59,65,55,56,50,69,43,54,49,50,52,54,39,55,48,67,56,71,52,71,51,54,46,47,48,66,51,65,51,35,30,63,34,55,46,47,34,49,54,53,51,48,37,50,44,45,35,43,22,41,26,27,22,31,32,37,26,27,20,39,18,28,25,20,21,28,23,27,26,17,17,17,17,23,19,23,19,17,17,16,18,22,22,21,19,23,26,17,30,29,23,28,23,13,15,17,14,18,25,16,26,19,25,15,20,10,19,6,14,4,22,7,18,14,9,9,13,5,9,9,15,3,9,5,6,2,8,2,4,2,3,2,5,1,3,0,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北4丁目,2353,3564,1807,1757,7,8,12,9,7,7,12,9,7,8,8,7,10,12,5,5,8,11,13,13,11,11,10,12,4,7,13,9,5,8,8,15,13,5,10,6,16,9,15,11,15,12,12,25,19,29,29,29,34,31,57,33,40,32,39,36,35,34,37,42,44,31,39,20,35,32,31,24,26,31,34,29,35,27,28,27,31,29,28,24,33,20,24,24,36,27,29,36,43,29,38,32,22,28,40,32,24,20,36,25,28,23,29,21,27,22,34,21,30,38,29,29,24,20,19,17,20,25,26,18,19,23,22,16,13,16,11,13,17,16,25,15,12,14,13,10,16,11,9,18,6,12,11,16,23,18,18,19,19,22,21,22,14,23,7,11,10,15,10,15,11,15,9,10,5,16,9,13,7,13,6,9,3,14,7,10,6,10,4,11,1,9,1,4,0,4,4,6,2,10,1,2,1,2,0,1,0,3,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南1丁目,4864,7792,3805,3987,34,23,23,27,17,17,23,23,22,21,16,30,26,15,22,12,36,18,22,21,22,18,19,13,25,16,15,30,26,19,21,16,15,20,21,16,23,21,26,27,26,15,28,35,46,30,44,46,55,56,60,67,60,59,67,72,70,79,69,84,76,76,76,60,68,73,61,61,55,78,56,65,75,51,70,71,58,55,77,66,49,57,64,57,67,65,78,63,63,63,71,65,52,64,62,67,69,64,65,71,59,77,78,58,54,59,63,62,59,60,58,61,54,57,49,48,67,57,47,53,44,56,50,46,34,36,54,40,42,55,46,50,34,33,37,34,39,41,23,36,34,30,37,27,25,46,33,47,29,40,37,36,48,49,21,24,34,21,26,39,19,23,23,35,27,34,17,30,14,36,16,24,16,37,14,26,11,17,10,24,6,18,5,18,3,16,2,4,5,9,5,8,4,3,0,3,1,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南2丁目,2447,3566,1788,1778,6,10,9,11,6,7,7,8,3,8,5,8,9,9,8,7,7,4,4,7,11,7,10,8,5,4,10,9,9,7,10,5,8,9,13,9,10,8,7,10,21,21,19,15,27,17,27,31,37,40,41,41,39,34,44,47,41,42,43,40,40,38,36,38,35,37,32,36,31,32,42,33,32,35,27,29,43,28,32,35,32,22,27,31,34,36,29,28,32,21,24,25,26,27,33,24,30,28,31,33,35,25,22,33,29,24,21,28,27,27,31,11,19,22,23,22,24,20,18,22,17,13,19,16,20,18,20,18,18,17,19,16,14,14,9,14,23,18,12,13,14,21,12,21,18,13,21,14,23,18,13,16,14,22,8,11,9,12,12,16,6,11,6,13,8,10,8,13,5,8,6,6,7,8,9,8,6,6,2,5,3,5,1,2,3,3,3,1,1,7,2,6,0,4,3,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南3丁目,5095,7768,3671,4097,18,23,29,17,16,30,19,25,26,22,31,23,27,21,23,18,27,24,22,22,17,15,25,19,21,19,18,22,18,11,18,23,12,21,8,11,16,17,27,23,18,29,25,37,38,36,58,62,72,73,57,78,83,89,77,81,84,99,71,88,66,81,81,84,64,69,75,74,72,76,59,66,62,71,67,62,76,78,77,59,71,56,56,68,75,73,57,63,67,71,70,78,64,59,56,69,66,69,72,76,65,63,56,60,64,71,41,64,70,59,49,55,63,58,37,52,59,52,46,48,47,44,46,46,42,42,31,40,29,41,21,31,31,34,30,23,22,33,31,45,20,24,26,29,26,36,34,32,30,44,40,45,21,51,24,27,21,27,19,29,23,27,19,32,18,29,20,18,8,23,15,26,6,18,12,19,9,23,12,12,7,17,9,16,6,8,4,11,4,10,3,8,0,4,0,4,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北1丁目,3001,4610,2194,2416,14,17,7,13,18,15,10,14,16,17,6,14,8,9,3,15,10,17,15,8,6,7,7,15,6,17,12,8,14,9,9,15,10,9,10,10,9,8,17,16,24,17,10,20,12,34,33,34,27,38,40,51,46,39,46,47,36,47,43,46,33,42,28,32,47,47,37,53,44,32,49,37,50,32,44,37,42,39,44,30,38,38,36,41,37,26,27,37,44,45,41,38,32,27,36,43,39,33,46,42,33,48,34,33,40,45,41,30,35,45,35,37,38,37,27,29,34,32,33,29,22,30,26,26,31,24,19,22,19,14,20,13,18,11,17,22,19,20,12,21,15,26,16,23,21,27,19,22,31,30,28,30,27,29,8,14,20,15,8,15,19,24,12,21,20,22,11,18,12,17,11,16,5,15,10,16,7,11,6,12,6,9,2,11,2,12,2,9,1,4,4,0,0,6,0,2,0,5,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北2丁目,2910,4415,2161,2254,15,13,12,12,12,13,11,12,8,12,13,9,14,6,8,11,14,10,9,8,14,7,13,18,11,6,10,9,11,6,5,5,14,8,8,7,18,15,12,10,18,15,23,22,23,33,32,38,34,41,48,37,47,52,34,45,41,37,36,42,50,36,31,38,40,42,26,40,33,36,39,45,54,36,37,44,52,32,38,34,32,45,38,43,41,36,32,34,37,34,37,39,46,28,40,44,29,29,32,36,43,32,24,28,31,44,38,30,33,36,31,33,41,37,29,26,37,28,30,37,30,30,26,18,30,19,25,29,12,21,18,14,13,24,18,16,18,17,13,26,34,13,14,22,16,21,18,30,22,22,22,35,21,25,6,11,18,18,21,24,20,7,6,16,16,14,10,12,5,12,3,14,9,13,6,11,0,17,5,8,5,11,3,8,2,12,3,5,2,4,0,4,1,1,0,1,1,3,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北3丁目,2431,4004,1955,2049,11,15,13,18,11,11,11,11,9,8,12,17,13,11,16,19,17,14,10,9,18,18,20,11,20,13,16,18,7,7,20,13,13,14,14,12,14,14,19,10,13,9,12,14,21,22,30,24,28,27,19,22,41,15,28,23,21,34,29,28,35,32,31,39,28,20,25,22,18,30,25,29,25,22,31,26,28,30,39,24,28,35,32,35,27,28,31,32,41,33,40,35,25,37,38,39,41,26,37,36,41,29,40,30,31,30,40,30,25,32,31,24,22,28,27,20,30,27,25,18,21,27,25,23,19,17,22,17,18,18,22,30,13,13,19,20,13,16,23,21,12,24,20,25,19,18,14,25,28,34,23,23,18,30,11,17,13,19,17,22,13,21,16,19,15,30,7,24,13,18,12,18,11,13,5,19,5,12,4,23,10,9,5,8,1,12,2,10,2,2,0,3,0,4,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北4丁目,2492,4127,2005,2122,14,9,15,18,20,17,11,12,15,8,14,22,12,9,6,8,12,13,13,6,16,10,14,12,14,13,12,10,12,15,16,9,7,21,19,10,9,12,23,14,14,17,17,17,17,19,29,22,30,31,33,32,28,32,33,33,40,36,36,39,28,30,32,35,31,39,30,51,31,35,33,31,34,23,37,29,40,37,27,22,21,33,32,39,28,30,39,34,41,35,34,25,38,35,38,43,42,38,28,30,38,36,35,44,29,35,36,37,39,33,36,27,29,23,19,25,36,29,35,33,23,22,16,25,15,16,20,20,20,23,23,19,23,18,12,25,19,14,26,19,18,24,8,16,13,19,15,21,23,21,21,23,17,26,13,15,15,18,13,23,14,24,17,13,10,11,8,14,4,13,8,19,7,12,10,10,9,13,1,12,3,13,4,11,3,4,2,3,2,7,1,5,0,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北5丁目,2221,3898,1898,2000,11,13,7,16,9,7,11,12,15,11,7,14,15,13,21,15,11,13,19,19,14,10,21,17,18,24,15,14,20,7,15,12,11,8,20,9,13,13,18,13,24,19,18,22,23,15,24,29,31,33,30,34,22,31,20,41,31,40,33,32,30,32,29,29,24,27,26,32,35,31,32,23,26,23,34,22,23,27,36,36,25,30,35,32,35,26,27,41,31,25,27,29,20,31,31,32,29,41,37,35,30,30,27,21,34,33,27,28,28,33,31,26,27,33,33,15,29,22,29,27,20,30,26,21,21,10,14,20,23,23,23,13,19,19,12,24,18,21,19,12,14,17,11,9,18,18,15,26,22,21,19,25,20,29,15,17,15,22,20,13,12,19,21,16,10,9,8,18,4,7,4,9,7,11,7,14,6,14,5,8,6,11,0,10,4,2,1,9,1,6,2,9,0,2,0,1,1,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北6丁目,1825,3390,1659,1731,5,13,6,5,10,9,16,11,10,7,10,16,12,10,21,16,11,15,14,16,18,12,13,15,18,9,20,15,17,15,14,11,12,10,12,15,12,6,16,17,16,21,16,27,17,29,18,29,21,17,29,20,26,22,20,18,18,27,18,21,23,18,25,30,23,24,23,26,15,19,22,23,21,21,21,31,26,19,25,20,32,23,23,22,13,25,24,24,24,31,31,33,33,26,26,29,29,26,26,24,39,34,40,23,32,31,27,31,33,23,23,31,23,26,19,20,22,21,28,16,25,20,23,21,13,21,18,18,14,20,22,11,16,14,21,12,11,9,14,11,11,12,9,12,8,14,14,11,19,26,17,30,16,24,16,11,11,19,14,23,8,19,12,16,15,17,9,10,7,11,10,11,7,13,8,8,8,10,1,11,11,8,3,9,2,11,2,2,1,3,2,2,3,1,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼1丁目,2444,4003,2117,1886,11,4,14,14,15,11,15,13,9,5,9,17,9,11,13,9,11,14,16,10,9,15,16,14,10,12,18,18,11,12,15,14,11,14,12,15,16,7,20,14,9,11,24,18,29,25,44,33,37,34,45,28,46,38,40,45,42,42,41,29,31,22,42,29,46,33,34,30,32,23,36,33,31,32,41,29,34,19,28,32,30,20,28,30,34,19,33,21,37,35,24,29,35,17,31,35,32,27,44,28,42,35,30,25,34,27,39,29,35,33,26,21,28,33,33,28,23,19,27,23,36,20,29,20,18,25,25,18,21,20,16,20,24,16,11,15,20,16,17,17,20,11,24,13,18,14,14,20,20,26,28,16,17,27,12,10,15,14,14,18,12,5,14,19,9,5,9,16,8,12,5,13,9,10,9,13,4,19,2,9,3,2,1,9,4,10,4,5,3,11,3,3,1,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼2丁目,3124,5266,2581,2685,9,13,13,11,12,16,16,15,13,13,14,20,27,21,19,17,23,25,20,21,21,16,17,17,12,11,21,16,20,13,10,24,14,13,18,26,23,19,15,11,12,15,20,26,13,31,38,33,52,43,41,56,43,42,55,60,43,63,48,43,47,42,42,47,52,44,38,37,33,30,42,31,50,32,40,28,49,35,39,41,43,35,33,34,57,42,56,42,53,30,48,45,38,29,31,35,40,50,33,25,39,41,38,46,48,45,42,46,38,45,35,33,44,38,33,33,38,48,33,33,28,33,29,32,36,28,26,26,26,30,24,33,35,15,22,26,26,18,20,22,26,30,31,18,19,30,26,19,24,22,29,36,25,33,15,26,8,20,16,17,19,20,17,27,16,17,14,24,11,18,10,16,10,15,9,20,9,25,7,19,1,9,2,12,4,14,4,11,2,10,0,7,1,1,0,5,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼3丁目,3975,6111,2961,3150,19,21,26,27,18,11,18,28,17,19,21,21,17,11,20,16,9,25,19,11,20,11,17,13,18,15,23,8,16,12,11,12,19,14,17,13,11,15,13,21,17,17,16,20,29,35,52,49,52,59,55,63,67,82,59,62,65,63,63,68,56,62,61,73,68,66,60,49,65,50,55,50,46,43,53,48,43,50,44,35,52,49,53,44,40,40,61,48,49,49,53,42,57,59,55,60,50,54,49,62,50,47,59,45,43,46,44,51,44,52,39,31,34,37,51,38,40,47,27,30,35,34,40,46,32,23,30,25,24,25,32,26,18,26,22,30,25,28,24,19,23,21,21,19,25,34,33,29,25,40,25,35,30,33,14,14,14,22,20,32,17,31,12,22,14,27,11,17,9,15,10,18,10,23,7,12,10,25,4,19,6,19,3,10,1,9,2,2,2,8,1,10,1,5,1,5,1,5,0,2,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本天沼1丁目,1824,3184,1614,1570,14,9,9,12,14,17,12,12,14,14,13,17,12,22,7,14,12,8,9,12,15,7,8,11,12,8,10,12,10,9,17,9,9,8,14,5,9,2,9,15,5,6,15,7,23,19,15,11,19,13,24,21,26,22,28,29,27,25,26,22,31,23,39,31,21,26,28,26,26,16,25,25,27,29,24,28,27,21,31,31,30,20,31,24,32,28,27,31,29,31,23,25,23,21,32,26,26,21,29,22,31,25,34,18,22,14,25,16,28,20,31,33,19,18,26,14,24,19,18,25,21,12,9,13,17,26,16,20,17,11,5,12,10,17,15,7,13,17,10,8,14,8,11,12,9,16,16,14,15,16,16,32,24,25,12,13,8,17,8,16,13,14,13,20,16,8,5,12,7,16,8,8,6,5,5,17,4,8,2,11,1,9,5,5,2,2,1,5,0,1,2,2,1,4,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本天沼2丁目,2448,4584,2307,2277,8,13,15,17,17,16,22,5,20,27,19,20,14,13,25,18,29,14,27,22,20,20,20,16,26,16,17,24,16,13,18,14,21,15,18,18,18,15,18,25,22,24,21,28,30,21,23,29,37,25,41,34,35,27,37,32,36,35,34,27,27,25,25,34,41,24,33,30,24,35,30,29,37,21,35,31,28,32,28,39,37,31,30,27,38,36,30,35,34,27,42,53,42,29,41,45,35,32,35,37,43,37,38,37,35,40,30,24,29,26,32,28,34,30,39,30,30,32,33,20,24,25,25,25,27,28,29,25,24,26,23,24,16,20,19,18,15,13,15,27,13,15,29,20,19,18,27,20,23,21,28,33,32,27,22,20,22,20,22,19,12,18,17,26,10,21,8,16,12,17,10,20,13,14,11,13,8,20,5,14,10,16,3,10,5,11,1,6,2,10,1,8,2,6,1,2,1,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
