町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
下高井戸4丁目,3055,5519,2658,2861,16,16,17,15,19,17,19,17,22,23,25,18,24,20,19,20,22,17,26,21,21,18,22,13,18,14,23,17,22,15,18,25,15,11,16,20,23,29,37,41,36,46,32,61,42,47,23,42,40,44,40,61,49,42,41,39,41,35,48,32,42,36,46,39,35,38,28,33,27,38,31,34,36,35,36,30,36,45,44,45,44,34,31,43,39,35,37,36,35,43,34,41,52,37,32,51,24,40,41,38,49,41,44,46,38,37,38,42,34,43,45,37,37,46,35,41,43,42,38,25,45,40,26,38,28,28,31,29,39,21,36,38,19,30,25,27,36,24,33,31,16,19,24,32,27,22,30,39,37,38,34,33,30,34,19,18,16,17,15,23,22,25,14,24,10,23,15,14,8,9,8,18,11,19,13,16,11,22,5,19,8,12,4,12,4,10,3,14,5,12,1,7,1,5,1,7,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下高井戸5丁目,1636,3027,1445,1582,7,10,12,6,7,7,15,14,2,9,17,10,7,13,10,7,15,8,8,10,10,10,8,10,8,9,11,4,15,7,10,11,20,10,8,14,22,16,15,16,14,19,21,22,24,21,21,18,19,21,27,21,21,25,18,25,19,22,20,20,16,20,23,16,17,19,18,10,18,24,22,21,12,32,16,13,12,21,18,15,22,20,23,20,14,16,16,18,20,23,18,21,14,20,26,31,23,20,21,24,22,24,32,27,18,19,23,22,31,28,30,23,16,22,20,28,24,27,23,24,17,24,22,27,19,20,18,16,15,23,17,16,17,14,15,11,13,20,17,9,12,12,11,10,10,14,15,14,15,20,20,19,18,28,9,14,14,17,15,17,13,10,12,15,9,11,6,15,7,11,6,13,13,14,4,19,7,13,1,11,6,5,4,7,2,9,1,7,3,1,2,4,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福1丁目,1955,3280,1593,1687,5,11,13,14,7,15,9,8,13,11,8,12,12,12,14,11,8,13,9,11,14,7,14,5,5,11,8,9,16,11,9,8,13,9,13,12,16,4,20,23,41,40,50,41,43,23,30,31,23,29,37,28,31,29,37,30,17,26,26,35,19,28,27,26,21,24,20,22,20,21,25,26,15,24,29,32,22,25,25,27,23,24,20,20,25,21,24,14,29,22,24,25,20,26,33,28,27,32,24,29,27,26,24,20,29,29,20,22,18,26,20,22,23,27,22,16,18,18,17,17,20,19,17,14,14,17,17,14,16,9,11,14,8,9,17,22,15,17,17,20,10,12,20,9,13,14,13,11,16,20,17,20,11,19,5,13,8,15,7,12,7,7,11,15,7,10,8,9,5,15,5,10,3,10,3,8,6,8,2,8,5,6,2,4,2,7,2,8,0,5,2,3,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福2丁目,2465,4804,2255,2549,25,24,22,14,12,27,13,15,20,29,23,28,26,26,15,20,19,25,16,16,17,19,22,26,20,19,20,22,22,24,16,16,20,22,20,23,20,16,22,23,29,26,24,29,22,32,32,29,36,37,34,45,39,44,48,39,38,51,35,45,34,39,32,35,33,29,33,37,29,30,37,40,31,29,34,40,31,34,31,33,30,36,41,37,24,40,34,28,38,35,32,39,32,35,28,34,39,46,33,38,29,39,33,27,28,42,26,38,41,39,30,28,32,29,21,24,27,28,34,37,23,32,31,23,28,23,26,22,20,31,28,16,15,28,21,20,18,23,19,24,28,33,23,30,18,19,27,37,33,32,16,26,26,28,15,19,12,21,15,17,18,22,12,12,11,19,12,13,15,7,11,12,4,7,12,16,6,14,4,12,3,7,5,8,3,5,2,8,2,7,3,5,1,3,1,4,4,3,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福3丁目,2332,3978,1877,2101,10,10,15,9,12,9,10,4,10,16,6,17,7,7,7,9,15,11,15,13,12,9,15,10,13,11,8,8,19,14,13,10,12,13,15,10,8,14,12,14,17,21,24,28,28,27,30,37,42,46,32,46,36,45,35,30,37,34,25,20,19,25,21,26,30,28,27,19,30,23,21,21,26,26,23,27,25,25,28,25,19,28,23,25,20,26,18,23,16,33,25,30,30,24,28,30,28,31,30,39,35,31,26,28,33,34,31,29,16,33,37,31,34,29,23,29,34,35,26,35,26,29,20,27,11,24,27,30,20,25,23,17,21,25,20,20,29,20,25,10,11,18,17,27,19,20,29,17,21,39,19,31,32,33,11,17,14,20,11,24,19,19,15,20,13,22,16,18,12,15,8,16,13,14,11,15,8,15,6,14,9,5,4,15,1,8,4,10,6,2,0,6,1,4,0,2,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福4丁目,2185,3693,1753,1940,12,10,13,9,15,16,16,10,21,12,15,11,15,17,8,19,8,11,7,19,10,6,12,5,13,15,12,11,9,6,5,11,16,7,13,12,12,14,16,10,26,16,22,17,23,19,36,24,31,32,41,42,32,37,26,28,35,56,30,38,29,34,24,39,33,27,30,32,26,25,28,42,30,35,30,24,31,30,31,35,20,30,24,28,24,20,32,25,21,30,25,25,26,24,33,20,25,20,19,34,25,37,31,30,24,37,23,25,32,30,20,20,21,21,29,18,12,29,31,21,20,27,21,23,23,27,22,24,14,17,9,20,18,21,17,11,13,19,13,14,15,14,10,17,13,20,18,20,23,16,18,14,15,30,15,10,11,11,12,17,7,20,9,20,15,13,7,11,10,12,3,8,4,14,9,11,7,13,6,10,1,12,2,4,2,6,2,3,2,7,2,6,2,4,2,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山1丁目,2026,3895,1805,2090,10,9,7,10,8,11,12,11,14,17,15,6,9,13,14,16,13,13,12,8,14,13,15,12,14,7,18,13,17,14,15,13,12,19,13,12,16,14,20,24,20,15,22,28,29,23,27,26,28,31,25,23,15,27,18,36,18,18,17,22,18,25,14,30,26,22,18,16,16,19,17,22,21,23,14,21,27,28,26,21,17,31,22,26,18,20,17,32,30,33,21,33,17,19,23,22,23,24,28,41,28,39,35,38,39,36,25,33,33,35,25,34,46,42,20,24,30,33,19,24,26,28,32,37,21,31,26,26,29,26,23,37,25,31,35,29,28,19,22,26,21,19,30,30,23,22,18,18,22,29,26,31,26,31,12,10,9,23,23,20,18,15,19,25,11,15,13,16,10,20,8,21,9,8,5,10,5,11,4,11,2,8,6,10,4,8,4,7,5,8,1,6,1,8,0,3,0,0,1,2,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山2丁目,1372,2555,1186,1369,8,4,4,5,7,2,9,5,7,11,13,5,5,6,9,11,9,7,10,9,7,4,8,9,8,10,20,7,10,7,9,12,14,12,12,18,12,8,14,11,16,16,10,18,22,15,20,20,13,19,15,15,15,12,19,22,9,28,11,29,18,20,9,17,9,8,13,12,8,15,7,14,14,17,10,22,15,16,11,20,21,8,17,13,15,16,9,19,17,13,13,13,15,16,12,17,12,15,24,19,29,29,18,24,12,26,19,30,29,28,26,21,23,25,22,23,23,14,22,18,22,19,13,20,15,13,14,23,9,15,15,13,14,13,16,13,9,19,11,12,14,15,7,13,11,15,8,13,19,21,17,12,6,20,7,10,10,15,12,19,11,11,4,12,12,15,13,12,6,13,16,11,6,9,6,6,6,14,6,5,2,7,1,6,5,7,1,4,0,3,2,4,1,4,0,2,1,2,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山3丁目,2437,4453,1979,2474,14,18,18,25,13,15,25,14,17,15,23,15,23,18,18,12,15,16,14,13,20,14,20,13,15,16,11,19,11,16,17,17,19,17,10,11,19,20,14,12,16,19,17,14,25,17,17,21,25,31,23,33,22,42,34,45,28,37,34,42,34,44,32,46,26,24,24,36,25,29,24,29,30,40,22,31,23,34,36,48,29,38,14,41,31,32,31,34,37,32,28,36,41,51,29,35,38,50,30,49,31,58,35,40,40,45,28,32,38,27,34,36,32,41,23,39,32,55,33,38,30,39,21,25,18,26,30,26,19,33,21,23,20,26,25,19,16,27,20,26,18,15,19,26,15,22,21,24,26,19,21,25,11,25,13,21,7,15,13,14,11,22,14,21,16,20,8,16,9,14,4,17,7,10,8,12,6,15,6,12,4,12,7,7,1,7,2,8,2,8,1,4,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山4丁目,2906,5832,2659,3173,22,19,15,22,18,20,25,26,27,26,24,24,27,27,24,27,26,33,23,22,27,33,30,29,26,28,29,25,24,23,31,25,27,28,22,24,20,27,28,23,31,30,25,26,35,38,27,52,34,39,32,46,25,45,23,40,23,28,34,47,35,35,26,36,29,32,38,34,23,35,27,43,34,40,22,35,42,41,34,38,49,49,42,44,40,45,44,60,37,54,48,40,42,45,39,40,50,49,42,60,45,63,54,58,45,71,45,36,34,50,52,53,57,54,28,34,59,49,32,44,35,37,40,41,39,46,28,25,30,43,41,30,27,22,25,34,19,27,20,22,21,19,21,37,28,33,24,36,30,35,29,22,36,40,18,26,20,24,20,31,18,25,14,24,12,30,8,17,8,17,8,22,10,20,6,15,14,14,9,8,6,12,4,7,5,11,3,10,3,14,1,7,0,8,1,4,0,3,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田1丁目,5427,8963,4305,4658,27,28,35,31,39,29,31,32,35,31,34,43,37,32,41,30,38,31,33,34,36,20,32,25,32,23,23,27,34,24,37,24,40,30,33,25,27,31,33,50,30,55,43,65,62,65,66,76,72,81,89,100,90,101,83,88,93,90,87,113,63,91,97,68,58,75,55,77,82,64,92,95,66,63,79,75,65,75,82,69,77,66,64,65,69,66,74,62,65,58,69,76,71,78,72,61,76,83,57,66,69,66,62,61,65,70,64,68,72,58,69,60,62,57,32,48,58,64,57,59,38,54,36,33,35,35,32,33,30,39,30,35,32,32,40,42,44,36,29,32,33,36,28,41,28,29,39,48,35,45,50,45,32,54,21,24,17,24,20,30,30,40,26,32,20,38,17,28,22,29,13,30,15,19,20,30,13,36,10,21,7,34,7,14,3,13,8,26,5,10,1,6,2,4,0,7,0,6,1,3,0,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田2丁目,2521,4299,2093,2206,19,15,9,13,19,20,19,19,17,12,19,7,16,17,16,18,22,21,17,12,25,19,17,20,19,21,18,19,12,20,15,10,15,17,12,16,16,10,12,13,16,16,16,25,23,23,30,36,10,37,40,38,27,45,32,36,27,41,29,33,38,34,31,21,30,31,29,33,34,36,31,19,29,31,31,38,33,25,33,27,37,23,43,36,37,37,25,27,32,23,39,29,31,31,47,29,34,23,20,27,32,35,32,37,25,32,32,35,31,31,28,23,26,27,16,16,34,28,31,32,29,33,25,26,32,14,23,21,15,16,16,27,19,19,23,21,25,19,25,15,26,21,14,21,16,26,20,16,21,27,19,24,25,20,14,19,12,20,18,16,19,19,16,13,17,20,10,19,9,17,3,19,11,17,15,24,9,19,6,17,4,17,5,15,3,11,3,10,6,5,2,4,1,5,1,3,0,3,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田3丁目,4048,6502,3174,3328,16,11,13,19,15,18,17,20,18,22,19,22,20,22,24,26,17,24,19,29,29,27,23,22,23,21,22,20,19,14,21,18,15,14,24,14,15,15,16,17,20,19,16,21,28,45,49,30,63,54,64,59,71,63,62,83,55,83,71,68,65,62,58,54,48,56,62,54,58,45,51,46,47,43,58,50,58,58,58,45,45,40,58,50,79,53,48,43,54,55,56,56,54,62,56,55,41,56,52,51,62,55,46,53,54,51,48,48,35,42,54,42,37,54,30,36,36,33,32,48,40,38,37,38,39,45,25,39,30,39,36,29,32,30,27,30,24,22,24,29,35,28,39,35,32,29,23,27,32,26,38,34,36,26,13,19,9,22,18,30,13,20,11,29,14,33,17,14,14,19,7,20,16,20,20,19,8,22,7,23,4,20,10,19,7,7,4,4,4,10,3,4,1,2,0,4,1,4,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内1丁目,2528,4308,2069,2239,8,9,10,14,16,9,17,8,8,14,14,16,15,19,21,16,11,22,16,13,14,19,15,16,11,13,17,15,24,18,14,20,20,8,16,14,18,14,14,19,14,14,14,19,19,28,27,30,29,26,24,41,39,40,23,41,50,47,47,38,33,31,32,39,43,31,27,29,29,31,35,39,30,38,46,34,29,35,35,34,35,31,36,38,30,26,36,23,30,36,38,48,39,46,38,30,36,43,35,37,33,47,31,37,33,38,35,33,36,32,30,35,30,36,30,18,31,30,28,25,27,23,18,19,18,12,21,25,20,22,15,14,16,19,21,20,15,15,16,21,23,21,16,18,26,23,11,15,23,24,27,28,20,26,10,13,10,17,10,19,13,26,12,16,17,17,9,17,4,9,11,13,9,16,6,16,8,9,4,8,8,8,2,7,7,10,1,4,0,5,1,3,0,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内2丁目,4082,7494,3684,3810,33,20,37,34,26,19,35,34,33,33,25,28,34,31,39,28,36,34,31,29,31,26,24,21,36,28,30,27,31,25,24,23,29,31,23,34,23,29,34,26,34,33,25,35,44,39,58,47,44,51,62,58,59,57,60,41,44,64,54,46,54,52,46,60,49,61,45,56,47,64,64,64,65,53,50,53,69,55,62,59,46,64,64,58,53,52,56,56,60,65,80,44,58,68,54,66,44,68,70,56,60,56,65,70,71,65,54,64,81,68,59,52,70,55,37,35,65,48,47,33,47,44,37,58,49,39,42,36,29,36,35,41,31,30,36,33,36,36,30,34,22,26,33,31,32,34,31,37,26,41,53,41,29,42,26,36,19,31,23,37,21,33,19,30,21,30,19,29,10,25,13,19,10,21,17,19,13,24,4,15,8,18,7,11,5,7,3,6,3,6,1,8,1,7,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内3丁目,4437,7123,3472,3651,13,15,19,22,21,13,16,21,16,18,20,14,27,21,24,20,17,16,28,24,20,19,22,17,20,18,20,22,19,19,26,13,32,15,20,18,25,23,26,24,28,31,35,43,44,59,52,79,78,79,96,66,88,75,74,77,66,61,77,77,41,55,53,73,54,46,56,46,46,44,67,50,47,62,42,52,58,38,41,41,56,54,50,50,57,47,55,31,48,56,57,61,55,56,57,35,42,54,58,42,44,55,51,52,59,53,47,50,51,49,49,42,48,46,47,41,50,34,35,35,43,47,38,33,35,34,39,40,34,35,30,34,36,24,29,32,33,34,31,26,34,39,35,38,28,35,35,27,46,49,38,50,38,51,17,27,17,37,27,43,25,44,28,51,28,39,20,39,19,21,10,36,19,20,12,38,14,32,11,22,12,15,7,19,1,20,3,11,1,13,5,4,2,8,1,2,0,5,0,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木1丁目,815,1575,837,738,6,5,7,3,9,5,13,5,6,8,7,10,10,9,12,8,15,8,8,10,6,11,5,8,6,13,7,5,8,5,9,1,5,8,9,3,7,4,3,4,7,5,7,6,8,8,16,4,13,4,3,12,15,5,12,13,7,9,14,9,14,7,12,10,7,11,15,15,14,11,15,5,15,8,13,11,13,6,9,18,15,10,16,17,21,12,14,15,13,9,12,9,14,7,13,15,20,14,11,15,18,10,13,13,14,10,14,11,11,13,17,9,14,14,7,4,18,12,9,3,8,10,11,6,8,6,8,10,12,2,8,4,4,11,7,6,5,1,7,5,5,4,5,1,2,3,7,4,7,9,4,9,5,14,3,6,5,7,8,6,5,6,7,12,3,3,2,4,3,4,2,6,3,3,2,7,2,5,1,8,1,5,1,2,2,5,2,2,0,3,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木2丁目,1484,2752,1317,1435,7,12,11,7,12,12,8,14,12,13,16,8,10,12,12,9,7,15,12,7,14,7,11,10,15,10,11,13,8,16,15,12,17,9,13,6,9,16,14,16,9,10,8,18,20,21,20,12,16,15,25,22,16,16,25,23,13,21,26,17,17,10,28,25,16,14,22,19,12,21,11,16,19,19,21,21,16,19,26,14,16,26,21,21,16,22,23,16,18,25,17,15,20,25,26,17,25,17,26,21,19,30,20,34,25,22,27,24,29,20,26,18,21,23,11,16,20,19,20,22,17,17,12,13,14,10,6,9,9,16,10,12,8,15,12,8,12,8,10,11,11,17,5,15,12,21,11,22,12,11,15,21,8,18,8,10,10,11,11,14,9,15,3,14,9,11,14,10,7,13,9,7,7,10,6,9,3,5,1,10,3,8,3,6,0,6,0,8,1,4,0,3,1,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木3丁目,1866,3034,1495,1539,7,9,10,8,9,6,14,5,11,8,9,4,10,11,16,7,12,12,7,11,9,9,13,10,9,6,7,5,10,8,14,5,4,8,7,3,10,10,10,13,13,14,11,11,14,21,21,26,31,26,25,29,42,46,27,34,29,17,35,29,23,29,31,26,19,18,29,29,31,29,22,19,14,20,15,22,25,20,21,17,32,22,24,21,28,20,27,24,34,19,25,26,21,31,22,32,25,28,16,26,28,22,23,29,23,25,20,32,27,19,16,16,23,20,18,15,19,20,16,16,17,17,10,9,16,16,10,22,17,15,13,17,10,14,13,15,15,8,17,16,15,18,15,15,8,16,13,14,23,26,15,17,21,23,8,8,8,7,15,18,12,13,7,8,6,6,6,9,6,7,4,10,10,10,3,5,0,8,4,9,4,6,3,9,4,9,1,2,3,3,0,3,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮1丁目,1157,1978,974,1004,9,2,0,4,4,7,4,5,1,3,6,6,4,5,6,4,5,7,4,10,7,6,11,2,5,8,11,4,5,8,10,4,3,8,6,7,10,5,3,7,8,10,6,13,11,13,6,12,13,12,18,16,13,14,10,19,14,22,16,14,20,19,18,19,11,15,19,18,12,8,18,13,15,17,16,9,14,16,13,16,11,9,12,12,17,17,15,18,9,16,17,11,21,15,16,17,19,16,21,13,17,19,14,16,20,18,15,9,26,13,19,17,19,16,11,8,13,12,17,15,12,10,10,13,11,11,9,10,11,9,12,11,7,12,14,4,9,10,7,4,3,7,11,11,9,13,11,10,8,13,11,9,15,11,9,8,9,5,11,14,8,10,3,11,4,9,6,13,6,10,7,6,3,10,3,4,6,4,2,4,6,7,3,7,0,2,1,3,2,3,0,3,1,1,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮2丁目,848,1527,693,834,4,3,2,2,13,4,6,7,2,5,3,6,6,5,7,7,5,4,9,7,7,2,2,3,4,9,5,4,1,2,7,8,3,6,4,4,2,8,1,7,15,8,9,8,8,6,14,11,7,14,15,12,13,8,9,8,9,10,12,11,10,16,11,7,9,13,7,7,6,8,8,11,11,8,3,5,9,13,7,17,11,8,10,13,12,14,12,16,11,9,12,9,12,11,9,12,9,9,6,13,11,12,4,14,6,22,8,9,15,12,15,14,14,11,5,11,13,17,13,9,7,5,3,8,12,10,11,8,8,14,8,11,10,11,4,6,7,7,3,9,5,10,5,7,10,6,7,8,8,11,9,10,12,12,5,7,3,3,6,7,6,11,9,13,7,12,3,4,5,4,4,12,5,10,0,6,1,7,0,7,3,3,3,5,1,6,3,2,3,4,2,1,0,2,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里1丁目,2208,3187,1546,1641,6,12,15,7,7,9,4,7,4,2,5,11,8,5,9,6,6,5,6,7,4,5,1,11,9,7,10,6,5,5,8,8,7,6,6,6,7,3,7,5,10,13,11,12,15,24,33,28,37,34,31,33,42,41,35,32,27,37,38,22,30,24,30,33,35,38,19,19,21,28,32,37,23,22,30,25,25,23,23,21,30,17,29,26,30,34,37,23,31,18,30,22,27,20,28,30,24,26,26,20,20,23,22,22,23,34,17,36,12,18,24,19,25,14,17,18,22,24,21,22,26,20,17,23,15,18,20,19,11,12,11,14,15,22,10,8,14,13,14,12,12,13,16,11,15,15,17,20,17,20,14,17,19,23,10,11,8,11,11,25,13,17,9,21,9,10,8,10,5,12,5,9,5,15,4,11,3,11,3,9,4,9,1,5,4,10,1,8,3,3,1,4,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里2丁目,3313,5103,2424,2679,21,13,12,11,10,15,25,9,9,17,24,13,14,12,16,11,15,12,9,17,7,16,12,14,8,8,11,14,11,15,10,8,11,14,13,5,14,11,9,22,12,19,22,18,22,30,35,45,41,47,48,39,49,54,49,62,52,51,44,65,52,55,39,46,52,62,45,34,41,35,35,39,43,37,36,42,38,30,43,36,35,37,46,44,43,37,34,33,46,46,42,49,56,36,42,42,40,41,47,43,51,37,35,50,42,36,38,36,46,47,30,33,29,37,30,25,29,43,29,30,29,47,33,35,24,27,25,23,18,25,21,32,23,19,22,17,20,18,19,21,20,18,18,35,20,26,24,35,31,22,26,32,27,29,18,19,16,19,20,24,14,31,15,22,16,17,7,19,8,18,10,22,11,23,4,16,7,16,3,10,6,18,6,9,5,14,3,10,2,4,2,10,1,4,0,3,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
