町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
下高井戸4丁目,2959,5450,2653,2797,18,17,16,20,22,15,21,14,24,23,23,19,24,18,16,21,29,21,26,19,19,17,25,12,13,14,23,15,26,20,18,18,11,17,16,13,23,15,33,22,28,29,29,46,35,44,27,37,42,50,44,57,46,38,39,41,44,31,47,37,46,41,41,42,36,39,40,33,22,36,31,34,36,36,37,32,38,49,41,43,42,38,33,43,45,34,31,36,41,42,36,38,49,41,27,45,27,45,48,38,40,44,45,46,41,35,37,42,35,38,42,44,33,43,38,47,44,29,39,35,37,37,31,36,24,26,36,27,41,25,30,38,20,27,30,30,35,22,27,30,18,26,21,25,31,29,32,31,38,45,36,34,27,28,16,15,19,18,14,26,20,28,13,22,12,22,12,10,9,14,10,19,8,17,13,19,12,23,5,14,6,14,5,12,6,12,4,12,2,10,1,9,1,6,3,5,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下高井戸5丁目,1646,3036,1452,1584,10,10,8,6,9,11,11,11,5,11,16,10,5,9,16,9,10,8,8,9,8,15,9,8,10,7,11,7,13,8,14,10,16,11,8,14,24,12,14,20,17,19,23,14,23,26,24,16,20,18,28,24,18,26,19,26,17,24,22,19,18,19,19,17,17,16,19,15,25,23,13,26,11,25,17,18,15,14,19,17,24,15,17,25,17,12,19,23,21,25,14,20,17,19,24,28,20,23,24,26,29,25,29,24,15,20,22,24,38,31,22,19,17,23,21,22,24,33,23,20,16,26,25,24,14,18,17,19,16,20,18,14,15,17,17,12,14,17,16,11,12,11,9,11,11,14,17,16,16,15,17,30,19,21,7,13,17,18,12,14,13,13,14,13,6,11,7,14,8,14,11,13,9,15,8,21,3,9,5,12,2,4,5,9,2,8,3,6,3,2,1,5,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福1丁目,1935,3271,1590,1681,9,13,11,16,9,11,10,11,11,10,9,13,12,12,15,9,4,15,12,9,12,6,15,6,8,11,5,7,17,12,11,8,14,10,9,11,22,9,14,30,50,24,38,38,38,27,33,29,27,38,40,24,27,37,34,26,20,28,25,29,21,24,25,22,20,25,21,20,13,22,26,23,19,32,30,27,22,21,25,34,23,21,27,22,20,17,25,19,26,22,26,28,26,22,28,37,26,29,27,30,27,21,19,20,29,29,20,22,16,21,26,28,23,24,20,15,21,20,13,15,18,15,15,14,17,19,16,13,15,10,9,10,8,16,21,16,17,21,10,19,15,12,20,8,8,13,15,10,19,24,15,17,7,22,7,12,8,17,6,13,10,7,9,13,7,12,6,8,6,15,4,8,5,10,4,10,5,8,2,11,6,5,1,4,4,8,2,8,1,3,1,3,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福2丁目,2479,4809,2251,2558,20,20,21,19,9,25,17,16,22,29,26,28,20,22,14,28,19,19,22,16,18,18,17,28,21,16,21,24,22,22,15,20,21,25,16,20,25,20,22,18,27,28,25,32,23,27,37,31,34,39,28,48,46,39,45,51,33,54,37,44,29,36,34,38,36,30,27,30,33,31,34,38,37,29,29,48,32,26,30,37,39,39,30,30,29,41,35,34,33,30,36,42,34,33,28,39,38,42,39,34,25,43,33,29,25,40,37,40,31,41,31,23,32,22,27,33,20,29,33,34,22,29,34,28,24,21,26,23,21,30,28,17,13,26,21,21,22,23,21,24,25,35,24,29,19,20,30,35,30,35,19,20,20,29,16,20,11,20,17,17,21,22,7,9,14,23,11,10,15,9,10,12,4,6,10,18,8,15,4,11,3,6,4,5,5,7,2,9,1,7,3,6,1,4,3,3,2,2,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福3丁目,2344,3994,1890,2104,10,11,15,5,11,7,11,7,7,14,6,17,9,5,9,11,14,10,14,12,12,11,13,12,12,9,16,7,16,14,8,11,13,12,15,8,8,18,15,13,18,25,26,25,26,26,37,41,43,44,30,45,39,41,29,33,40,29,20,21,21,24,20,29,35,25,27,24,28,25,17,26,31,26,24,24,28,24,23,29,19,27,24,23,18,25,13,27,23,31,24,29,33,32,30,27,27,37,35,30,33,32,29,28,28,31,34,30,23,32,37,31,27,33,21,29,37,32,24,36,27,33,16,23,15,24,28,34,18,19,26,19,17,21,24,23,27,18,26,10,11,25,21,22,18,24,26,21,22,34,23,37,29,30,10,17,15,21,10,20,21,19,13,22,14,20,15,16,10,16,12,20,13,9,6,18,9,17,7,9,7,7,4,13,1,7,4,11,6,2,0,7,1,3,0,5,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福4丁目,2159,3673,1738,1935,19,7,13,16,16,12,21,9,15,14,16,12,12,16,8,19,9,14,8,18,9,5,13,11,11,14,12,5,6,9,7,9,17,6,13,16,12,10,17,11,29,15,19,18,21,24,37,25,32,39,37,34,30,37,21,35,39,56,28,37,28,32,26,27,34,32,26,25,25,32,27,41,34,32,27,25,28,32,31,34,21,26,25,27,22,17,32,29,20,28,29,28,23,21,30,20,20,29,27,31,25,32,33,34,18,34,29,23,30,31,21,19,18,19,25,26,18,23,25,20,24,25,22,30,19,24,26,22,9,16,10,24,19,19,14,12,13,14,15,14,17,20,9,19,15,18,18,18,22,14,17,22,18,24,10,8,14,12,9,19,7,19,13,19,13,12,8,10,6,13,4,8,4,13,10,14,5,11,6,10,1,14,2,1,3,8,2,5,2,6,2,6,3,5,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山1丁目,2035,3922,1817,2105,10,8,9,10,9,10,15,16,13,13,13,7,8,17,14,15,14,10,11,9,15,14,17,11,13,10,21,13,15,12,14,16,10,15,15,16,15,14,17,22,19,26,23,26,28,20,37,25,20,28,18,26,20,34,19,35,15,20,19,19,18,28,19,26,24,20,17,19,19,20,19,18,18,24,22,33,25,27,25,20,19,31,26,23,14,18,15,34,33,39,17,28,24,16,16,22,28,28,27,43,29,38,39,38,32,36,27,30,30,38,35,33,39,37,21,26,30,32,24,31,27,25,26,38,22,33,29,23,28,27,21,38,28,23,32,34,27,15,19,31,26,21,29,24,20,21,21,22,19,29,31,33,25,27,8,13,13,19,22,23,19,13,18,23,10,19,14,13,7,20,10,20,9,8,5,12,4,10,4,9,2,8,5,9,5,9,5,8,3,8,1,6,1,8,1,3,0,0,2,3,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山2丁目,1366,2563,1195,1368,5,6,4,5,11,2,8,6,9,9,11,6,7,6,9,11,9,9,10,6,7,4,7,12,12,9,18,6,10,9,9,11,13,13,17,18,9,5,19,14,16,15,12,12,17,20,22,21,8,15,17,16,16,10,15,25,9,30,15,28,15,17,7,13,8,10,11,12,8,20,10,12,13,13,12,23,15,17,11,19,22,13,18,14,9,10,12,24,18,11,12,12,13,11,13,18,17,17,24,21,28,32,13,24,14,28,27,26,22,31,24,17,28,23,21,26,23,14,20,16,19,23,14,17,15,13,12,24,12,13,16,13,17,11,9,15,10,23,18,8,9,16,8,14,12,14,10,13,18,21,18,16,7,16,6,10,11,16,17,15,6,12,5,10,15,19,9,16,11,9,13,8,4,8,8,13,6,10,7,6,0,6,4,9,4,4,0,6,1,2,2,3,1,4,0,4,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山3丁目,2422,4440,1974,2466,18,22,15,20,20,15,19,10,23,22,21,11,17,20,20,12,16,14,14,9,20,17,18,13,14,20,12,14,11,23,18,12,15,14,12,16,17,17,17,13,15,17,18,11,25,17,19,23,18,36,32,35,24,38,32,52,19,29,41,40,29,48,26,39,26,34,26,34,25,26,28,38,28,32,26,31,22,37,39,50,22,36,19,42,31,29,30,37,41,31,27,39,43,53,29,36,33,50,30,44,31,50,39,46,41,40,24,29,40,34,32,30,34,45,25,42,35,54,28,34,27,36,17,30,22,22,24,29,23,32,20,23,24,23,19,21,16,26,19,27,22,19,14,22,20,25,21,25,28,19,16,23,14,23,11,25,10,13,14,19,11,17,13,22,17,15,6,19,6,14,6,17,7,8,8,17,6,13,6,12,4,9,5,6,2,6,1,9,3,9,1,3,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山4丁目,2907,5844,2663,3181,18,24,16,20,21,22,28,24,25,23,25,26,27,24,26,36,25,31,20,17,32,42,30,26,27,27,29,25,22,24,31,28,25,27,23,24,23,28,28,22,29,32,29,27,32,35,34,54,31,40,27,46,22,41,28,39,28,35,31,36,31,43,31,31,28,28,35,35,24,40,23,41,35,35,26,40,45,33,35,44,41,44,40,47,36,59,46,49,45,47,43,42,39,45,45,42,53,58,42,56,44,65,56,61,42,62,42,37,37,58,54,49,51,42,34,44,60,43,32,47,36,41,39,36,37,45,27,30,36,45,37,25,24,27,25,29,19,28,19,21,19,21,27,36,30,37,28,39,23,25,31,30,34,40,17,20,17,27,22,35,16,24,16,26,12,28,10,12,7,21,8,21,9,19,11,14,11,14,9,9,4,12,5,7,3,14,3,12,3,15,1,7,0,4,1,5,0,3,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田1丁目,5407,8973,4298,4675,30,24,39,31,40,36,34,35,29,33,36,36,44,32,35,32,37,35,36,26,30,22,42,22,26,31,22,24,39,18,42,27,36,28,31,27,27,36,31,47,29,58,51,57,59,69,56,82,80,78,97,97,83,101,81,95,94,101,75,97,74,85,94,81,60,73,62,75,77,77,84,82,67,76,75,69,76,78,72,67,72,75,77,61,62,63,74,61,64,68,71,69,70,79,75,61,74,77,54,70,67,69,61,62,72,72,57,66,75,69,68,44,53,60,40,61,60,53,47,61,44,47,32,32,36,37,31,30,32,44,27,30,36,33,39,41,45,39,29,30,30,40,28,39,37,28,34,50,37,48,45,53,32,42,16,20,18,27,27,36,22,40,28,29,24,43,14,24,25,25,12,28,16,24,25,31,10,36,10,25,7,32,4,9,4,21,9,19,3,9,2,4,1,9,0,5,0,5,1,3,0,3,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田2丁目,2482,4224,2051,2173,18,14,9,16,16,15,20,17,14,12,20,9,16,18,21,15,18,24,13,13,28,18,19,18,17,19,21,18,9,18,15,10,12,18,14,15,12,9,18,18,14,14,19,21,25,25,20,39,19,38,29,36,29,42,32,41,30,35,24,32,35,32,31,27,26,26,31,28,31,32,28,22,35,39,29,29,36,21,24,23,45,32,33,29,37,38,28,28,30,20,33,30,37,24,46,32,26,24,17,21,32,40,30,35,28,38,34,28,28,31,25,24,27,22,17,23,32,27,34,28,24,34,30,28,30,8,19,26,13,16,18,28,25,20,20,19,24,21,29,17,19,20,16,22,20,20,21,19,17,30,25,22,21,15,14,25,11,15,18,17,19,16,17,16,14,18,10,20,7,17,7,16,14,24,12,22,6,19,8,18,4,18,7,14,2,9,4,10,5,5,3,6,0,3,1,4,0,2,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田3丁目,4050,6499,3159,3340,13,10,13,20,19,21,13,22,23,25,19,20,22,22,16,24,24,31,20,27,29,26,21,22,24,19,19,19,21,15,18,18,15,17,22,13,17,15,18,16,20,17,17,26,27,44,47,35,60,64,66,52,61,72,71,81,51,79,67,56,74,63,44,48,49,59,64,48,59,49,49,48,48,44,62,44,57,59,58,40,49,49,60,55,75,51,51,50,51,52,60,62,57,60,50,48,38,61,53,48,52,61,52,40,56,57,44,44,40,36,46,55,41,48,30,39,30,33,30,48,46,36,32,46,43,39,21,39,33,39,40,26,31,31,28,28,21,26,25,30,35,28,37,31,33,35,22,24,37,26,37,31,31,26,16,20,11,25,16,27,12,19,12,35,20,27,12,16,13,20,7,21,18,17,20,23,10,25,6,17,6,20,7,17,6,7,4,5,4,10,3,5,1,5,0,4,1,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内1丁目,2526,4306,2060,2246,9,11,14,13,14,9,15,11,13,15,8,16,18,24,21,14,13,16,15,16,12,15,13,19,16,14,23,13,13,22,16,17,20,9,16,14,17,11,15,17,11,19,13,22,21,29,25,26,24,33,27,41,37,38,31,43,50,47,44,35,34,26,28,41,36,29,33,35,27,34,41,35,36,43,37,32,28,35,38,30,30,37,34,35,31,23,34,24,41,40,33,45,41,48,29,31,43,47,29,43,38,41,27,39,35,35,35,32,37,33,30,37,30,28,27,21,28,29,31,23,28,23,17,15,12,18,30,23,17,18,11,19,23,18,15,18,15,20,20,19,20,19,17,20,25,22,11,17,28,29,21,17,20,28,10,13,10,16,12,22,13,24,12,20,17,17,7,15,7,10,10,12,12,17,6,15,5,6,8,10,6,8,3,8,5,8,1,4,0,5,1,2,0,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内2丁目,4072,7495,3701,3794,35,24,35,27,29,29,30,29,30,34,34,26,40,34,28,26,41,36,24,32,36,21,23,26,40,26,25,31,31,21,28,25,28,30,17,29,23,29,38,32,29,31,31,34,54,41,55,49,62,48,55,58,54,51,53,48,52,56,55,47,50,51,44,58,51,61,51,58,51,59,55,56,69,61,54,54,70,57,61,63,50,63,61,57,50,56,62,55,60,58,83,55,54,69,50,63,47,69,75,52,54,57,78,73,62,65,55,58,74,63,66,59,59,50,47,37,65,45,42,38,38,53,42,46,52,41,38,33,32,34,32,39,33,31,34,32,36,37,29,36,28,26,34,24,34,41,26,35,32,48,52,37,27,42,26,32,18,32,25,39,17,32,17,28,21,30,18,27,13,25,11,17,9,23,20,18,10,22,6,16,7,17,7,10,5,5,2,9,3,7,1,8,1,4,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内3丁目,4431,7125,3461,3664,16,19,18,26,19,11,16,25,17,13,22,15,29,17,20,25,22,17,23,21,19,19,19,17,22,23,20,16,27,19,23,15,27,17,23,14,21,24,27,24,27,36,38,49,51,63,48,73,87,69,86,62,82,76,78,76,71,75,61,66,52,62,56,58,50,48,54,46,54,48,61,56,44,61,46,48,51,37,48,51,56,48,46,52,54,43,62,34,45,61,59,58,56,52,53,36,50,57,52,41,44,54,52,53,54,52,51,51,49,51,55,36,45,45,42,46,52,35,32,40,40,38,43,33,29,36,36,41,38,30,35,36,34,24,30,32,34,32,24,29,37,36,34,36,28,37,41,30,42,58,43,46,32,47,11,26,24,38,21,46,28,48,32,49,24,40,21,36,16,26,17,30,13,22,13,44,18,25,7,18,11,20,8,21,0,17,3,14,5,13,2,7,2,6,0,2,0,6,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木1丁目,819,1589,846,743,9,4,5,6,14,3,10,5,4,8,11,11,7,7,16,9,11,8,11,11,4,9,7,9,5,14,12,5,5,2,9,5,5,4,8,4,7,5,3,4,5,5,10,6,11,8,14,4,9,6,4,9,19,7,13,10,7,12,15,7,17,11,8,7,10,12,16,14,17,13,13,6,15,8,11,10,11,9,12,18,17,10,14,13,24,13,13,12,10,13,13,6,14,10,16,13,17,18,11,12,20,11,14,12,11,9,15,13,12,11,14,12,17,11,8,6,14,10,12,7,5,8,9,6,8,8,10,8,12,2,6,5,6,10,3,5,7,1,7,6,4,3,5,3,2,3,9,4,4,8,7,12,3,14,2,5,7,6,8,9,5,5,5,11,4,4,2,6,2,2,3,5,3,4,2,6,2,4,0,10,1,5,2,1,1,6,2,2,0,4,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木2丁目,1486,2750,1319,1431,8,10,11,5,12,13,11,8,13,13,12,10,9,14,12,11,10,10,9,11,16,5,12,10,13,10,15,19,8,10,14,12,14,8,15,7,12,16,11,15,12,18,10,14,18,23,18,11,20,16,24,18,20,14,23,26,18,21,17,19,18,12,30,22,19,19,18,18,10,19,15,18,18,18,15,18,22,19,21,16,20,25,18,19,21,18,18,19,18,25,19,19,20,18,27,20,27,21,25,23,14,32,27,30,21,24,27,21,32,24,23,16,19,25,14,16,23,20,14,14,21,19,9,13,10,10,7,10,9,18,10,7,9,16,9,10,13,8,12,10,11,19,3,13,14,21,11,20,10,16,16,17,8,18,12,9,5,13,14,17,6,12,6,16,9,9,12,9,7,11,9,10,9,9,3,7,3,8,1,11,4,7,2,5,0,8,0,7,1,4,1,2,0,2,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木3丁目,1876,3039,1495,1544,8,8,10,10,12,4,11,7,8,7,14,4,7,11,20,6,7,13,6,10,11,10,15,10,5,7,9,6,7,6,14,7,4,6,7,4,11,11,12,14,8,11,13,12,17,22,21,24,26,29,32,27,35,43,33,29,24,22,33,32,20,28,31,25,19,15,32,30,29,31,22,20,15,19,21,22,24,18,29,24,23,18,26,23,25,22,34,24,32,20,25,29,19,31,22,33,23,28,20,24,31,28,19,22,22,28,24,28,26,21,16,15,19,19,21,18,16,19,18,15,17,16,12,10,15,17,12,23,13,13,14,14,9,14,13,16,20,9,15,20,14,16,14,15,9,12,17,25,19,17,18,21,18,17,7,8,9,10,16,15,9,16,9,5,6,7,6,11,5,6,5,11,8,7,3,8,0,5,5,11,4,8,3,10,4,7,2,4,2,0,0,3,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮1丁目,1179,2020,997,1023,5,4,1,6,8,7,4,4,5,4,4,5,6,6,6,6,5,6,3,9,8,5,11,4,9,8,9,5,5,7,11,4,2,8,11,7,5,5,4,11,7,8,8,9,9,16,5,10,12,13,16,14,16,20,9,18,15,20,21,14,19,21,17,20,13,15,19,16,14,8,17,19,13,16,18,10,12,15,15,18,13,6,12,15,17,16,15,19,9,17,20,9,20,20,16,11,24,19,18,11,15,22,22,14,17,19,20,10,23,14,19,15,15,16,17,7,10,14,13,17,15,10,12,11,9,11,10,13,13,10,9,7,11,11,10,7,9,6,6,4,9,12,7,12,11,12,7,10,10,14,12,8,16,12,8,8,14,3,6,16,8,10,3,11,5,14,6,9,9,11,4,8,3,6,4,5,5,3,1,5,6,5,3,7,0,2,1,5,2,2,0,2,1,1,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮2丁目,854,1535,696,839,4,4,4,1,13,7,3,9,4,2,4,5,3,7,8,6,4,5,9,6,8,1,1,3,6,11,3,3,2,6,8,8,3,4,3,4,3,9,4,6,11,9,10,8,8,6,15,13,11,14,12,9,11,6,13,11,9,6,10,11,11,15,7,9,11,10,7,9,10,8,6,8,6,8,7,6,7,15,11,15,10,9,12,13,11,15,10,16,12,7,13,11,10,11,9,16,7,5,7,11,9,17,5,13,8,20,11,11,14,13,12,11,14,9,4,14,16,14,10,10,7,6,6,10,16,12,4,8,9,12,8,13,10,8,4,8,5,6,4,9,6,11,5,6,11,4,5,10,8,12,14,11,8,10,4,6,5,5,4,7,8,17,12,6,3,13,5,6,5,7,4,8,3,9,0,7,1,6,3,8,4,3,1,6,2,5,2,5,2,1,2,1,1,2,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里1丁目,2227,3214,1563,1651,13,11,8,8,7,9,5,6,4,4,6,9,11,8,7,5,4,6,5,6,3,8,1,7,10,7,10,8,6,6,8,5,6,7,5,5,7,4,10,4,9,14,11,9,19,27,35,36,37,23,29,48,40,29,41,31,33,40,36,19,34,28,28,38,30,33,25,21,23,33,28,30,35,24,23,24,28,23,24,22,28,20,26,23,36,38,40,15,29,24,28,21,26,24,32,32,22,24,20,13,23,28,17,20,28,40,13,29,14,17,26,18,21,14,17,24,21,22,23,22,28,22,15,21,14,16,20,18,10,11,11,17,14,18,11,11,18,14,11,10,16,11,14,13,17,20,16,14,17,21,15,21,14,22,12,8,7,16,15,26,10,17,9,20,8,10,7,11,5,13,6,9,4,14,4,13,3,10,2,11,5,7,2,4,3,10,3,6,2,6,1,2,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里2丁目,3308,5092,2407,2685,20,16,11,6,11,16,23,13,14,15,21,16,14,11,16,12,15,13,8,19,6,12,11,16,11,8,8,14,15,15,10,5,9,16,12,5,13,12,9,19,10,19,23,22,24,33,37,44,43,44,41,50,56,51,44,53,51,58,42,62,48,50,36,60,49,54,44,29,37,36,43,36,35,46,37,36,33,35,46,32,41,45,39,37,37,40,44,37,45,51,40,38,56,39,43,41,47,44,45,39,45,44,39,44,40,33,43,46,40,38,29,36,31,31,28,27,38,42,26,39,30,41,31,38,24,23,23,19,17,28,28,30,14,17,25,22,19,18,20,18,19,17,17,36,25,38,23,26,33,23,21,36,31,22,11,23,20,17,26,27,10,29,15,23,15,11,7,19,6,19,14,26,8,20,4,17,7,12,6,15,5,14,6,8,5,16,3,7,2,8,2,9,1,5,1,2,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
