町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
和田1丁目,5371,8932,4264,4668,29,32,38,28,37,36,41,36,24,40,41,26,40,40,44,29,32,34,37,23,31,23,32,24,33,30,21,27,37,21,45,25,33,27,35,20,22,32,34,49,31,60,45,57,55,75,55,78,86,94,93,93,77,96,82,88,81,106,79,97,84,76,80,84,56,81,68,76,83,89,73,70,73,73,71,73,85,78,79,65,51,68,78,65,64,61,68,60,57,71,75,71,76,83,79,66,63,66,60,68,65,68,64,65,71,72,64,63,80,58,58,53,42,51,46,64,49,58,46,54,46,41,29,34,40,32,34,37,29,41,33,31,37,35,36,39,38,39,34,26,28,43,28,33,43,39,31,52,47,47,38,55,28,31,15,23,21,29,30,40,27,38,20,31,20,38,20,24,23,28,14,24,18,28,20,37,11,25,10,31,10,26,6,12,4,26,10,16,2,6,3,4,1,8,0,7,0,6,1,4,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田2丁目,2440,4209,2041,2168,15,14,16,17,21,16,15,18,21,11,19,13,17,21,19,16,18,18,22,17,20,15,20,19,15,23,13,18,12,10,16,12,13,16,14,17,7,11,18,12,16,16,21,24,20,20,18,31,24,37,25,35,37,43,28,33,26,31,31,33,27,29,29,22,30,39,28,20,28,33,32,26,30,33,33,34,32,19,32,25,45,37,38,35,28,31,27,26,31,23,29,29,44,25,43,28,18,25,28,28,32,40,26,37,31,39,32,27,30,27,28,26,19,21,29,22,26,26,35,33,24,33,29,22,30,12,13,25,14,18,21,23,25,25,14,14,29,21,29,14,17,21,13,25,23,20,25,25,18,27,26,21,15,21,10,24,19,13,14,16,18,12,20,21,9,18,11,22,5,16,8,16,15,26,12,20,5,22,6,21,6,19,5,13,2,7,4,8,6,4,1,9,0,2,1,4,0,1,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田3丁目,4053,6519,3173,3346,12,8,15,25,18,25,20,21,22,23,20,20,27,24,11,25,23,32,28,22,24,25,20,25,26,18,18,15,22,21,19,12,18,18,17,12,17,14,20,18,18,26,17,23,37,35,46,43,55,57,69,60,71,76,56,79,55,67,68,71,65,56,44,45,53,56,60,44,62,50,45,51,54,46,68,50,59,56,52,43,53,46,71,66,60,47,57,55,51,49,55,63,60,58,40,41,47,63,61,48,52,53,47,53,59,49,31,42,55,46,38,52,35,47,40,36,22,40,39,47,36,37,44,45,32,46,24,37,36,33,39,30,24,30,26,25,22,29,30,27,33,30,40,28,28,36,26,27,43,22,33,34,21,20,16,19,14,30,19,25,15,26,10,32,20,22,13,19,12,16,10,26,21,14,16,24,7,21,6,18,8,20,6,18,6,6,5,7,4,9,1,4,2,5,0,5,1,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内1丁目,2540,4334,2072,2262,9,13,18,15,12,7,16,14,12,14,11,17,22,19,14,20,17,12,14,18,15,17,10,13,17,15,25,13,11,23,17,14,21,10,14,11,15,18,10,11,17,19,7,26,20,29,28,25,22,36,31,37,34,35,38,52,50,45,35,37,33,31,30,33,36,29,32,36,22,41,44,38,37,32,31,34,31,26,38,34,36,40,29,34,36,26,26,25,43,48,36,46,41,38,31,39,47,40,28,54,35,39,38,35,30,35,37,36,33,37,30,32,37,21,26,28,31,28,25,22,23,19,19,17,19,21,26,22,16,14,11,23,21,14,17,21,20,20,21,22,18,14,20,26,21,20,16,20,27,25,21,23,16,22,10,12,8,18,15,26,11,16,16,24,13,19,6,12,9,9,13,15,7,19,7,13,6,8,9,7,6,9,4,9,4,4,0,6,2,6,1,3,0,6,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内2丁目,4073,7510,3695,3815,36,26,28,35,32,29,26,27,34,38,39,28,33,33,38,29,33,32,26,25,35,27,32,22,38,27,22,29,28,21,28,30,22,36,23,29,30,27,31,28,26,34,36,30,53,40,45,53,63,57,70,57,53,48,44,58,57,49,57,51,46,57,53,59,52,61,42,57,61,58,61,54,52,58,63,60,64,48,51,82,55,53,57,55,58,57,64,61,70,52,71,63,47,60,49,71,58,65,68,51,62,66,72,67,58,67,60,53,81,69,65,49,42,45,59,44,51,46,47,41,37,54,49,40,54,46,28,24,33,40,32,32,34,36,37,36,31,32,26,31,32,34,35,21,32,45,29,41,39,37,48,43,24,35,22,35,24,25,22,42,22,28,13,30,22,28,15,30,12,24,13,14,13,24,21,18,6,23,7,16,10,19,4,9,4,6,2,7,4,6,1,10,1,2,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内3丁目,4401,7086,3462,3624,19,20,23,20,17,17,14,17,17,12,24,17,28,21,17,22,24,20,21,18,21,17,23,17,21,21,13,20,31,17,31,12,19,17,27,14,19,23,18,28,34,34,33,45,55,58,52,75,91,71,86,56,77,73,70,74,80,71,55,62,59,71,55,58,51,47,53,48,55,51,55,55,39,52,56,49,46,37,54,56,52,46,52,54,58,44,48,40,53,56,64,57,48,43,52,45,55,54,47,37,46,56,56,52,45,52,58,52,49,46,47,44,43,32,50,45,45,39,36,41,39,30,38,32,35,41,35,42,35,28,37,35,26,20,38,38,29,32,27,32,40,38,30,34,29,30,47,42,34,53,46,53,22,36,11,32,32,41,21,47,26,45,35,46,21,43,22,31,15,26,21,26,10,35,17,34,15,24,10,19,11,19,6,21,0,16,6,12,4,12,2,9,2,5,0,5,0,5,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木1丁目,808,1566,830,736,8,5,6,4,13,4,10,7,7,6,10,13,6,5,20,8,9,9,9,10,5,10,6,9,5,10,11,5,4,2,8,7,7,2,5,4,6,6,3,4,7,4,11,9,11,8,13,3,6,6,8,8,11,11,13,9,12,12,13,6,15,10,7,8,11,13,14,10,15,11,15,8,12,7,12,8,10,12,14,19,18,14,14,6,21,13,12,15,7,9,14,7,18,9,17,14,9,17,17,14,17,10,13,14,16,8,11,14,13,8,15,15,11,6,15,11,11,9,12,6,8,7,10,8,7,9,11,3,9,2,7,7,4,8,2,5,7,2,8,5,5,3,4,2,3,4,8,9,4,5,7,16,3,10,2,5,8,8,9,7,5,6,4,9,3,6,3,5,2,2,3,6,3,5,2,4,1,4,0,12,1,3,2,3,2,5,2,2,0,3,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木2丁目,1491,2778,1334,1444,9,10,12,8,13,11,15,10,14,14,7,7,12,18,10,10,10,10,10,10,16,8,13,9,11,9,14,21,13,11,14,11,11,4,15,13,13,12,6,14,13,20,17,16,16,18,20,13,22,18,18,15,21,20,17,19,22,23,14,16,23,18,27,16,19,20,13,20,14,17,12,19,22,22,16,22,25,15,25,17,20,25,16,19,25,24,17,23,21,15,17,24,22,12,30,22,23,24,25,27,17,32,26,25,24,24,29,24,28,22,23,15,16,25,18,16,20,23,13,14,19,19,11,9,9,10,6,15,9,16,11,7,8,13,11,11,11,10,15,8,9,22,4,17,15,20,9,17,15,16,9,18,12,16,9,8,7,16,14,16,4,15,9,13,10,8,12,12,8,6,7,12,6,8,5,6,2,9,3,10,4,10,1,2,0,7,0,8,1,6,1,2,0,1,2,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木3丁目,1879,3045,1499,1546,7,10,11,7,14,3,9,9,7,5,13,6,10,9,19,11,4,11,8,8,16,12,8,9,5,4,11,10,9,4,8,9,8,3,6,5,10,15,11,10,11,12,9,15,18,19,24,24,22,29,36,34,32,38,31,24,33,25,24,27,26,29,18,25,29,25,33,22,25,30,20,23,16,18,24,20,30,15,27,27,28,19,27,25,28,27,35,19,29,23,21,29,20,32,24,31,21,27,23,23,29,27,22,26,22,26,25,25,20,21,18,17,18,16,23,19,14,18,17,16,14,16,17,17,10,15,13,19,14,17,14,13,9,19,15,8,19,15,15,17,15,18,12,15,9,13,19,26,21,16,22,22,14,14,6,7,14,13,10,13,10,13,8,6,7,8,7,11,4,3,5,14,8,5,1,8,2,6,5,12,3,8,3,8,4,7,3,3,0,1,0,6,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮1丁目,1193,2051,1022,1029,6,3,1,7,10,5,2,5,6,5,7,6,6,4,4,5,4,8,6,8,9,4,12,5,6,5,8,6,7,7,8,8,3,6,10,7,5,5,8,12,7,7,10,9,6,14,11,11,15,9,14,15,14,17,11,24,14,12,23,17,15,21,16,21,17,15,20,10,16,11,15,23,15,12,18,12,11,20,21,13,14,9,16,14,11,17,15,17,15,17,18,14,19,17,19,17,22,15,16,17,15,16,23,17,18,14,21,9,22,18,26,12,6,16,17,8,15,18,9,13,15,11,11,9,9,15,14,9,9,12,9,9,15,8,9,9,8,4,3,8,12,11,7,12,13,12,7,12,11,11,18,15,12,8,10,6,9,7,6,13,9,11,2,10,7,17,6,9,7,9,5,11,3,5,3,5,5,5,5,5,4,4,1,7,0,2,2,3,1,5,1,0,0,3,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮2丁目,850,1528,696,832,4,2,12,4,5,7,4,7,4,3,3,5,8,7,6,6,5,7,8,4,5,0,3,7,6,8,0,2,4,7,6,6,3,3,3,10,2,7,9,5,8,10,9,7,6,9,16,10,11,13,12,6,10,9,12,10,10,12,10,13,12,10,8,11,10,8,7,8,7,11,9,7,6,6,6,12,8,15,11,10,10,11,13,13,8,11,14,15,12,7,15,11,7,14,8,10,11,12,7,6,6,15,5,19,7,18,13,13,15,13,15,9,6,9,9,17,13,13,13,8,3,5,9,8,15,14,4,11,8,10,11,15,7,6,4,7,4,11,4,8,8,9,6,4,11,6,5,8,8,14,15,10,5,6,4,5,7,6,4,6,12,16,9,8,1,10,4,6,6,9,4,7,3,7,0,9,3,6,2,7,4,5,1,8,3,2,2,5,1,1,2,3,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里1丁目,2244,3259,1587,1672,15,11,6,9,9,10,4,4,5,7,6,11,9,6,8,3,3,8,5,2,3,11,5,6,11,7,7,8,4,8,9,5,5,7,9,1,1,4,11,9,6,6,15,17,22,21,35,33,27,28,33,43,44,27,31,39,44,41,34,24,35,32,35,34,20,29,28,21,27,39,34,28,28,30,27,28,25,23,29,24,32,19,33,28,42,35,33,18,24,24,32,19,26,26,27,32,27,24,18,15,23,24,17,22,26,41,14,20,21,20,24,16,20,16,17,24,20,23,32,25,22,22,13,19,18,12,14,20,10,8,17,27,10,8,12,15,19,12,9,12,16,12,17,14,15,23,17,12,18,19,19,26,10,15,9,12,11,18,11,24,14,16,7,19,8,13,5,10,7,9,6,15,4,11,2,14,3,9,5,13,5,7,3,6,3,9,3,3,3,5,0,2,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里2丁目,3313,5108,2406,2702,17,14,16,13,18,10,17,13,20,19,16,11,15,12,16,12,9,12,9,21,10,10,10,16,10,6,8,16,15,14,10,8,8,12,10,5,14,14,8,18,11,22,24,18,33,39,32,45,39,43,46,63,45,55,54,55,49,74,46,46,51,54,39,71,48,41,43,23,39,48,42,37,35,43,42,35,29,34,42,33,46,45,42,36,38,34,40,45,45,50,45,42,49,38,41,38,48,48,39,33,43,52,41,35,40,38,51,44,30,39,29,35,31,23,35,40,35,35,26,38,31,45,27,31,25,26,20,20,19,27,26,27,15,20,26,17,19,18,18,19,21,24,23,33,18,37,33,25,25,24,26,32,26,29,10,17,21,23,22,25,12,26,18,20,10,16,7,14,7,19,16,23,6,19,2,21,9,15,4,12,8,13,4,11,4,12,3,8,2,11,1,6,1,6,1,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南1丁目,4438,6426,3230,3196,16,14,14,16,20,12,19,16,13,14,15,17,18,17,18,17,17,13,18,14,15,20,9,14,14,6,15,11,12,16,12,16,15,11,13,12,18,12,19,19,25,24,29,31,44,50,66,65,73,62,95,97,98,95,82,76,83,88,78,69,80,69,66,49,64,66,64,49,64,50,51,49,53,53,66,49,61,52,63,62,52,54,65,39,61,47,57,49,54,45,53,52,69,39,62,47,40,52,47,45,61,42,55,59,43,56,49,44,39,47,33,31,36,30,39,39,35,40,37,37,37,36,31,32,30,33,25,22,29,24,25,34,29,24,27,28,19,22,20,27,29,21,24,24,22,31,23,35,24,38,28,30,20,33,10,17,19,22,20,30,14,24,23,29,10,25,8,18,9,14,13,18,10,20,8,11,11,12,9,14,3,19,6,10,2,9,4,5,2,6,4,4,0,2,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南2丁目,5028,7069,3430,3639,24,19,17,21,18,13,15,16,13,20,21,13,12,9,9,19,12,16,8,11,8,15,10,12,7,12,8,8,12,11,11,13,10,15,5,6,17,22,22,22,27,20,28,42,42,67,49,85,65,98,81,82,84,98,102,109,104,106,92,95,95,89,89,84,71,82,62,62,74,57,66,62,86,62,83,52,80,58,83,66,79,62,57,60,70,48,55,63,46,40,55,52,55,55,58,55,49,75,58,62,58,57,53,54,59,51,56,54,52,46,54,41,31,40,49,46,35,39,37,40,38,30,29,29,27,30,28,21,25,21,25,20,24,22,22,24,19,26,21,23,25,25,23,24,33,24,32,35,24,43,21,52,21,22,16,23,20,24,18,19,27,25,19,38,15,25,14,27,9,20,12,25,7,11,14,20,10,19,4,18,4,12,2,12,3,9,4,5,1,6,2,5,1,2,1,2,1,8,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南3丁目,5093,7505,3833,3672,21,24,20,12,29,12,22,12,20,23,11,15,11,17,16,25,16,16,19,13,23,19,21,13,12,22,13,22,14,16,19,17,19,16,16,17,19,25,26,26,28,17,32,33,52,43,75,58,86,64,71,92,89,84,81,78,83,90,89,80,102,68,89,72,96,60,80,56,81,55,62,71,70,56,68,79,74,76,78,47,61,79,76,56,75,43,76,54,62,65,78,56,59,58,74,64,58,61,66,57,50,59,54,50,61,64,58,61,58,52,48,49,42,36,49,43,48,37,55,41,36,28,43,37,36,32,43,34,36,30,32,32,29,28,30,29,26,30,29,34,28,26,28,28,27,36,39,37,29,35,33,40,27,36,16,24,19,32,22,24,15,38,20,31,22,26,16,28,15,23,19,21,11,19,10,22,6,15,9,15,3,15,4,11,5,12,6,9,1,4,0,6,0,8,0,2,0,4,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南4丁目,2935,4121,2048,2073,13,8,7,8,13,9,14,14,6,6,10,14,7,10,9,12,8,9,6,2,7,10,4,7,10,4,8,8,4,4,5,8,3,7,7,5,6,10,13,10,10,16,15,18,21,30,33,30,32,23,45,44,45,56,50,50,53,51,46,42,49,49,48,40,35,27,31,34,40,46,40,38,51,30,27,34,40,34,42,42,43,40,43,34,38,38,44,44,43,37,43,39,47,35,37,34,40,51,31,32,37,31,40,33,34,31,35,23,29,32,33,24,26,16,39,28,26,30,28,22,26,14,15,19,22,23,14,16,28,24,12,13,15,19,16,22,16,11,15,14,15,10,22,12,24,24,11,25,16,11,21,30,12,22,11,10,8,12,15,16,7,15,12,12,4,13,8,14,5,14,7,11,3,12,2,14,6,6,2,14,4,4,2,10,1,4,1,5,0,5,1,2,0,5,0,4,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南5丁目,4135,6513,3377,3136,16,18,16,17,23,17,18,24,21,19,22,17,20,20,30,21,24,24,16,19,19,15,14,28,20,21,15,14,14,17,17,22,14,19,15,17,15,21,28,17,36,39,40,31,55,40,55,51,71,67,82,58,74,68,71,70,86,67,73,75,89,53,64,57,78,56,84,40,63,47,49,50,58,46,68,53,54,37,59,53,58,53,55,57,52,44,72,50,67,41,60,55,49,51,59,51,57,43,57,48,56,47,53,43,44,42,41,45,42,47,63,47,46,44,45,53,56,42,35,24,38,33,32,26,48,36,26,28,26,14,22,23,22,26,35,19,20,25,23,31,23,22,23,19,15,18,23,34,22,18,33,42,16,17,14,17,13,19,20,20,16,33,16,20,15,19,13,18,9,25,8,21,5,32,14,21,9,13,9,9,4,16,3,8,3,11,2,5,3,7,1,4,0,4,0,3,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北1丁目,1562,2488,1297,1191,4,3,6,6,9,4,5,4,6,4,4,8,6,11,16,9,9,8,10,4,10,6,8,13,11,5,8,10,4,7,8,4,9,8,14,7,7,6,8,9,10,6,19,17,19,19,26,21,22,26,24,26,24,23,23,30,29,20,33,15,27,14,17,20,25,28,18,12,30,15,27,18,22,11,18,12,20,18,32,19,24,26,18,14,20,17,22,23,21,17,19,17,26,17,14,22,19,12,29,17,29,13,17,12,20,21,15,15,16,22,19,22,13,14,14,9,25,17,17,15,16,16,15,14,14,9,16,6,12,7,11,10,10,11,10,8,5,13,8,10,10,8,12,4,9,12,18,17,8,10,12,15,7,12,12,7,4,7,10,6,7,18,6,6,6,13,6,7,3,8,7,11,4,7,4,12,2,8,0,11,6,4,0,8,1,7,0,4,1,4,0,4,0,3,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北2丁目,3075,4240,2214,2026,5,9,9,8,12,13,8,9,13,5,9,7,11,7,11,9,12,8,8,5,9,8,7,10,8,6,8,3,7,7,7,10,7,7,7,4,12,5,14,10,28,13,21,22,34,29,32,39,54,51,54,47,60,66,53,58,63,50,56,47,57,41,52,38,41,28,46,43,37,30,52,31,30,27,43,37,41,42,56,32,57,31,43,28,44,27,45,40,31,44,39,28,38,35,39,36,46,28,38,38,37,44,41,40,30,36,40,35,39,26,31,24,20,19,23,23,33,21,25,21,14,16,22,13,17,24,18,17,16,16,19,4,14,18,16,14,11,19,14,10,17,8,9,10,13,22,14,18,15,25,10,28,13,22,11,7,14,16,15,13,11,16,7,17,11,14,7,12,7,8,8,4,7,17,8,13,3,10,5,6,4,9,3,4,2,4,0,8,3,3,1,3,1,4,1,5,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北3丁目,4007,5714,2983,2731,9,10,19,20,13,13,12,12,13,15,17,21,23,11,21,18,20,5,14,17,13,14,9,11,12,12,15,10,8,13,14,9,12,11,6,15,15,16,20,16,30,26,29,25,50,48,45,47,74,75,72,70,77,74,73,69,76,64,68,61,64,49,63,60,57,46,62,41,59,52,45,40,47,41,67,56,72,66,69,50,62,46,44,44,58,40,62,56,47,44,50,31,60,42,44,40,53,41,54,57,47,42,49,41,49,38,45,31,42,23,34,27,31,27,31,26,30,19,37,20,35,23,30,20,20,26,23,21,23,24,17,18,25,17,19,22,20,20,16,18,17,20,26,18,26,25,14,31,25,27,28,27,23,17,14,12,24,15,16,27,13,25,22,27,13,21,10,13,4,12,7,24,6,18,18,10,6,16,9,11,6,16,3,9,4,6,3,7,1,5,3,3,0,6,1,4,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北4丁目,2280,3494,1755,1739,12,10,5,7,13,11,10,6,5,6,11,9,10,10,4,6,11,10,14,14,7,12,9,7,11,7,7,11,9,10,6,12,16,7,8,3,13,10,9,7,9,17,13,24,23,30,26,21,49,35,49,30,37,33,33,40,32,34,36,41,35,30,36,22,32,24,32,23,24,32,30,26,34,34,30,19,28,31,30,17,29,23,26,22,34,35,34,29,37,36,35,27,28,33,33,28,33,21,28,22,22,27,33,21,31,23,37,29,22,27,28,27,19,18,23,24,16,19,28,20,18,17,23,20,9,12,10,15,27,15,17,12,12,16,12,7,17,16,8,13,11,12,15,20,18,17,17,24,19,21,20,25,10,19,7,9,12,15,10,17,12,11,7,10,10,20,5,8,8,13,3,12,7,14,7,12,6,11,3,12,2,8,0,3,1,6,4,8,2,7,0,2,1,2,0,2,0,2,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南1丁目,4818,7731,3751,3980,29,34,21,19,25,18,21,24,21,27,15,27,29,12,28,17,27,12,25,25,23,11,22,18,22,20,13,24,29,16,17,22,16,18,18,15,22,18,24,24,19,18,28,29,54,38,34,44,60,60,52,66,64,58,61,82,75,78,73,77,76,79,70,62,64,72,65,71,58,68,62,63,63,56,61,59,72,68,70,75,49,47,62,62,71,70,82,47,52,69,71,68,54,70,60,60,64,71,65,76,71,58,60,61,65,53,50,68,62,60,63,61,42,44,61,54,58,58,46,55,48,42,47,47,33,32,49,52,45,53,43,43,33,37,40,41,28,27,31,35,34,31,33,35,26,50,34,43,32,39,46,42,33,40,24,23,39,21,16,44,23,22,28,35,17,33,21,33,12,31,15,27,16,37,18,20,9,21,7,27,7,16,5,16,3,13,2,7,8,8,5,6,2,4,0,6,1,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
