町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
高円寺南1丁目,4445,6428,3234,3194,17,15,13,14,23,13,16,16,14,15,15,18,18,17,19,17,16,10,18,16,13,21,11,14,14,6,15,9,11,17,14,16,15,9,12,14,21,14,22,20,26,25,28,31,46,45,64,65,70,62,91,95,99,94,84,85,87,82,78,72,78,65,67,49,68,62,62,51,66,55,55,46,52,50,64,53,60,47,59,60,52,55,68,42,51,47,60,49,50,42,54,53,70,38,63,47,42,50,51,52,59,36,51,56,50,60,47,44,40,50,30,31,39,31,37,39,36,40,34,34,41,39,32,32,28,31,22,24,31,25,28,32,25,23,27,29,23,21,20,28,27,22,25,24,22,31,24,32,24,42,29,29,18,32,9,13,18,25,18,32,17,21,21,30,12,25,8,19,9,13,13,20,9,18,7,13,13,12,9,12,3,19,5,11,2,10,4,5,1,6,4,4,0,2,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南2丁目,5046,7076,3427,3649,27,19,16,21,16,14,19,13,9,20,23,12,11,10,11,18,12,17,7,11,8,13,12,14,5,12,10,7,11,11,12,13,9,16,3,6,19,24,20,26,24,19,30,44,45,71,44,83,68,96,81,80,87,103,98,105,106,107,92,103,91,94,92,79,75,81,66,65,69,56,64,60,85,59,82,54,78,53,82,67,78,60,58,61,71,46,50,67,55,41,55,52,54,52,58,57,53,73,52,65,59,52,57,57,57,50,56,56,50,46,54,40,32,41,46,47,36,38,37,40,38,33,31,26,24,33,30,17,24,23,24,21,27,23,22,20,21,28,20,24,23,24,24,25,30,23,32,34,26,41,21,54,22,22,13,25,20,25,17,17,30,25,18,38,13,25,15,28,10,18,12,26,6,12,11,19,13,18,4,20,3,10,1,13,4,9,4,6,1,6,2,5,1,2,1,2,1,8,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南3丁目,5134,7540,3845,3695,21,24,20,10,29,13,20,12,23,22,10,15,10,20,18,21,16,19,18,12,22,21,22,11,12,24,13,21,14,18,19,16,19,17,15,17,23,27,23,28,31,17,37,39,49,48,69,59,89,66,78,89,93,88,81,74,85,86,88,88,95,70,96,70,95,61,84,52,78,54,64,77,65,52,69,80,71,72,78,52,68,73,72,58,79,46,72,49,58,67,83,60,59,57,67,58,64,71,64,53,56,60,52,52,58,62,58,57,59,59,50,42,42,42,43,41,51,36,55,44,39,26,39,38,37,30,43,37,38,29,33,33,27,29,30,26,26,33,27,33,31,25,27,29,27,35,38,36,28,34,32,41,30,39,17,23,17,27,22,29,17,34,17,35,24,27,16,27,16,22,17,22,12,18,9,25,6,14,10,16,3,12,4,13,4,10,7,10,1,5,0,6,0,6,0,3,0,4,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南4丁目,2955,4142,2061,2081,7,10,10,8,12,8,14,12,8,8,9,13,8,9,10,13,8,9,6,3,7,10,4,7,9,4,7,8,6,4,5,7,3,6,7,7,7,8,13,11,13,18,15,20,22,31,31,30,36,24,46,42,47,57,47,48,53,54,48,43,53,46,45,43,36,28,32,32,39,45,41,40,49,27,30,38,40,30,40,41,45,44,41,33,40,41,41,43,43,32,42,42,50,31,36,36,40,48,32,37,35,30,40,32,35,35,35,23,25,31,39,26,27,16,38,27,26,30,27,22,26,15,16,18,23,23,14,16,25,24,14,15,16,17,16,21,16,14,15,14,13,9,25,12,20,22,14,24,16,13,19,30,13,23,12,10,9,10,15,17,6,14,11,14,5,12,8,14,6,15,6,9,3,12,2,16,6,6,2,11,4,7,2,9,1,4,1,5,0,6,1,2,0,5,0,4,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南5丁目,4149,6517,3381,3136,15,14,14,20,24,14,18,22,21,21,22,16,18,19,31,21,22,23,16,20,19,13,16,29,18,22,19,14,14,14,16,22,16,21,13,17,16,21,29,20,34,38,43,31,52,42,51,46,78,68,76,62,82,68,68,68,88,68,74,74,84,52,68,67,75,52,88,42,64,49,51,41,58,48,62,47,56,38,59,51,56,52,56,60,50,45,71,48,69,42,55,56,56,53,51,51,63,42,54,50,57,46,52,45,50,41,37,45,47,46,55,50,49,42,46,53,56,44,37,21,38,32,35,28,47,37,26,30,24,15,25,23,21,25,35,18,22,26,21,28,24,21,24,23,12,15,23,34,22,20,32,45,18,15,14,17,12,20,18,21,17,28,17,25,16,17,12,20,10,22,7,22,5,31,15,20,8,15,8,8,5,18,4,8,3,11,2,5,3,6,1,5,0,4,0,3,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北1丁目,1573,2495,1303,1192,4,4,6,6,9,4,5,4,6,4,3,7,5,11,15,9,10,9,11,3,10,7,7,11,11,6,6,10,7,7,7,5,9,7,15,6,6,8,10,6,10,8,18,18,18,17,28,23,26,26,27,26,23,21,24,31,29,18,31,18,30,11,14,20,26,29,17,15,25,13,27,18,26,12,17,13,20,15,34,21,23,25,20,16,20,16,20,22,20,17,20,18,23,15,16,23,20,14,28,15,28,14,20,12,16,19,18,18,15,22,17,20,16,15,15,8,24,18,17,14,16,16,12,15,17,7,15,8,12,6,13,12,9,11,11,8,3,12,8,11,10,8,11,4,10,11,17,15,11,13,10,15,9,12,9,7,8,7,9,6,5,18,8,6,6,11,7,9,3,8,6,9,5,9,3,12,3,8,0,10,4,4,1,8,1,7,0,4,1,4,1,3,0,4,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北2丁目,3091,4254,2219,2035,8,9,9,8,12,13,7,8,13,5,8,8,10,7,12,8,13,7,8,6,8,8,8,10,8,5,5,4,10,5,7,10,7,9,7,5,12,7,15,9,29,15,19,25,33,28,34,35,56,54,53,51,57,64,58,57,65,51,54,46,56,39,50,40,43,30,47,38,37,35,52,30,30,29,40,37,38,41,56,33,60,31,44,28,41,29,43,38,35,40,37,31,35,32,38,36,50,29,33,40,44,43,40,40,32,38,37,32,40,28,27,24,24,19,25,23,33,20,24,23,16,14,20,13,19,25,18,14,17,18,15,6,17,16,15,16,12,16,14,11,17,10,10,9,13,22,13,18,16,26,9,25,14,26,10,8,14,15,15,14,12,15,7,16,10,15,8,12,7,7,7,5,7,15,9,16,3,9,5,5,4,9,2,5,2,3,0,9,3,3,1,3,1,4,1,4,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北3丁目,4023,5737,2993,2744,10,12,16,19,13,16,13,12,13,16,19,21,20,15,20,17,22,5,14,17,13,13,6,11,15,12,13,11,11,13,12,9,13,10,5,14,20,16,20,17,33,25,28,25,52,48,46,52,72,73,78,71,77,78,73,67,68,61,72,64,66,46,60,60,55,52,69,36,57,54,47,46,49,39,63,55,71,64,70,49,61,47,39,43,61,43,62,55,48,45,50,29,57,41,45,40,52,42,52,54,51,44,49,42,50,35,44,36,41,21,37,29,31,23,31,28,29,21,34,21,37,17,30,25,22,26,24,22,24,24,18,18,24,18,17,18,22,21,16,19,16,18,21,20,30,23,15,31,24,27,29,27,24,19,14,11,22,15,16,23,14,26,22,32,13,20,10,14,5,12,7,23,5,19,18,8,6,16,9,9,4,18,5,8,4,6,3,8,1,5,3,3,0,5,1,4,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北4丁目,2310,3523,1777,1746,12,8,4,10,11,11,13,6,5,6,11,8,9,11,5,5,10,11,12,12,10,12,9,9,9,7,8,11,9,8,6,14,16,5,8,5,14,13,12,8,11,17,13,23,24,30,24,22,49,35,50,31,37,31,35,43,31,33,38,39,40,25,35,26,31,23,36,25,22,32,32,22,35,32,27,24,30,33,31,19,31,23,26,19,34,38,31,29,40,35,34,25,26,32,38,30,32,20,30,24,23,24,32,20,30,26,35,27,26,30,28,28,20,19,24,22,16,20,28,18,19,20,19,18,13,15,10,16,22,14,21,12,12,16,11,8,18,16,5,12,12,13,15,19,18,16,17,22,20,23,21,25,10,19,7,9,12,14,9,17,12,11,6,9,9,20,7,10,8,13,3,11,7,12,7,12,5,13,3,10,2,10,0,3,1,5,3,7,3,9,0,2,1,2,0,2,0,2,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南1丁目,4834,7736,3762,3974,30,31,20,21,25,13,21,26,23,27,15,25,27,15,28,13,28,16,23,23,22,13,22,18,21,20,15,23,27,18,20,19,15,20,20,15,24,21,25,24,20,16,30,32,52,35,35,42,60,63,50,63,65,58,65,77,74,75,71,87,74,79,74,64,66,67,63,66,60,79,56,64,70,51,56,64,76,61,70,77,46,50,66,57,70,71,80,51,52,68,71,64,51,64,62,63,69,73,60,74,72,65,59,60,63,52,57,62,62,63,63,60,43,49,61,50,59,55,45,55,48,43,44,53,34,30,49,50,47,52,42,47,33,35,38,42,32,28,25,36,37,30,35,36,24,45,36,44,28,40,47,45,36,39,21,22,42,24,16,40,22,24,27,32,17,36,21,34,12,26,15,31,17,34,15,23,11,22,8,22,6,15,6,17,3,14,2,7,7,8,5,6,2,4,0,6,1,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南2丁目,2454,3571,1794,1777,6,10,11,9,6,5,5,12,2,7,8,6,6,9,7,6,8,7,3,7,11,7,8,5,7,6,9,10,11,5,11,9,3,6,15,8,7,7,12,7,25,26,17,13,30,20,32,34,37,46,40,36,37,45,50,37,36,40,43,39,33,41,40,36,31,40,34,36,37,39,32,32,33,32,32,33,41,30,33,26,30,22,39,38,31,34,28,26,29,15,25,23,25,31,30,21,40,31,32,29,27,26,24,30,26,24,27,29,25,25,29,16,20,22,24,21,22,17,20,22,16,15,21,14,19,18,21,18,15,20,21,16,10,10,13,17,20,16,12,19,13,13,18,23,17,13,20,15,18,19,14,17,18,17,3,11,10,11,10,16,9,14,4,11,7,10,10,13,5,7,4,7,9,8,8,5,5,8,4,4,2,8,1,1,4,3,3,2,2,10,2,6,2,2,1,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南3丁目,5090,7786,3688,4098,22,28,25,24,25,23,20,24,30,28,27,24,26,15,25,19,23,34,22,10,23,23,26,18,16,19,20,16,16,17,17,21,10,19,9,14,19,18,23,18,18,31,26,32,41,46,57,55,64,74,57,77,89,96,71,66,77,108,72,86,67,90,84,75,78,80,64,76,74,68,55,62,62,71,81,72,77,66,72,73,73,52,62,74,71,70,59,61,69,83,71,71,54,57,67,69,68,72,77,79,60,57,68,65,52,70,48,50,67,59,48,57,55,54,40,51,59,52,44,49,49,47,41,44,42,37,29,40,29,34,22,40,33,27,26,23,21,51,34,28,19,26,24,27,31,40,38,36,25,46,42,46,16,44,23,20,22,32,24,31,20,25,16,33,20,30,18,15,9,23,12,26,9,22,11,20,17,21,6,11,11,16,8,15,4,10,6,12,5,8,1,8,1,5,1,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北1丁目,2994,4591,2180,2411,14,13,8,14,12,17,10,9,14,21,11,9,3,10,7,22,11,9,11,9,6,8,7,16,10,16,13,11,11,10,9,13,9,7,12,11,11,8,15,17,18,19,13,24,18,29,31,41,29,51,41,38,45,30,33,54,42,41,35,39,32,41,36,31,44,54,36,45,47,35,54,37,48,40,41,38,41,38,39,32,37,40,41,37,35,28,32,43,47,40,37,34,36,35,29,37,40,36,52,43,30,44,34,46,43,30,39,34,32,46,41,38,28,25,31,36,35,30,32,25,23,30,27,25,29,24,18,20,20,15,17,13,19,16,9,19,23,25,13,15,13,27,17,23,26,23,22,28,24,28,31,24,19,30,12,18,19,13,12,18,14,23,19,18,14,22,14,20,10,20,12,13,9,15,9,17,6,11,8,8,3,14,3,13,2,10,1,8,1,5,4,1,0,7,0,5,0,3,0,3,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北2丁目,2873,4387,2130,2257,16,17,11,12,12,13,11,13,12,9,9,11,12,5,10,13,13,10,13,8,12,7,11,18,14,6,13,9,5,6,11,7,10,6,8,11,14,10,16,11,16,14,19,27,26,29,28,37,46,33,35,37,42,52,37,43,36,44,36,32,40,40,36,51,38,35,29,37,31,47,48,39,42,41,42,36,44,36,37,41,37,44,38,42,42,32,31,36,34,34,45,41,42,31,39,33,32,36,29,33,33,37,31,30,33,33,39,33,35,37,34,33,38,32,33,31,24,32,37,29,30,34,23,10,28,22,18,28,16,20,16,19,18,19,17,18,16,24,25,21,25,11,15,26,13,28,23,24,21,26,22,27,20,23,6,17,18,18,24,17,15,9,10,17,14,13,7,13,5,11,3,17,9,12,4,13,1,16,5,3,6,14,2,9,2,11,2,5,2,7,1,3,0,0,1,2,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北3丁目,2441,4004,1937,2067,13,17,13,16,7,12,10,10,11,8,8,16,14,20,15,14,16,13,14,12,17,14,17,11,20,15,13,18,13,6,13,13,11,12,18,14,14,13,17,10,11,10,14,18,31,22,18,23,31,29,34,16,32,26,27,27,19,30,25,29,39,37,26,30,33,20,13,27,25,31,25,26,24,24,30,28,33,26,37,29,25,32,31,35,27,29,35,27,44,37,29,34,39,38,31,37,43,31,32,34,42,30,33,28,36,31,34,34,33,26,28,26,23,29,29,25,30,21,24,18,21,28,20,19,20,14,24,17,19,22,22,26,11,16,17,17,16,15,20,23,15,28,21,20,16,22,19,27,26,33,20,27,17,23,11,19,15,18,15,24,17,15,16,27,13,30,9,22,10,21,17,21,7,8,6,20,4,17,4,20,11,8,3,9,2,12,1,8,2,4,0,2,0,5,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北4丁目,2500,4124,2009,2115,12,13,19,16,18,15,11,13,16,15,10,16,14,7,7,6,13,14,15,6,13,11,15,12,14,11,10,11,15,14,12,7,12,24,14,10,12,14,23,10,17,17,15,18,18,23,28,24,26,25,35,31,29,34,33,37,45,38,27,33,33,27,38,41,27,44,29,43,32,33,34,32,35,19,36,38,43,34,21,30,17,34,38,31,29,34,42,32,40,28,36,33,36,37,36,39,39,31,33,31,35,38,33,45,37,35,35,42,36,25,40,30,22,23,20,25,40,28,30,33,27,21,15,23,18,17,15,20,21,21,21,21,22,20,12,21,22,16,23,18,17,22,10,20,13,18,17,19,23,21,22,28,14,22,12,13,14,22,14,22,18,22,16,14,11,13,7,12,4,11,7,18,6,10,11,12,7,15,2,11,4,15,4,8,3,4,3,6,1,5,1,5,1,1,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北5丁目,2197,3866,1882,1984,11,13,10,15,8,10,12,10,11,12,10,18,16,11,17,15,15,13,20,16,13,15,22,20,13,18,16,11,17,9,15,12,12,8,21,11,12,13,22,13,21,16,16,22,25,14,24,29,32,29,26,36,19,27,23,43,28,38,37,27,26,35,24,26,22,27,34,30,29,34,37,26,26,23,31,22,37,33,23,33,31,31,33,23,34,34,35,32,23,28,23,26,31,35,22,32,33,36,38,40,23,24,29,26,31,28,28,29,25,36,36,23,24,27,36,16,24,26,32,28,14,26,31,19,15,13,22,21,21,17,19,19,19,17,12,26,19,17,23,14,9,17,9,15,21,16,15,28,22,18,22,31,15,23,17,18,14,22,19,11,13,22,21,13,9,11,11,17,1,9,5,9,10,10,3,15,7,11,5,8,5,13,0,8,5,2,0,13,1,5,2,7,0,3,0,1,1,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北6丁目,1816,3390,1653,1737,4,12,10,8,12,8,12,12,9,7,17,18,11,10,18,14,12,19,17,13,15,13,15,16,16,10,22,17,13,12,16,13,9,13,15,7,11,13,16,13,17,22,13,28,20,28,14,24,24,16,30,24,21,20,20,22,15,23,20,20,21,28,24,26,24,27,20,24,20,22,19,21,18,19,21,32,28,16,28,25,26,21,21,20,17,27,31,26,22,34,37,26,27,32,27,27,31,25,25,25,46,33,31,30,32,28,31,29,28,23,28,32,17,21,24,23,24,23,27,14,23,19,23,22,8,23,19,12,18,19,19,13,16,14,20,10,11,11,13,10,11,12,5,12,11,13,17,14,19,32,19,28,13,17,18,14,6,19,18,20,4,22,14,14,16,14,6,14,9,10,13,12,6,10,5,8,8,11,4,10,9,10,1,10,3,7,2,5,0,4,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼1丁目,2468,4041,2135,1906,15,9,14,14,15,16,9,4,11,10,9,16,11,8,12,11,10,14,11,12,14,14,10,11,11,17,19,12,11,13,15,13,13,16,11,11,19,13,18,12,20,16,20,16,35,24,39,30,36,35,45,28,49,38,42,51,48,35,37,28,41,27,39,27,44,33,34,32,32,23,32,39,37,29,40,29,34,20,36,29,21,23,29,25,37,18,32,27,32,37,32,21,30,21,35,35,29,25,49,38,34,26,37,29,35,25,36,27,30,35,35,24,24,32,32,24,24,27,27,25,36,14,30,27,13,19,27,26,16,15,19,19,19,15,15,14,20,22,18,14,21,10,20,14,18,16,17,20,27,27,25,22,14,20,16,10,14,14,14,15,12,11,11,15,8,11,12,14,7,11,4,12,10,13,8,10,4,21,2,7,4,2,1,9,5,9,2,7,5,11,1,3,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼2丁目,3102,5245,2570,2675,8,15,17,11,13,21,19,14,11,10,13,21,28,21,21,15,23,27,18,19,23,14,15,18,14,13,22,15,18,13,7,19,16,26,19,14,16,18,12,10,11,14,20,29,15,26,39,41,48,46,42,52,43,44,57,60,48,51,44,43,47,49,45,46,49,43,45,27,34,34,50,36,44,24,44,30,44,39,43,40,33,36,39,37,56,43,55,36,48,42,48,36,40,34,33,37,39,41,34,27,37,46,35,39,53,51,37,48,36,44,34,27,46,39,34,39,40,50,38,27,24,33,35,32,28,26,25,27,26,28,31,31,22,21,27,22,20,19,25,24,24,28,24,23,23,25,30,18,20,28,30,33,19,36,14,20,12,23,13,19,22,21,16,21,16,21,12,19,10,20,11,16,9,13,10,24,7,25,7,12,2,13,3,10,4,18,5,10,1,7,1,6,2,4,0,5,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼3丁目,3938,6085,2955,3130,26,22,21,23,20,19,22,20,20,24,16,20,20,6,14,27,13,16,17,10,18,13,23,11,17,15,19,10,17,14,13,10,15,16,16,12,12,15,10,17,15,14,20,28,34,39,56,41,44,67,64,65,48,79,55,53,70,72,59,59,67,59,59,72,74,60,58,50,66,52,52,48,47,42,49,46,49,52,44,37,56,42,51,48,38,34,62,54,57,45,43,56,60,52,52,57,54,57,44,58,53,48,54,45,46,54,46,50,37,46,39,31,40,39,48,42,33,43,41,23,26,46,45,35,25,28,32,19,28,26,23,29,23,24,19,34,24,25,26,16,22,21,27,29,24,26,28,35,27,34,33,39,21,29,13,12,20,27,18,23,13,35,13,27,12,21,11,17,9,18,8,14,10,25,9,16,9,21,6,24,4,14,3,9,0,8,2,6,2,10,1,7,2,4,0,8,2,3,1,1,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本天沼1丁目,1830,3194,1621,1573,13,13,13,12,13,16,11,9,15,17,14,19,10,20,8,11,14,5,10,12,12,12,9,13,13,5,11,11,14,11,12,8,12,5,14,5,6,4,9,16,9,8,16,7,20,18,16,11,24,15,21,25,25,26,25,21,21,22,33,20,32,26,32,29,26,25,24,24,32,17,21,26,27,29,17,22,32,27,33,27,34,23,29,30,26,30,32,30,28,23,25,28,26,24,31,23,28,19,26,25,37,24,25,20,25,14,27,16,34,30,22,23,24,18,25,14,19,24,22,18,17,12,9,12,16,28,17,15,14,14,6,10,8,16,15,10,13,14,15,8,12,9,12,20,13,16,10,9,20,23,16,32,24,20,9,9,10,22,11,13,12,17,14,19,11,10,8,9,11,16,4,9,6,7,4,16,5,8,2,13,5,5,1,6,2,4,1,4,1,2,1,2,2,4,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本天沼2丁目,2469,4626,2337,2289,14,16,19,15,15,12,26,12,19,22,20,20,16,13,19,20,34,12,25,25,20,21,21,12,27,19,13,18,20,16,22,18,17,14,17,14,18,20,21,24,21,31,23,19,31,26,26,32,41,33,31,26,39,30,37,44,37,30,28,23,28,29,23,27,44,26,29,30,29,40,27,22,39,23,34,38,27,27,28,40,39,27,28,30,39,28,32,34,42,40,45,43,40,39,40,39,36,37,35,41,38,38,38,30,39,41,33,19,23,26,39,34,32,24,41,32,29,32,32,21,23,23,27,24,27,26,31,31,19,22,22,20,16,17,17,20,15,16,16,23,17,18,28,20,18,18,28,23,20,24,34,31,28,26,25,19,17,15,21,23,13,22,16,24,13,19,7,15,14,15,13,23,12,13,9,16,8,21,5,13,10,17,4,10,7,11,1,6,1,11,2,8,1,4,4,1,1,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
