"市区町村コード","No","都道府県名","市区町村名","施設番号","業種","施設名称","施設所在地","施設方書","TEL1","許可日","許可番号","施設_種別_等","経度","緯度","分類"
"131148","0000000001","東京都","中野区","313","クリーニング所","ポニークリーニング都立家政駅前店","中野区鷺宮3-1-17","施設方書","03-3310-5188","平成25年11月5日","25中環生環き第305号","取次所","139.644171951193","35.7226246136071","環境衛生施設"
"131148","0000000002","東京都","中野区","295","クリーニング所","ポニークリーニング野方","中野区野方5-25-2","","03-3223-8112","平成23年10月19日","23中環生環き第308号","取次所","139.653249574468","35.7186961004861","環境衛生施設"
"131148","0000000003","東京都","中野区","469","美容所","アイラッシュ　オラン","中野区中野5-46-10","","03-3387-1227","平成25年10月31日","25中環生環き第213号","一般","139.667109536979","35.7081971192601","環境衛生施設"
"131148","0000000004","東京都","中野区","264","美容所","ヘアーコミュニケーション　コンセント","中野区中野5-52-1","JSコート301","03-5380-1303","平成15年1月24日","14中保衛環き第222号","一般","139.665713483112","35.7085852333768","環境衛生施設"
"131148","0000000005","東京都","中野区","365","美容所","ビューティサロン　しもやま","中野区南台2-27-5","イオリビル2F","03-3383-6813","平成20年6月24日","20中保衛環き第209号","一般","139.6700377989","35.6833498748293","環境衛生施設"
"131148","0000000006","東京都","中野区","372","美容所","美容室　かのん","中野区弥生町1-27-5","","03-6276-7238","平成20年11月28日","20中保衛環き第221号","一般","139.678455268665","35.6916724374163","環境衛生施設"
"131148","0000000007","東京都","中野区","303","美容所","WOOD","中野区弥生町2-12-5","","03-3379-0573","平成17年8月15日","17中保衛環き第210号","一般","139.675215523345","35.692304975879","環境衛生施設"
"131148","0000000008","東京都","中野区","341","美容所","ビューティーサロン　美ぎん","中野区弥生町3-8-10","森ビル1階","03-3373-6405","平成19年5月16日","19中保衛環き第202号","一般","139.675829180699","35.6881372424545","環境衛生施設"
"131148","0000000009","東京都","中野区","331","美容所","風癒","中野区本町1-25-15","","03-3374-8408","平成18年11月7日","18中保衛環き第217号","一般","139.683047588046","35.6956549257026","環境衛生施設"
"131148","0000000010","東京都","中野区","400","美容所","ヘアサロンファンシー美容室","中野区本町2-38-21","中野坂上サンハイム201","03-3320-2578","平成22年4月14日","22中保衛環き第201号","一般","139.678949900189","35.6956081050038","環境衛生施設"
"131148","0000000011","東京都","中野区","273","美容所","CALMING（カーミング）","中野区本町3-2-14","","03-3378-4520","平成15年10月10日","15中保衛環き第211号","一般","139.676640111963","35.6932632629819","環境衛生施設"
"131148","0000000012","東京都","中野区","352","美容所","ユアーズ美容室","中野区本町4-21-8","","03-3383-5008","平成20年1月21日","19中保衛環き第216号","一般","139.671400256674","35.6966787929007","環境衛生施設"
"131148","0000000013","東京都","中野区","258","美容所","美容室　レッド・クリーム","中野区本町4-35-10","1-D","03-3383-2623","平成14年8月26日","14中保衛環き第2021号","一般","139.668914075444","35.6947728710038","環境衛生施設"
"131148","0000000014","東京都","中野区","279","美容所","ヘア　サロン　リーブ","中野区本町4-37-9","渡辺ビル102","03-5385-0620","平成16年2月19日","15中保衛環き第221号","一般","139.667809476269","35.6954039292906","環境衛生施設"
"131148","0000000015","東京都","中野区","345","美容所","Salon　de　Oggi","中野区本町4-38-18","101","03-6425-7815","平成19年9月11日","19中保衛環き第205号","一般","139.669414880883","35.6957291330718","環境衛生施設"
"131148","0000000016","東京都","中野区","271","美容所","グロスヘアー","中野区本町4-44-16","103","03-5342-5355","平成15年8月29日","15中保衛環き第207号","一般","139.670211080107","35.6973287904905","環境衛生施設"
"131148","0000000017","東京都","中野区","342","美容所","CARAVEL","中野区本町6-35-14","","03-5948-7051","平成19年6月15日","19中保衛環き第203号","一般","139.662471912535","35.697234505738","環境衛生施設"
"131148","0000000018","東京都","中野区","325","美容所","ヘアーサロンプメハナ","中野区江原町1-47-13","アローハイツ新中野1階","03-3952-7317","平成18年7月7日","18中保衛環き第209号","一般","139.673116622652","35.7314361084427","環境衛生施設"
"131148","0000000019","東京都","中野区","312","美容所","DID　since　320","中野区江原町2-29-13","","03-3950-3737","平成18年1月30日","17中保衛環き第203号","一般","139.670928452286","35.7322059016561","環境衛生施設"
"131148","0000000020","東京都","中野区","290","美容所","K’S美容室（ケイズ美容室）","中野区中央3-26-4","","03-3366-3024","平成16年10月21日","16中保衛環き第211号","一般","139.673246880579","35.6985221746065","環境衛生施設"
"131148","0000000021","東京都","中野区","272","美容所","リリー美容院","中野区中央4-6-23","メゾンルミエール1F","03-3382-7085","平成15年9月17日","15中保衛環き第201号","一般","139.668368458247","35.6986971535328","環境衛生施設"
"131148","0000000022","東京都","中野区","326","美容所","etarje（エタージュ）","中野区中央4-53-9","","03-3384-0765","平成18年7月27日","18中保衛環き第210号","一般","139.668960453073","35.7026217310648","環境衛生施設"
