年月日［西暦］,地区,町丁目,世帯数,人口男［人］,人口女［人］,人口合計［人］
20210101,芝地区総合支所管内,芝一丁目,1288,968,1054,2022
20210101,芝地区総合支所管内,芝二丁目,2218,1654,1874,3528
20210101,芝地区総合支所管内,芝三丁目,2194,1705,1881,3586
20210101,芝地区総合支所管内,芝四丁目,1397,1089,1220,2309
20210101,芝地区総合支所管内,芝五丁目,1959,1155,1631,2786
20210101,芝地区総合支所管内,海岸一丁目,1197,1014,980,1994
20210101,芝地区総合支所管内,東新橋一丁目,782,677,781,1458
20210101,芝地区総合支所管内,東新橋二丁目,406,336,224,560
20210101,芝地区総合支所管内,新橋一丁目,9,5,7,12
20210101,芝地区総合支所管内,新橋二丁目,74,53,48,101
20210101,芝地区総合支所管内,新橋三丁目,110,101,88,189
20210101,芝地区総合支所管内,新橋四丁目,367,246,231,477
20210101,芝地区総合支所管内,新橋五丁目,747,504,441,945
20210101,芝地区総合支所管内,新橋六丁目,742,506,417,923
20210101,芝地区総合支所管内,西新橋一丁目,175,145,113,258
20210101,芝地区総合支所管内,西新橋二丁目,263,187,174,361
20210101,芝地区総合支所管内,西新橋三丁目,630,408,423,831
20210101,芝地区総合支所管内,三田一丁目,2364,1919,2285,4204
20210101,芝地区総合支所管内,三田二丁目,2349,1981,2407,4388
20210101,芝地区総合支所管内,三田三丁目,1041,785,854,1639
20210101,芝地区総合支所管内,浜松町一丁目,1347,1123,1089,2212
20210101,芝地区総合支所管内,浜松町二丁目,213,153,134,287
20210101,芝地区総合支所管内,芝大門一丁目,415,318,331,649
20210101,芝地区総合支所管内,芝大門二丁目,574,407,381,788
20210101,芝地区総合支所管内,芝公園一丁目,162,109,129,238
20210101,芝地区総合支所管内,芝公園二丁目,473,341,337,678
20210101,芝地区総合支所管内,芝公園三丁目,170,153,168,321
20210101,芝地区総合支所管内,芝公園四丁目,51,35,31,66
20210101,芝地区総合支所管内,虎ノ門一丁目,291,216,229,445
20210101,芝地区総合支所管内,虎ノ門二丁目,10,8,6,14
