地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成19年中の増減
0,13000,総数,2744,-264,12267,19487,5830,2946,3500,2050,1449,5844,1773,977,58603
1,13100,区部,2442,125,10271,13285,4212,2128,2639,1276,710,4182,1433,589,43292
1,13200,市部,326,-363,2233,6199,1662,799,872,788,740,1658,390,404,15708
2,13300,郡部,5,-18,-56,-56,-44,2,-12,1,10,4,-41,-8,-213
2,13350,島部,-29,-8,-181,59,0,17,1,-15,-11,0,-9,-8,-184
1,13100,区部,2442,125,10271,13285,4212,2128,2639,1276,710,4182,1433,589,43292
4,13101,千代田区,16,-38,26,110,112,57,-16,-18,25,18,-5,-25,262
4,13102,中央区,147,75,63,165,149,136,22,163,42,163,277,125,1527
4,13103,港区,1254,129,619,1149,485,122,98,251,154,213,224,567,5265
4,13104,新宿区,114,-318,705,810,-386,250,112,-181,89,238,-55,-61,1317
4,13105,文京区,96,-13,344,465,139,15,49,68,95,102,54,12,1426
4,13106,台東区,64,47,197,170,15,13,37,-89,56,91,-15,-44,542
4,13107,墨田区,48,54,256,316,235,151,146,116,82,190,154,105,1853
4,13108,江東区,109,98,839,848,387,84,297,146,-14,223,60,130,3207
4,13109,品川区,199,117,737,501,301,146,82,154,23,443,163,60,2926
4,13110,目黒区,-50,52,43,332,104,94,85,12,10,65,-37,-143,567
4,13111,大田区,-124,-74,709,781,439,63,195,39,-163,116,128,15,2124
4,13112,世田谷区,17,-161,711,1410,281,115,230,58,14,173,111,46,3005
4,13113,渋谷区,36,-40,-219,491,-3,48,-131,-2,-25,-41,-73,-121,-80
4,13114,中野区,-75,-81,507,475,-29,-60,22,-160,-174,206,-188,26,469
4,13115,杉並区,55,150,877,807,124,123,262,48,-7,109,-145,93,2496
4,13116,豊島区,-76,-31,614,586,79,150,184,-164,110,177,21,-139,1511
4,13117,北区,-65,-92,492,368,108,81,-19,229,18,178,-72,-72,1154
4,13118,荒川区,64,-60,950,307,191,144,85,28,28,100,19,-73,1783
4,13119,板橋区,81,-70,298,705,198,-5,213,9,-115,192,14,-47,1473
4,13120,練馬区,217,104,644,859,470,88,178,137,15,342,302,-39,3317
4,13121,足立区,4,121,905,823,143,33,244,263,226,319,167,210,3458
4,13122,葛飾区,116,31,111,263,148,89,90,-8,-29,239,87,-46,1091
4,13123,江戸川区,195,125,-157,544,522,191,174,177,250,326,242,10,2599
1,13200,市部,326,-363,2233,6199,1662,799,872,788,740,1658,390,404,15708
4,13201,八王子市,78,-52,-118,1048,204,112,159,36,73,188,155,130,2013
4,13202,立川市,62,11,87,341,56,31,6,-32,-21,105,23,15,684
4,13203,武蔵野市,21,-98,154,203,37,-15,25,-2,-78,-19,7,-65,170
4,13204,三鷹市,49,95,388,435,102,62,101,51,38,180,4,63,1568
4,13205,青梅市,-21,-21,-76,-7,42,1,-34,23,-8,34,-1,-34,-102
4,13206,府中市,42,-48,92,509,104,62,45,60,88,49,50,29,1082
4,13207,昭島市,11,-6,33,80,17,-2,10,17,40,68,-40,-40,188
4,13208,調布市,3,19,459,249,121,105,76,61,86,103,18,-147,1153
4,13209,町田市,-9,60,127,447,164,90,104,174,390,197,-12,268,2000
4,13210,小金井市,-84,-61,230,188,72,32,-22,55,-15,62,-3,35,489
4,13211,小平市,3,-73,-92,518,61,0,9,19,-20,161,32,-15,603
4,13212,日野市,-25,-61,-46,221,108,7,31,90,27,49,12,84,497
