地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成19年中の増減
4,13218,福生市,11,-78,-83,-19,3,25,42,-37,-33,4,-55,-44,-264
4,13219,狛江市,-50,-29,171,61,45,-3,-21,-15,-3,31,3,-64,126
4,13220,東大和市,-5,34,447,473,164,91,139,126,36,59,-29,-149,1386
4,13221,清瀬市,1,49,-81,139,4,-39,40,45,-65,-17,-151,-71,-146
4,13222,東久留米市,-33,-66,-201,266,64,-10,25,-72,-26,93,95,-14,121
4,13223,武蔵村山市,32,16,-69,137,138,43,87,59,47,131,92,145,858
4,13224,多摩市,-31,-92,1047,1438,124,106,-2,-27,-32,107,-3,119,2754
4,13225,稲城市,121,75,208,310,123,3,106,33,32,120,124,-1,1254
4,13227,羽村市,-9,-36,1,172,29,-40,37,-31,-11,28,-6,-53,81
4,13228,あきる野市,-18,9,52,72,79,82,7,4,110,111,86,9,603
4,13229,西東京市,-32,-91,305,381,59,68,108,-43,36,97,-32,10,866
1,13550,町村部,-31,-43,-542,96,-67,12,-39,-19,-29,-18,-92,-42,-814
2,13300,郡部,1,-45,-102,-89,-63,1,-44,-10,-4,-18,-73,-23,-469
4,13303,瑞穂町,32,0,6,-67,-25,-5,-29,1,6,13,-37,-13,-118
4,13305,日の出町,-2,-12,-40,-2,-24,-7,-1,18,9,-10,7,-2,-66
4,13307,檜原村,-6,-4,-27,-15,-3,0,-2,-7,-5,-6,-25,-2,-102
4,13308,奥多摩町,-23,-29,-41,-5,-11,13,-12,-22,-14,-15,-18,-6,-183
2,13350,島部,-32,2,-440,185,-4,11,5,-9,-25,0,-19,-19,-345
3,13360,大島支庁,-18,-10,-240,122,0,-16,4,-9,-6,-4,-19,-34,-230
4,13361,大島町,-1,-10,-156,112,-4,-5,3,-6,-5,-1,-16,-17,-106
4,13362,利島村,1,2,-2,2,1,-2,0,1,-2,1,0,-4,-2
4,13363,新島村,-12,-3,-34,2,5,0,5,1,1,-1,-3,-7,-46
4,13364,神津島村,-6,1,-48,6,-2,-9,-4,-5,0,-3,0,-6,-76
3,13380,三宅支庁,1,3,-46,49,-4,2,1,2,-13,5,4,7,11
4,13381,三宅村,0,3,-50,46,-5,2,-1,0,-15,5,5,7,-3
4,13382,御蔵島村,1,0,4,3,1,0,2,2,2,0,-1,0,14
3,13400,八丈支庁,-14,10,-148,7,-6,22,2,2,-15,-6,-8,7,-147
4,13401,八丈町,-16,12,-153,7,-6,22,3,4,-15,-5,-8,7,-148
4,13402,青ヶ島村,2,-2,5,0,0,0,-1,-2,0,-1,0,0,1
3,13420,小笠原支庁,-1,-1,-6,7,6,3,-2,-4,9,5,4,1,21
4,13421,小笠原村,-1,-1,-6,7,6,3,-2,-4,9,5,4,1,21
,,,,,,,,,,,,,,,
人口の動き（平成19年中）,,,,,,,,,,,,,,,
第５表  区市町村別、月別人口増減（総数）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
