地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成19年中の増減
0,13000,総数,3711,1216,20496,29498,9860,2300,3001,4090,-767,4635,1809,124,79973
1,13100,区部,3297,1786,16223,18646,7545,1946,2330,3417,-696,3156,1542,-123,59069
1,13200,市部,414,-590,4391,10824,2304,368,698,696,-55,1485,280,261,21076
2,13300,郡部,5,4,-23,-1,2,-12,-34,-28,2,-20,0,-3,-108
2,13350,島部,-5,16,-95,29,9,-2,7,5,-18,14,-13,-11,-64
1,13100,区部,3297,1786,16223,18646,7545,1946,2330,3417,-696,3156,1542,-123,59069
4,13101,千代田区,58,-20,77,264,127,46,25,21,38,28,22,11,697
4,13102,中央区,155,107,324,373,184,121,105,157,66,109,214,96,2011
4,13103,港区,770,262,796,899,485,120,165,185,71,155,69,320,4297
4,13104,新宿区,167,136,805,726,314,181,95,282,158,193,154,54,3265
4,13105,文京区,179,145,370,679,174,97,81,142,110,-47,162,57,2149
4,13106,台東区,105,110,397,344,124,64,80,77,81,135,39,60,1616
4,13107,墨田区,104,107,583,384,298,158,169,74,1,187,124,78,2267
4,13108,江東区,170,131,997,965,549,45,150,71,-77,144,84,70,3299
4,13109,品川区,193,188,880,511,391,164,182,247,-45,388,197,42,3338
4,13110,目黒区,156,103,277,576,209,59,33,152,-13,53,21,-33,1593
4,13111,大田区,-188,-160,1178,1571,463,-8,179,159,-360,180,88,-176,2926
4,13112,世田谷区,321,-114,1211,1962,595,206,214,149,-218,281,-110,-118,4379
4,13113,渋谷区,47,110,-67,979,130,203,42,143,-47,72,43,-47,1608
4,13114,中野区,182,204,1087,846,395,75,43,158,-24,187,21,-9,3165
4,13115,杉並区,164,227,1469,1353,585,163,161,288,39,170,13,17,4649
4,13116,豊島区,198,144,682,908,436,197,177,51,85,151,151,83,3263
4,13117,北区,82,-42,689,665,215,120,17,110,-14,93,-38,-109,1788
4,13118,荒川区,91,28,806,257,227,122,56,166,47,113,23,-11,1925
4,13119,板橋区,-38,-103,511,995,318,3,27,50,-255,46,-115,-98,1341
4,13120,練馬区,169,74,1341,1414,429,-85,188,352,-44,195,107,-119,4021
4,13121,足立区,21,99,1164,672,236,-96,-6,210,-35,179,161,48,2653
4,13122,葛飾区,74,60,364,209,200,3,143,95,-170,-39,1,-151,789
4,13123,江戸川区,117,-10,282,1094,461,-12,4,78,-90,183,111,-188,2030
1,13200,市部,414,-590,4391,10824,2304,368,698,696,-55,1485,280,261,21076
4,13201,八王子市,223,-94,-163,2472,322,98,164,92,-35,185,22,27,3313
4,13202,立川市,26,-23,246,526,87,-16,103,-41,-17,105,-14,-19,963
4,13203,武蔵野市,69,-13,455,357,83,-13,65,51,-47,22,28,-51,1006
4,13204,三鷹市,42,19,380,667,152,65,61,-4,-13,174,21,55,1619
4,13205,青梅市,15,-3,13,53,19,-76,-17,-11,-37,-25,-12,-15,-96
4,13206,府中市,28,22,539,1261,212,3,22,173,-4,127,118,-89,2412
4,13207,昭島市,-7,-16,35,151,36,-12,15,3,-11,36,-22,20,228
4,13208,調布市,-31,34,679,501,235,43,14,26,29,97,43,-72,1598
4,13209,町田市,41,25,420,855,202,70,180,227,333,245,-15,387,2970
4,13210,小金井市,-18,-15,290,415,127,46,-1,45,-6,106,20,24,1033
4,13211,小平市,22,-19,-26,684,130,82,29,47,-14,118,31,-21,1063
4,13212,日野市,44,-58,23,482,133,31,68,98,-6,54,-34,25,860
4,13213,東村山市,13,-60,149,-9,48,63,-11,-2,-46,-13,2,-23,111
4,13214,国分寺市,37,-43,277,438,47,27,-42,89,-49,62,40,34,917
4,13215,国立市,20,-34,-25,265,60,36,25,45,-12,69,-8,17,458
4,13218,福生市,-5,-36,34,-75,20,7,21,-10,-3,8,-13,-1,-53
4,13219,狛江市,-38,-11,195,94,26,9,-5,14,-14,-1,20,-11,278
4,13220,東大和市,-7,8,48,37,41,5,19,-13,-6,-22,-10,-13,87
4,13221,清瀬市,3,0,4,52,4,-27,-2,15,-48,-18,-25,-57,-99
4,13222,東久留米市,4,-37,-64,178,18,-15,-34,-43,10,-16,6,-8,-1
4,13223,武蔵村山市,6,-17,-40,54,11,-8,-4,0,-7,18,-3,8,18
4,13224,多摩市,-32,-112,441,641,79,2,-35,-62,-50,46,-11,72,979
4,13225,稲城市,29,4,169,238,106,-4,56,12,3,73,49,-16,719
4,13227,羽村市,-11,3,29,169,-3,-17,-1,-26,-28,-9,2,15,123
4,13228,あきる野市,-22,4,-31,23,9,15,5,10,28,13,46,-16,84
4,13229,西東京市,-37,-118,314,295,100,-46,3,-39,-5,31,-1,-11,486
1,13550,町村部,0,20,-118,28,11,-14,-27,-23,-16,-6,-13,-14,-172
2,13300,郡部,5,4,-23,-1,2,-12,-34,-28,2,-20,0,-3,-108
4,13303,瑞穂町,7,2,11,-14,-7,-3,-18,-29,4,-10,10,-2,-49
4,13305,日の出町,-2,-1,-22,19,1,-9,-10,-1,-1,-6,-8,0,-40
4,13307,檜原村,1,0,-2,-3,9,1,-2,1,-2,-1,0,1,3
4,13308,奥多摩町,-1,3,-10,-3,-1,-1,-4,1,1,-3,-2,-2,-22
2,13350,島部,-5,16,-95,29,9,-2,7,5,-18,14,-13,-11,-64
3,13360,大島支庁,0,6,-49,31,3,-6,3,3,-2,1,-3,-4,-17
4,13361,大島町,4,3,-33,27,4,-2,2,5,-3,-1,-4,0,2
4,13362,利島村,0,1,2,-2,1,0,0,-1,0,2,0,-4,-1
4,13363,新島村,-4,0,-8,9,0,0,1,-2,-1,-2,1,3,-3
4,13364,神津島村,0,2,-10,-3,-2,-4,0,1,2,2,0,-3,-15
3,13380,三宅支庁,-1,2,-6,23,2,-1,2,6,-9,3,-1,-1,19
4,13381,三宅村,-1,1,-8,23,2,-1,2,4,-13,3,2,-1,13
4,13382,御蔵島村,0,1,2,0,0,0,0,2,4,0,-3,0,6
3,13400,八丈支庁,-2,5,-46,-7,4,9,3,1,-10,7,-6,1,-41
4,13401,八丈町,-2,6,-45,-5,4,9,4,1,-10,7,-6,1,-36
4,13402,青ヶ島村,0,-1,-1,-2,0,0,-1,0,0,0,0,0,-5
3,13420,小笠原支庁,-2,3,6,-18,0,-4,-1,-5,3,3,-3,-7,-25
4,13421,小笠原村,-2,3,6,-18,0,-4,-1,-5,3,3,-3,-7,-25
,,,,,,,,,,,,,,,
人口の動き（平成19年中）,,,,,,,,,,,,,,,
第８表  区市町村別、月別他県移動増減,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
