地域階層,地域コード,地域,1月中／死亡数,2月中／死亡数,3月中／死亡数,4月中／死亡数,5月中／死亡数,6月中／死亡数,7月中／死亡数,8月中／死亡数,9月中／死亡数,10月中／死亡数,11月中／死亡数,12月中／死亡数,平成19年中の死亡数
4,13215,国立市,52,34,44,48,37,23,37,44,25,38,46,41,469
4,13218,福生市,35,43,39,35,39,35,31,29,25,42,47,46,446
4,13219,狛江市,58,46,56,29,38,36,33,57,35,47,52,46,533
4,13220,東大和市,52,46,45,37,52,27,47,29,56,49,48,57,545
4,13221,清瀬市,51,40,69,45,58,52,46,47,36,57,61,49,611
4,13222,東久留米市,74,73,76,69,67,51,67,76,62,77,77,75,844
4,13223,武蔵村山市,46,39,40,44,50,38,40,40,34,45,36,42,494
4,13224,多摩市,97,78,70,62,81,55,77,68,59,84,61,78,870
4,13225,稲城市,31,39,31,40,31,47,38,29,28,42,42,46,444
4,13227,羽村市,43,27,38,23,44,28,29,32,29,47,33,37,410
4,13228,あきる野市,78,56,71,75,66,70,53,68,52,68,65,70,792
4,13229,西東京市,119,114,136,84,115,95,107,104,96,134,148,115,1367
1,13550,町村部,129,98,111,113,100,67,88,82,67,101,113,91,1160
2,13300,郡部,95,71,78,86,70,44,56,47,51,76,75,67,816
4,13303,瑞穂町,28,27,25,25,22,15,17,12,18,30,29,19,267
4,13305,日の出町,28,19,24,28,26,21,24,20,18,23,24,28,283
4,13307,檜原村,9,5,10,8,6,2,2,2,1,5,7,7,64
4,13308,奥多摩町,30,20,19,25,16,6,13,13,14,18,15,13,202
2,13350,島部,34,27,33,27,30,23,32,35,16,25,38,24,344
3,13360,大島支庁,17,15,17,18,17,13,14,20,6,11,20,18,186
4,13361,大島町,8,12,14,10,10,7,7,9,3,11,14,13,118
4,13362,利島村,0,0,0,1,1,1,0,0,0,0,1,0,4
4,13363,新島村,7,2,2,3,4,2,4,7,1,0,3,3,38
4,13364,神津島村,2,1,1,4,2,3,3,4,2,0,2,2,26
3,13380,三宅支庁,4,3,1,3,2,4,7,3,3,2,5,0,37
4,13381,三宅村,4,3,1,3,1,4,7,2,3,2,5,0,35
4,13382,御蔵島村,0,0,0,0,1,0,0,1,0,0,0,0,2
3,13400,八丈支庁,13,8,14,6,10,6,10,10,6,12,13,6,114
4,13401,八丈町,13,7,14,6,10,6,10,10,6,12,13,6,113
4,13402,青ヶ島村,0,1,0,0,0,0,0,0,0,0,0,0,1
3,13420,小笠原支庁,0,1,1,0,1,0,1,2,1,0,0,0,7
4,13421,小笠原村,0,1,1,0,1,0,1,2,1,0,0,0,7
,,,,,,,,,,,,,,,
人口の動き（平成19年中）,,,,,,,,,,,,,,,
第14表　区市町村別、月別死亡数,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
