年月日［西暦］,地区,町丁目,世帯数,人口男［人］,人口女［人］,人口合計［人］
20200101,芝地区総合支所管内,芝一丁目,1307,996,1060,2056
20200101,芝地区総合支所管内,芝二丁目,2305,1711,1925,3636
20200101,芝地区総合支所管内,芝三丁目,2240,1720,1911,3631
20200101,芝地区総合支所管内,芝四丁目,1423,1109,1208,2317
20200101,芝地区総合支所管内,芝五丁目,1957,1154,1647,2801
20200101,芝地区総合支所管内,海岸一丁目,1156,959,927,1886
20200101,芝地区総合支所管内,東新橋一丁目,771,662,779,1441
20200101,芝地区総合支所管内,東新橋二丁目,416,348,233,581
20200101,芝地区総合支所管内,新橋一丁目,10,5,8,13
20200101,芝地区総合支所管内,新橋二丁目,77,54,53,107
20200101,芝地区総合支所管内,新橋三丁目,129,119,101,220
20200101,芝地区総合支所管内,新橋四丁目,363,251,218,469
20200101,芝地区総合支所管内,新橋五丁目,665,448,401,849
20200101,芝地区総合支所管内,新橋六丁目,796,557,431,988
20200101,芝地区総合支所管内,西新橋一丁目,181,153,115,268
20200101,芝地区総合支所管内,西新橋二丁目,273,193,188,381
20200101,芝地区総合支所管内,西新橋三丁目,638,420,419,839
20200101,芝地区総合支所管内,三田一丁目,2387,1962,2273,4235
20200101,芝地区総合支所管内,三田二丁目,2363,1988,2429,4417
20200101,芝地区総合支所管内,三田三丁目,1062,800,857,1657
20200101,芝地区総合支所管内,浜松町一丁目,1304,1105,1043,2148
20200101,芝地区総合支所管内,浜松町二丁目,209,166,126,292
20200101,芝地区総合支所管内,芝大門一丁目,418,312,334,646
20200101,芝地区総合支所管内,芝大門二丁目,588,400,414,814
20200101,芝地区総合支所管内,芝公園一丁目,161,112,122,234
20200101,芝地区総合支所管内,芝公園二丁目,445,316,332,648
20200101,芝地区総合支所管内,芝公園三丁目,165,152,166,318
20200101,芝地区総合支所管内,芝公園四丁目,51,33,30,63
20200101,芝地区総合支所管内,虎ノ門一丁目,270,211,224,435
20200101,芝地区総合支所管内,虎ノ門二丁目,10,8,6,14
20200101,芝地区総合支所管内,虎ノ門三丁目,1118,869,900,1769
20200101,芝地区総合支所管内,虎ノ門四丁目,382,212,374,586
20200101,芝地区総合支所管内,虎ノ門五丁目,175,161,167,328
20200101,芝地区総合支所管内,愛宕一丁目,18,20,20,40
