２　東京港港勢指標,,,,,,,,
,,,,,,,,
● 船        舶,,,,,,,,
,,,,,,,,（単位：隻、総トン）
,,,,,平成30年,前年実績,増減,前年比
  総                      数,,,,隻     数,"24,374","23,604",770,103.30%
,,,,総トン数,"182,980,285","174,745,700","8,234,585",104.70%
,  外    航    船,,,隻     数,"5,504","5,355",149,102.80%
,,,,総トン数,"137,427,504","130,776,662","6,650,842",105.10%
,,  うちフルコンテナ船,,隻     数,"4,922","4,829",93,101.90%
,,,,総トン数,"127,664,390","123,252,526","4,411,864",103.60%
,  内    航    船,,,隻     数,"18,870","18,249",621,103.40%
,,,,総トン数,"45,552,781","43,969,038","1,583,743",103.60%
