,,,,,,,,,,,,,,,（単位：ＴＥＵ）
,,,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
合計,,計,"407,888","408,019","418,277","425,799","426,142","416,624","413,219","416,005","430,281","441,636","463,815","439,823","5,107,528"
,,実入,"296,352","297,260","305,912","311,322","304,957","305,924","303,934","302,390","310,651","319,478","327,131","308,109","3,693,420"
,,空,"111,536","110,759","112,365","114,477","121,185","110,700","109,285","113,615","119,630","122,158","136,684","131,714","1,414,108"
外貿,輸出,実入,"68,208","77,953","86,118","83,746","77,567","87,459","81,184","77,575","82,231","84,005","81,575","85,921","973,542"
,,空,"93,519","88,729","83,414","90,164","100,710","88,429","85,375","93,344","94,598","97,900","114,552","113,187","1,143,921"
,輸入,実入,"203,461","195,026","193,266","203,114","206,065","194,998","200,359","204,159","206,131","211,846","222,867","199,494","2,440,786"
,,空,609,"1,001","1,633",884,819,549,"1,860",933,824,914,"1,747",680,"12,453"
内貿,移出,実入,"14,584","13,144","15,037","13,817","11,731","12,506","11,516","10,572","10,729","11,524","11,290","10,686","147,136"
,,空,"15,644","19,015","25,495","21,640","18,058","19,538","20,275","17,398","22,699","21,668","17,991","16,400","235,821"
,移入,実入,"10,099","11,137","11,491","10,645","9,594","10,961","10,875","10,084","11,560","12,103","11,399","12,008","131,956"
,,空,"1,764","2,014","1,823","1,789","1,598","2,184","1,775","1,940","1,509","1,676","2,394","1,447","21,913"
