"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2013120101,"芝浦",,12,38,50,1,,,,6,23,,,,,
2013120102,"芝浦",,14,38,52,0,,,,12,15,,,,,
2013120103,"芝浦",,7,35,42,2,,,,14,17,,,,,
2013120104,"芝浦",,7,36,43,1,,,,12,15,,,,,
2013120105,"芝浦",,14,36,50,1,,,,14,16,,,,,
2013120106,"芝浦",,19,34,53,0,,,,14,17,,,,,
2013120107,"芝浦",,36,36,72,0,,,,12,13,,,,,
2013120108,"芝浦",,91,44,135,1,,,,25,15,,,,,
2013120109,"芝浦",,66,42,108,2,,,,24,17,,,,,
2013120110,"芝浦",,71,47,118,3,,,,27,20,,,,,
2013120111,"芝浦",,41,41,82,8,,,,20,7,,,,,
2013120112,"芝浦",,13,25,38,21,,,,12,22,,,,,
2013120113,"芝浦",,22,38,60,15,,,,21,35,,,,,
2013120114,"芝浦",,27,50,77,12,,,,21,12,,,,,
2013120115,"芝浦",,34,53,87,7,,,,32,15,,,,,
2013120116,"芝浦",,27,56,83,5,,,,38,23,,,,,
2013120117,"芝浦",,26,72,98,4,,,,44,23,,,,,
2013120118,"芝浦",,15,76,91,2,,,,37,23,,,,,
2013120119,"芝浦",,42,70,112,0,,,,38,20,,,,,
2013120120,"芝浦",,35,60,95,3,,,,37,25,,,,,
2013120121,"芝浦",,11,45,56,6,,,,33,21,,,,,
2013120122,"芝浦",,20,47,67,4,,,,28,13,,,,,
2013120123,"芝浦",,36,53,89,1,,,,17,12,,,,,
2013120124,"芝浦",,13,49,62,2,,,,23,12,,,,,
2013120201,"芝浦",,6,41,47,5,,,,20,19,,,,,
2013120202,"芝浦",,4,38,42,5,,,,39,25,,,,,
2013120203,"芝浦",,7,38,45,2,,,,32,36,,,,,
2013120204,"芝浦",,3,33,36,5,,,,25,26,,,,,
2013120205,"芝浦",,3,32,35,5,,,,26,26,,,,,
2013120206,"芝浦",,9,34,43,3,,,,19,21,,,,,
2013120207,"芝浦",,17,36,53,2,,,,19,18,,,,,
2013120208,"芝浦",,42,38,80,1,,,,25,16,,,,,
2013120209,"芝浦",,67,42,109,2,,,,25,21,,,,,
2013120210,"芝浦",,188,59,247,1,,,,34,18,,,,,
2013120211,"芝浦",,108,54,162,2,,,,19,18,,,,,
2013120212,"芝浦",,98,57,155,2,,,,32,34,,,,,
2013120213,"芝浦",,70,57,127,5,,,,33,53,,,,,
2013120214,"芝浦",,51,61,112,7,,,,36,16,,,,,
2013120215,"芝浦",,73,72,145,4,,,,49,32,,,,,
2013120216,"芝浦",,47,72,119,3,,,,47,40,,,,,
2013120217,"芝浦",,62,71,133,1,,,,30,29,,,,,
2013120218,"芝浦",,89,70,159,0,,,,38,18,,,,,
2013120219,"芝浦",,117,72,189,0,,,,35,15,,,,,
2013120220,"芝浦",,36,63,99,0,,,,39,20,,,,,
2013120221,"芝浦",,29,62,91,0,,,,38,19,,,,,
2013120222,"芝浦",,63,67,130,0,,,,56,32,,,,,
2013120223,"芝浦",,35,57,92,0,,,,46,36,,,,,
2013120224,"芝浦",,21,51,72,0,,,,60,35,,,,,
2013120301,"芝浦",,8,43,51,1,,,,41,42,,,,,
2013120302,"芝浦",,5,40,45,4,,,,29,33,,,,,
2013120303,"芝浦",,3,38,41,6,,,,26,25,,,,,
2013120304,"芝浦",,3,35,38,5,,,,11,19,,,,,
2013120305,"芝浦",,6,36,42,3,,,,18,19,,,,,
2013120306,"芝浦",,12,36,48,1,,,,19,18,,,,,
2013120307,"芝浦",,10,33,43,4,,,,20,16,,,,,
2013120308,"芝浦",,12,31,43,7,,,,13,13,,,,,
2013120309,"芝浦",,21,32,53,9,,,,8,11,,,,,
2013120310,"芝浦",,38,39,77,7,,,,14,11,,,,,
2013120311,"芝浦",,32,40,72,9,,,,28,10,,,,,
2013120312,"芝浦",,59,48,107,9,,,,17,18,,,,,
2013120313,"芝浦",,103,64,167,4,,,,23,40,,,,,
2013120314,"芝浦",,79,63,142,5,,,,20,15,,,,,
2013120315,"芝浦",,42,58,100,10,,,,24,16,,,,,
2013120316,"芝浦",,24,55,79,15,,,,29,23,,,,,
2013120317,"芝浦",,41,68,109,2,,,,31,27,,,,,
2013120318,"芝浦",,56,73,129,1,,,,26,20,,,,,
2013120319,"芝浦",,34,58,92,5,,,,38,22,,,,,
2013120320,"芝浦",,30,48,78,8,,,,25,17,,,,,
2013120321,"芝浦",,17,47,64,8,,,,17,9,,,,,
2013120322,"芝浦",,35,52,87,3,,,,22,12,,,,,
2013120323,"芝浦",,12,42,54,11,,,,20,14,,,,,
2013120324,"芝浦",,51,56,107,2,,,,24,13,,,,,
2013120401,"芝浦",,24,54,78,1,,,,31,14,,,,,
2013120402,"芝浦",,16,49,65,3,,,,28,21,,,,,
2013120403,"芝浦",,8,43,51,2,,,,24,29,,,,,
2013120404,"芝浦",,3,32,35,6,,,,23,28,,,,,
2013120405,"芝浦",,3,26,29,9,,,,9,14,,,,,
2013120406,"芝浦",,4,29,33,7,,,,19,11,,,,,
2013120407,"芝浦",,6,35,41,5,,,,17,14,,,,,
2013120408,"芝浦",,14,36,50,6,,,,22,12,,,,,
2013120409,"芝浦",,27,39,66,7,,,,18,13,,,,,
2013120410,"芝浦",,33,39,72,7,,,,20,14,,,,,
2013120411,"芝浦",,21,31,52,14,,,,18,11,,,,,
2013120412,"芝浦",,21,35,56,15,,,,27,19,,,,,
2013120413,"芝浦",,20,36,56,17,,,,30,33,,,,,
2013120414,"芝浦",,17,34,51,20,,,,9,5,,,,,
2013120415,"芝浦",,11,31,42,23,,,,23,9998,,,,,
2013120416,"芝浦",,9998,9998,9998,9998,,,,9998,9998,,,,,
2013120417,"芝浦",,12,34,46,16,,,,21,38,,,,,
2013120418,"芝浦",,13,36,49,10,,,,28,19,,,,,
2013120419,"芝浦",,14,36,50,11,,,,11,14,,,,,
2013120420,"芝浦",,6,27,33,19,,,,6,14,,,,,
2013120421,"芝浦",,2,26,28,19,,,,15,13,,,,,
2013120422,"芝浦",,3,30,33,16,,,,17,16,,,,,
2013120423,"芝浦",,4,35,39,10,,,,23,14,,,,,
2013120424,"芝浦",,16,42,58,1,,,,31,24,,,,,
