"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2007120101,"一の橋",2,62,35,97,9995,9,47,200,23,,3,"E",101,69,247
2007120102,"一の橋",2,51,34,85,0,7,48,200,30,,7,"ENE",97,71,248
2007120103,"一の橋",2,59,33,92,0,7,43,199,31,,3,"E",95,71,242
2007120104,"一の橋",2,54,32,86,0,7,39,199,24,,4,"E",93,72,238
2007120105,"一の橋",2,45,31,76,0,5,35,198,31,,4,"ENE",89,73,233
2007120106,"一の橋",2,57,31,88,0,5,27,196,29,,6,"ENE",92,71,223
2007120107,"一の橋",2,67,32,99,0,6,29,196,25,,7,"ENE",92,71,225
2007120108,"一の橋",1,72,33,105,1,6,31,195,18,,4,"E",98,69,226
2007120109,"一の橋",2,106,39,145,1,9,40,199,27,,2,"SSW",111,66,239
2007120110,"一の橋",2,122,45,167,1,10,58,204,31,,5,"ENE",115,63,262
2007120111,"一の橋",2,83,44,127,2,7,51,199,31,,7,"ENE",121,59,250
2007120112,"一の橋",2,60,45,105,3,7,50,199,27,,6,"SW",133,58,249
2007120113,"一の橋",3,58,50,108,4,7,48,198,29,,4,"ESE",134,57,246
2007120114,"一の橋",5,68,55,123,2,8,45,197,44,,6,"ENE",140,55,242
2007120115,"一の橋",5,75,56,131,2,8,52,198,33,,6,"ENE",140,58,250
2007120116,"一の橋",7,59,53,112,2,8,39,196,30,,8,"W",140,58,235
2007120117,"一の橋",8,70,56,126,0,12,51,199,24,,3,"E",135,61,250
2007120118,"一の橋",9,71,57,128,0,15,58,208,26,,1,"NE",135,59,266
2007120119,"一の橋",7,71,57,128,0,15,58,208,35,,4,"NE",135,59,266
2007120120,"一の橋",7,73,56,129,0,14,63,206,33,,6,"ENE",132,61,269
2007120121,"一の橋",5,89,58,147,0,14,81,210,39,,6,"NE",128,60,291
2007120122,"一の橋",4,76,50,126,0,12,83,210,49,,7,"NE",116,64,293
2007120123,"一の橋",3,56,44,100,0,10,71,205,36,,6,"ENE",111,65,276
2007120124,"一の橋",3,52,42,94,0,10,62,204,32,,6,"ENE",114,59,266
2007120201,"一の橋",2,36,39,75,0,8,45,199,27,,4,"ENE",110,58,244
2007120202,"一の橋",2,18,33,51,3,5,33,195,20,,6,"ENE",104,59,228
2007120203,"一の橋",1,12,30,42,4,5,29,193,13,,3,"NE",102,57,222
2007120204,"一の橋",1,20,34,54,2,6,30,196,11,,4,"ENE",101,58,226
2007120205,"一の橋",1,10,30,40,5,4,27,194,8,,2,"ENE",99,58,221
2007120206,"一の橋",1,15,34,49,2,4,26,194,9,,8,"SW",102,57,220
2007120207,"一の橋",1,40,31,71,0,7,40,204,19,,13,"WSW",89,67,244
2007120208,"一の橋",1,45,27,72,1,7,39,201,18,,8,"SW",99,64,240
2007120209,"一の橋",1,34,30,64,3,6,34,198,27,,8,"SW",113,58,232
2007120210,"一の橋",3,38,36,74,6,8,42,202,18,,4,"ESE",125,51,244
2007120211,"一の橋",4,35,38,73,7,6,31,198,26,,5,"ESE",134,46,229
2007120212,"一の橋",3,21,36,57,10,5,26,199,13,,8,"ESE",141,42,225
2007120213,"一の橋",6,19,39,58,18,5,29,200,18,,4,"ESE",148,43,229
2007120214,"一の橋",7,15,42,57,19,5,30,198,22,,7,"E",148,46,228
2007120215,"一の橋",7,17,46,63,15,7,41,203,29,,7,"SW",153,48,244
2007120216,"一の橋",7,15,47,62,14,7,31,207,31,,10,"SW",154,48,238
2007120217,"一の橋",4,13,42,55,13,7,35,197,23,,3,"SW",147,51,232
2007120218,"一の橋",2,22,44,66,5,8,35,199,20,,5,"WSW",143,55,234
2007120219,"一の橋",4,26,44,70,3,8,35,199,16,,7,"WSW",140,50,234
2007120220,"一の橋",1,33,45,78,1,9,44,205,15,,8,"WSW",135,52,249
2007120221,"一の橋",1,35,46,81,0,10,55,213,23,,0,"N",126,56,268
2007120222,"一の橋",2,59,48,107,0,12,65,225,20,,7,"WSW",126,58,290
2007120223,"一の橋",2,65,49,114,0,13,71,226,26,,9,"WSW",122,58,297
2007120224,"一の橋",2,72,48,120,0,15,71,218,36,,0,"E",114,65,289
2007120301,"一の橋",3,66,46,112,0,16,74,215,41,,6,"E",111,61,289
2007120302,"一の橋",2,84,46,130,0,14,71,218,35,,4,"SSW",110,66,289
