地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注１）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
0,13000,総数,14032044,6887191,7144853,96.4,100,2194.05,6395,-2418,7263067
1,13100,区部,9711047,4761243,4949804,96.2,69.21,627.53,15475,-2945,5231760
1,13200,市部,4241721,2085756,2155965,96.7,30.23,783.95,5411,598,1996649
2,13300,郡部,55102,27427,27675,99.1,0.39,375.86,147,-36,21927
2,13350,島部,24174,12765,11409,111.9,0.17,406.72,59,-35,12731
1,13100,区部,9711047,4761243,4949804,96.2,69.21,627.53,15475,-2945,5231760
4,13101,千代田区,66848,33687,33161,101.6,0.48,11.66,5733,51,37132
4,13102,中央区,170484,81577,88907,91.8,1.21,10.21,16698,35,93698
4,13103,港区,259036,122548,136488,89.8,1.85,20.37,12717,-40,145639
4,13104,新宿区,348471,174389,174082,100.2,2.48,18.22,19126,-16,223297
4,13105,文京区,239891,115341,124550,92.6,1.71,11.29,21248,82,133853
4,13106,台東区,212166,108897,103269,105.4,1.51,10.11,20986,-57,125956
4,13107,墨田区,272520,134874,137646,98,1.94,13.77,19791,20,147351
4,13108,江東区,524754,258068,266686,96.8,3.74,42.99,12206,108,266495
4,13109,品川区,420285,207374,212911,97.4,3,22.84,18401,-213,236725
4,13110,目黒区,286592,134946,151646,89,2.04,14.67,19536,-193,155167
4,13111,大田区,744335,370755,373580,99.2,5.3,61.86,12033,-533,400003
4,13112,世田谷区,941164,444176,496988,89.4,6.71,58.05,16213,-533,492402
4,13113,渋谷区,243216,117515,125701,93.5,1.73,15.11,16096,-285,149837
4,13114,中野区,344132,171956,172176,99.9,2.45,15.59,22074,80,208077
4,13115,杉並区,589419,283500,305919,92.7,4.2,34.06,17305,-197,336247
4,13116,豊島区,300274,150437,149837,100.4,2.14,13.01,23080,-356,183870
4,13117,北区,353961,175753,178208,98.6,2.52,20.61,17174,-14,190129
