地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注１）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
3,13380,三宅支庁,2570,1443,1127,128,0.02,75.8,34,-5,1546
4,13381,三宅村,2253,1262,991,127.3,0.02,55.26,41,-6,1364
4,13382,御蔵島村,317,181,136,133.1,0,20.54,15,1,182
3,13400,八丈支庁,7174,3612,3562,101.4,0.05,83.01,86,-2,3863
4,13401,八丈町,6999,3507,3492,100.4,0.05,72.23,97,-5,3741
4,13402,青ヶ島村,175,105,70,150,0,5.96,29,3,122
3,13420,小笠原支庁,2937,1816,1121,162,0.02,106.88,27,0,1476
4,13421,小笠原村,2937,1816,1121,162,0.02,106.88,27,0,1476
,,,,,,,,,,,
東京都の人口（推計）(補正)_令和3年3月,,,,,,,,,,,
東京都の人口（推計）(補正)令和3年3月1日現在,,,,,,,,,,,
この表は、５年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和２年10月１日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注１）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和２年10月１日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩中央防波堤外側埋立地(1.22k㎡）、新海面処分場(2.36k㎡）（0.00k㎡）を含む。,,,,,,,,,,,
注２）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
