階層コード,地域コード,地域,人口総数／令和3年12月１日,人口総数／令和2年12月１日,人口総数／令和元年12月１日,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,13998001,14039210,14017402,-41209,-0.29,-19401,-0.14
1,13100,区部,9679649,9724111,9709519,-44462,-0.46,-29870,-0.31
1,13200,市部,4239255,4235226,4226954,4029,0.1,12301,0.29
1,13300,郡部,55010,55447,56030,-437,-0.79,-1020,-1.82
1,13350,島部,24087,24426,24899,-339,-1.39,-812,-3.26
,,,,,,,,,
東京都の人口（推計）(補正)_令和3年12月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
