国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-5367,-2180,26642,28822,1070,35997,34927,-1506,9226,10732,-2751,-3565
総数,1,13100,区部,-5456,-2390,20491,22881,-261,26591,26852,-480,6749,7229,-2325,-3791
総数,4,13101,千代田区,-30,-3,170,173,-29,316,345,21,61,40,-19,-33
総数,4,13102,中央区,41,7,394,387,-17,664,681,127,212,85,-76,57
総数,4,13103,港区,-56,-26,598,624,72,1123,1051,98,251,153,-200,107
総数,4,13104,新宿区,-387,46,1069,1023,-237,1445,1682,4,246,242,-200,-154
総数,4,13105,文京区,101,53,557,504,97,911,814,52,187,135,-101,128
総数,4,13106,台東区,67,64,588,524,90,855,765,-22,134,156,-65,97
総数,4,13107,墨田区,7,41,697,656,-31,920,951,39,238,199,-42,61
総数,4,13108,江東区,-303,-174,953,1127,104,1407,1303,-21,367,388,-212,-96
総数,4,13109,品川区,82,12,1044,1032,69,1206,1137,73,334,261,-72,110
総数,4,13110,目黒区,-368,-72,676,748,-207,953,1160,5,184,179,-94,-264
総数,4,13111,大田区,-582,-381,1653,2034,30,1295,1265,-119,500,619,-112,-488
総数,4,13112,世田谷区,-538,-415,1752,2167,-79,2247,2326,36,636,600,-80,-504
総数,4,13113,渋谷区,-122,-39,510,549,-15,1047,1062,57,190,133,-125,-96
総数,4,13114,中野区,-196,-15,802,817,-51,1370,1421,-9,242,251,-121,-96
総数,4,13115,杉並区,-741,-211,1034,1245,-318,1677,1995,-58,366,424,-154,-640
総数,4,13116,豊島区,-476,-164,707,871,-213,1091,1304,-24,180,204,-75,-358
総数,4,13117,北区,-137,-113,850,963,104,1023,919,-48,249,297,-80,-109
総数,4,13118,荒川区,-99,-51,463,514,40,706,666,-52,133,185,-36,-84
総数,4,13119,板橋区,-272,-195,1206,1401,108,1422,1314,-78,375,453,-107,-224
総数,4,13120,練馬区,-440,-212,1372,1584,-71,1633,1704,-62,516,578,-95,-354
総数,4,13121,足立区,-185,-93,1296,1389,230,1285,1055,-250,409,659,-72,-158
総数,4,13122,葛飾区,-327,-169,796,965,51,876,825,-149,293,442,-60,-282
総数,4,13123,江戸川区,-495,-280,1304,1584,12,1119,1107,-100,446,546,-127,-411
総数,1,13200,市部,119,202,6031,5829,1286,9196,7910,-939,2434,3373,-430,261
総数,4,13201,八王子市,30,112,795,683,216,867,651,-205,257,462,-93,56
総数,4,13202,立川市,91,-7,262,269,122,537,415,-35,109,144,11,68
総数,4,13203,武蔵野市,40,-42,231,273,107,528,421,20,112,92,-45,42
総数,4,13204,三鷹市,-97,-24,230,254,-50,492,542,2,144,142,-25,-59
総数,4,13205,青梅市,-87,7,118,111,-1,185,186,-95,48,143,2,-91
総数,4,13206,府中市,-104,-78,321,399,2,606,604,2,177,175,-30,-75
総数,4,13207,昭島市,-8,-44,125,169,48,281,233,-31,71,102,19,-19
総数,4,13208,調布市,138,27,383,356,131,670,539,7,154,147,-27,156
総数,4,13209,町田市,110,146,924,778,142,475,333,-150,211,361,-28,100
総数,4,13210,小金井市,59,-10,192,202,67,422,355,25,108,83,-23,81
総数,4,13211,小平市,-47,-20,215,235,21,447,426,-21,116,137,-27,-4
総数,4,13212,日野市,-28,4,244,240,38,419,381,-36,123,159,-34,-4
総数,4,13213,東村山市,40,1,188,187,91,327,236,-38,95,133,-14,29
総数,4,13214,国分寺市,0,37,212,175,-11,354,365,-6,83,89,-20,0
総数,4,13215,国立市,-42,-5,107,112,-3,208,211,-10,53,63,-24,-29
総数,4,13218,福生市,-28,35,110,75,-29,148,177,-18,42,60,-16,-23
総数,4,13219,狛江市,-37,-16,133,149,11,179,168,-27,50,77,-5,-38
総数,4,13220,東大和市,-23,9,87,78,4,178,174,-35,40,75,-1,-27
総数,4,13221,清瀬市,2,14,122,108,21,148,127,-23,41,64,-10,3
総数,4,13222,東久留米市,55,28,181,153,101,258,157,-72,51,123,-2,46
総数,4,13223,武蔵村山市,24,34,83,49,37,161,124,-33,38,71,-14,23
総数,4,13224,多摩市,-81,-18,178,196,-21,245,266,-52,64,116,10,-85
総数,4,13225,稲城市,63,50,180,130,26,178,152,1,61,60,-14,68
総数,4,13227,羽村市,28,17,83,66,24,137,113,-21,30,51,8,35
総数,4,13228,あきる野市,21,10,78,68,45,187,142,-34,44,78,0,5
総数,4,13229,西東京市,0,-65,249,314,147,559,412,-54,112,166,-28,3
総数,1,13550,町村部,-30,8,120,112,45,210,165,-87,43,130,4,-35
総数,2,13300,郡部,-21,-6,51,57,54,146,92,-73,24,97,4,-22
総数,4,13303,瑞穂町,-28,-11,32,43,13,67,54,-30,16,46,0,-29
総数,4,13305,日の出町,13,6,18,12,27,54,27,-21,7,28,1,14
総数,4,13307,檜原村,-2,-1,0,1,8,10,2,-9,1,10,0,-2
総数,4,13308,奥多摩町,-4,0,1,1,6,15,9,-13,0,13,3,-5
総数,2,13350,島部,-9,14,69,55,-9,64,73,-14,19,33,0,-13
総数,3,13360,大島支庁,9,20,34,14,-11,25,36,-1,9,10,1,5
総数,4,13361,大島町,5,7,17,10,-5,16,21,2,7,5,1,1
総数,4,13362,利島村,3,2,3,1,1,1,0,0,0,0,0,3
