国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-10891,-3216,28042,31258,-1381,37595,38976,-4451,6661,11112,-1843,-7963
総数,1,13100,区部,-9505,-3129,21536,24665,-2170,27717,29887,-2535,4902,7437,-1671,-6596
総数,4,13101,千代田区,-68,-31,151,182,-12,399,411,1,40,39,-26,-44
総数,4,13102,中央区,-81,-15,432,447,-35,772,807,37,136,99,-68,-31
総数,4,13103,港区,-340,-9,617,626,-234,991,1225,28,161,133,-125,-94
総数,4,13104,新宿区,-620,-3,1048,1051,-351,1646,1997,-48,181,229,-218,-101
総数,4,13105,文京区,-319,-7,525,532,-226,753,979,-24,130,154,-62,-243
総数,4,13106,台東区,-40,-6,574,580,71,906,835,-104,90,194,-1,24
総数,4,13107,墨田区,-32,79,814,735,-34,972,1006,-44,179,223,-33,40
総数,4,13108,江東区,-239,-19,1049,1068,4,1389,1385,-47,309,356,-177,-135
総数,4,13109,品川区,-369,-86,1005,1091,-215,1126,1341,-26,243,269,-42,-267
総数,4,13110,目黒区,-423,-139,649,788,-235,979,1214,-11,161,172,-38,-366
総数,4,13111,大田区,-641,-430,1843,2273,50,1401,1351,-215,381,596,-46,-543
総数,4,13112,世田谷区,-948,-455,1861,2316,-325,2377,2702,-133,475,608,-35,-799
総数,4,13113,渋谷区,-235,-80,540,620,-101,1112,1213,20,146,126,-74,-147
総数,4,13114,中野区,-552,-119,827,946,-172,1470,1642,-103,158,261,-158,-360
総数,4,13115,杉並区,-704,-179,1150,1329,-351,1797,2148,-138,280,418,-36,-550
総数,4,13116,豊島区,-366,-72,848,920,-128,1268,1396,-57,150,207,-109,-121
総数,4,13117,北区,-373,-203,854,1057,33,1052,1019,-147,168,315,-56,-273
総数,4,13118,荒川区,-110,-63,491,554,41,736,695,-64,104,168,-24,-97
総数,4,13119,板橋区,-805,-269,1268,1537,-156,1295,1451,-251,278,529,-129,-652
総数,4,13120,練馬区,-550,-237,1411,1648,101,1836,1735,-306,317,623,-108,-368
総数,4,13121,足立区,-351,-143,1419,1562,222,1308,1086,-431,281,712,1,-327
総数,4,13122,葛飾区,-388,-133,816,949,49,920,871,-234,221,455,-70,-300
総数,4,13123,江戸川区,-951,-510,1344,1854,-166,1212,1378,-238,313,551,-37,-842
総数,1,13200,市部,-1396,-127,6395,6522,731,9707,8976,-1825,1727,3552,-175,-1348
総数,4,13201,八王子市,-376,-68,876,944,57,844,787,-298,197,495,-67,-340
総数,4,13202,立川市,-150,-6,254,260,-51,468,519,-82,66,148,-11,-176
総数,4,13203,武蔵野市,29,71,297,226,-1,599,600,-20,73,93,-21,62
