階層コード,地域コード,地域,人口総数／令和3年8月１日,人口総数／令和2年8月１日,人口総数／令和元年8月１日,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14026137,14067911,13996614,-41774,-0.3,29523,0.21
1,13100,区部,9705259,9752268,9689759,-47009,-0.48,15500,0.16
1,13200,市部,4241630,4235613,4225618,6017,0.14,16012,0.38
1,13300,郡部,55076,55558,56260,-482,-0.87,-1184,-2.1
1,13350,島部,24172,24472,24977,-300,-1.23,-805,-3.22
,,,,,,,,,
東京都の人口（推計）(補正)_令和3年8月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
