国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-2418,-883,29088,29971,715,38245,37530,-1197,8538,9735,-1053,11
総数,1,13100,区部,-2945,-1263,22648,23911,-418,28713,29131,-251,6214,6465,-1013,-608
総数,4,13101,千代田区,51,25,193,168,-20,359,379,37,60,23,9,74
総数,4,13102,中央区,35,-6,489,495,-17,740,757,97,173,76,-39,37
総数,4,13103,港区,-40,3,633,630,48,1166,1118,102,220,118,-193,168
総数,4,13104,新宿区,-16,267,1270,1003,-252,1665,1917,18,218,200,-49,226
総数,4,13105,文京区,82,49,574,525,-4,893,897,29,156,127,8,129
総数,4,13106,台東区,-57,6,629,623,33,942,909,-30,130,160,-66,41
総数,4,13107,墨田区,20,77,878,801,26,946,920,-80,172,252,-3,25
総数,4,13108,江東区,108,54,1142,1088,52,1499,1447,73,366,293,-71,170
総数,4,13109,品川区,-213,-104,1028,1132,-121,1220,1341,74,328,254,-62,-137
総数,4,13110,目黒区,-193,-100,603,703,-98,1104,1202,9,182,173,-4,-125
総数,4,13111,大田区,-533,-364,1759,2123,-20,1353,1373,-83,466,549,-66,-432
総数,4,13112,世田谷区,-533,-269,1973,2242,-237,2206,2443,-9,584,593,-18,-355
総数,4,13113,渋谷区,-285,-6,578,584,-173,1099,1272,26,151,125,-132,-110
総数,4,13114,中野区,80,209,1008,799,-104,1482,1586,12,220,208,-37,137
総数,4,13115,杉並区,-197,21,1242,1221,-264,1875,2139,-1,377,378,47,-114
総数,4,13116,豊島区,-356,-84,861,945,-172,1261,1433,-27,151,178,-73,-145
総数,4,13117,北区,-14,-41,992,1033,127,1157,1030,-30,221,251,-70,98
総数,4,13118,荒川区,-32,43,532,489,-3,749,752,-44,146,190,-28,28
総数,4,13119,板橋区,-172,-211,1344,1555,205,1582,1377,-81,349,430,-85,-56
総数,4,13120,練馬区,28,-186,1354,1540,275,1944,1669,-11,507,518,-50,108
総数,4,13121,足立区,-109,-124,1397,1521,211,1338,1127,-184,363,547,-12,-2
総数,4,13122,葛飾区,-81,-61,919,980,118,962,844,-95,272,367,-43,-6
総数,4,13123,江戸川区,-518,-461,1250,1711,-28,1171,1199,-53,402,455,24,-367
総数,1,13200,市部,598,363,6355,5992,1130,9403,8273,-859,2288,3147,-36,692
総数,4,13201,八王子市,142,131,852,721,218,876,658,-203,247,450,-4,161
総数,4,13202,立川市,78,75,297,222,36,508,472,-19,118,137,-14,72
総数,4,13203,武蔵野市,70,50,300,250,42,580,538,-12,91,103,-10,91
総数,4,13204,三鷹市,-67,-27,289,316,-42,521,563,3,124,121,-1,-40
総数,4,13205,青梅市,-101,0,127,127,-8,192,200,-90,47,137,-3,-102
総数,4,13206,府中市,3,-44,365,409,40,597,557,-35,152,187,42,-13
総数,4,13207,昭島市,126,-14,124,138,162,392,230,-29,60,89,7,121
総数,4,13208,調布市,30,-43,357,400,98,723,625,7,163,156,-32,7
総数,4,13209,町田市,165,259,985,726,53,435,382,-131,204,335,-16,161
総数,4,13210,小金井市,86,-17,202,219,62,393,331,19,85,66,22,91
総数,4,13211,小平市,54,-30,218,248,56,483,427,-14,122,136,42,31
総数,4,13212,日野市,100,57,278,221,78,480,402,-37,106,143,2,111
総数,4,13213,東村山市,18,-2,214,216,74,338,264,-48,69,117,-6,30
総数,4,13214,国分寺市,84,6,226,220,79,418,339,-3,90,93,2,103
総数,4,13215,国立市,13,32,143,111,2,225,223,-14,40,54,-7,17
総数,4,13218,福生市,-34,-24,79,103,6,138,132,-12,26,38,-4,-23
総数,4,13219,狛江市,-51,-42,142,184,-11,166,177,-1,59,60,3,-48
総数,4,13220,東大和市,16,4,76,72,38,201,163,-30,44,74,4,15
総数,4,13221,清瀬市,67,49,151,102,69,178,109,-39,32,71,-12,68
総数,4,13222,東久留米市,30,-15,143,158,73,285,212,-27,62,89,-1,18
総数,4,13223,武蔵村山市,-48,10,58,48,-32,114,146,-18,35,53,-8,-32
総数,4,13224,多摩市,-87,12,211,199,-31,253,284,-50,77,127,-18,-79
総数,4,13225,稲城市,56,-4,143,147,56,181,125,-1,51,52,5,55
総数,4,13227,羽村市,-4,19,73,54,-15,111,126,-8,28,36,0,-3
総数,4,13228,あきる野市,-21,-4,61,65,40,169,129,-49,42,91,-8,-1
総数,4,13229,西東京市,-127,-75,241,316,-13,446,459,-18,114,132,-21,-119
総数,1,13550,町村部,-71,17,85,68,3,129,126,-87,36,123,-4,-73
総数,2,13300,郡部,-36,20,50,30,15,113,98,-66,25,91,-5,-39
総数,4,13303,瑞穂町,-6,15,36,21,6,66,60,-19,16,35,-8,-6
総数,4,13305,日の出町,-11,3,10,7,3,33,30,-20,9,29,3,-12
総数,4,13307,檜原村,-11,0,1,1,-1,4,5,-10,0,10,0,-11
総数,4,13308,奥多摩町,-8,2,3,1,7,10,3,-17,0,17,0,-10
総数,2,13350,島部,-35,-3,35,38,-12,16,28,-21,11,32,1,-34
総数,3,13360,大島支庁,-23,2,16,14,-7,7,14,-17,4,21,-1,-21
総数,4,13361,大島町,-14,2,10,8,-5,5,10,-10,3,13,-1,-12
総数,4,13362,利島村,1,0,1,1,1,1,0,0,0,0,0,1
総数,4,13363,新島村,-10,-5,0,5,-2,0,2,-3,1,4,0,-10
総数,4,13364,神津島村,0,5,5,0,-1,1,2,-4,0,4,0,0
総数,3,13380,三宅支庁,0,3,4,1,-2,0,2,-1,3,4,0,0
総数,4,13381,三宅村,-1,2,3,1,-2,0,2,-1,3,4,0,-1
総数,4,13382,御蔵島村,1,1,1,0,0,0,0,0,0,0,0,1
総数,3,13400,八丈支庁,-6,-4,7,11,-1,5,6,-3,4,7,2,-7
総数,4,13401,八丈町,-7,-5,6,11,-1,5,6,-3,4,7,2,-8
