地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注１）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
0,13000,総数,14033664,6889456,7144208,96.4,100,2194.05,6396,15155,7251364
1,13100,区部,9717683,4765688,4951995,96.2,69.25,627.53,15486,11175,5228461
1,13200,市部,4236932,2083734,2153198,96.8,30.19,783.95,5405,4610,1988546
2,13300,郡部,55221,27482,27739,99.1,0.39,375.86,147,-102,21907
2,13350,島部,23828,12552,11276,111.3,0.17,406.72,59,-528,12450
1,13100,区部,9717683,4765688,4951995,96.2,69.25,627.53,15486,11175,5228461
4,13101,千代田区,66778,33685,33093,101.8,0.48,11.66,5727,53,37070
4,13102,中央区,170002,81339,88663,91.7,1.21,10.21,16651,384,93291
4,13103,港区,259414,122765,136649,89.8,1.85,20.37,12735,95,145668
4,13104,新宿区,349383,174911,174472,100.3,2.49,18.22,19176,-302,223901
4,13105,文京区,239945,115358,124587,92.6,1.71,11.29,21253,394,133865
4,13106,台東区,212311,109072,103239,105.6,1.51,10.11,21000,273,125801
4,13107,墨田区,272409,134775,137634,97.9,1.94,13.77,19783,483,146873
4,13108,江東区,524300,257853,266447,96.8,3.74,42.99,12196,881,265650
4,13109,品川区,421042,207835,213207,97.5,3,22.84,18434,442,237152
4,13110,目黒区,287099,135256,151843,89.1,2.05,14.67,19570,409,155443
4,13111,大田区,745402,371233,374169,99.2,5.31,61.86,12050,1688,400075
4,13112,世田谷区,941878,444729,497149,89.5,6.71,58.05,16225,1575,492323
4,13113,渋谷区,243276,117608,125668,93.6,1.73,15.11,16100,88,149694
4,13114,中野区,344407,172247,172160,100.1,2.45,15.59,22092,629,208169
4,13115,杉並区,589774,283628,306146,92.6,4.2,34.06,17316,1118,336193
4,13116,豊島区,301005,150869,150136,100.5,2.14,13.01,23136,-419,184228
4,13117,北区,354285,175940,178345,98.7,2.52,20.61,17190,97,190118
4,13118,荒川区,217380,107631,109749,98.1,1.55,10.16,21396,73,112556
4,13119,板橋区,583556,285616,297940,95.9,4.16,32.22,18112,1032,315688
4,13120,練馬区,752134,361306,390828,92.4,5.36,48.08,15643,1171,376012
4,13121,足立区,694406,346892,347514,99.8,4.95,53.25,13040,931,347814
4,13122,葛飾区,451961,225178,226783,99.3,3.22,34.8,12987,189,216841
4,13123,江戸川区,695536,349962,345574,101.3,4.96,49.9,13939,-109,334036
1,13200,市部,4236932,2083734,2153198,96.8,30.19,783.95,5405,4610,1988546
4,13201,八王子市,578827,290965,287862,101.1,4.12,186.38,3106,355,268386
4,13202,立川市,183803,91251,92552,98.6,1.31,24.36,7545,278,90344
4,13203,武蔵野市,150447,72011,78436,91.8,1.07,10.98,13702,483,78405
4,13204,三鷹市,196103,94678,101425,93.3,1.4,16.42,11943,371,97021
4,13205,青梅市,132905,66343,66562,99.7,0.95,103.31,1286,-234,56756
4,13206,府中市,262974,131579,131395,100.1,1.87,29.43,8936,590,124695
4,13207,昭島市,113902,56672,57230,99,0.81,17.34,6569,90,52501
4,13208,調布市,243065,117162,125903,93.1,1.73,21.58,11263,498,121498
4,13209,町田市,431524,210629,220895,95.4,3.07,71.55,6031,580,193728
4,13210,小金井市,126725,61992,64733,95.8,0.9,11.3,11215,397,63621
4,13211,小平市,198826,97406,101420,96,1.42,20.51,9694,-186,91719
4,13212,日野市,190491,94860,95631,99.2,1.36,27.55,6914,110,90913
4,13213,東村山市,151596,73677,77919,94.6,1.08,17.14,8845,-37,68756
4,13214,国分寺市,130082,63453,66629,95.2,0.93,11.46,11351,481,64566
4,13215,国立市,77050,37450,39600,94.6,0.55,8.15,9454,177,38418
4,13218,福生市,56233,27962,28271,98.9,0.4,10.16,5535,-101,28243
4,13219,狛江市,84630,40906,43724,93.6,0.6,6.39,13244,110,42768
4,13220,東大和市,83890,40974,42916,95.5,0.6,13.42,6251,-20,36553
4,13221,清瀬市,76357,36646,39711,92.3,0.54,10.23,7464,115,35281
4,13222,東久留米市,115330,55641,59689,93.2,0.82,12.88,8954,73,51507
4,13223,武蔵村山市,70841,35288,35553,99.3,0.5,15.32,4624,-21,30256
4,13224,多摩市,146756,71527,75229,95.1,1.05,21.01,6985,126,68801
4,13225,稲城市,93685,47159,46526,101.4,0.67,17.97,5213,291,40395
4,13227,羽村市,54165,27345,26820,102,0.39,9.9,5471,7,23957
4,13228,あきる野市,79177,39145,40032,97.8,0.56,73.47,1078,-35,32082
4,13229,西東京市,207548,101013,106535,94.8,1.48,15.75,13178,112,97376
1,13550,町村部　注２）,79049,40034,39015,102.6,0.56,782.58,101,-630,34357
