地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注１）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
2,13300,郡部,55221,27482,27739,99.1,0.39,375.86,147,-102,21907
4,13303,瑞穂町,31623,15896,15727,101.1,0.23,16.85,1877,-80,13099
4,13305,日の出町,16927,8262,8665,95.3,0.12,28.07,603,-8,6019
4,13307,檜原村,1981,974,1007,96.7,0.01,105.41,19,-1,831
4,13308,奥多摩町,4690,2350,2340,100.4,0.03,225.53,21,-13,1958
2,13350,島部,23828,12552,11276,111.3,0.17,406.72,59,-528,12450
3,13360,大島支庁,11420,5848,5572,105,0.08,141.01,81,-255,5697
4,13361,大島町,6901,3541,3360,105.4,0.05,90.76,76,-168,3578
4,13362,利島村,314,188,126,149.2,0,4.12,76,-15,182
4,13363,新島村,2370,1168,1202,97.2,0.02,27.54,86,-54,1132
4,13364,神津島村,1835,951,884,107.6,0.01,18.58,99,-18,805
3,13380,三宅支庁,2492,1389,1103,125.9,0.02,75.81,33,-78,1490
4,13381,三宅村,2179,1211,968,125.1,0.02,55.26,39,-74,1311
4,13382,御蔵島村,313,178,135,131.9,0,20.55,15,-4,179
3,13400,八丈支庁,7026,3523,3503,100.6,0.05,83.02,85,-148,3801
4,13401,八丈町,6854,3423,3431,99.8,0.05,72.24,95,-145,3679
4,13402,青ヶ島村,172,100,72,138.9,0,5.96,29,-3,122
3,13420,小笠原支庁,2890,1792,1098,163.2,0.02,106.88,27,-47,1462
4,13421,小笠原村,2890,1792,1098,163.2,0.02,106.88,27,-47,1462
,,,,,,,,,,,
東京都の人口（推計）(補正)_令和3年4月,,,,,,,,,,,
東京都の人口（推計）(補正)令和3年4月1日現在,,,,,,,,,,,
この表は、５年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和２年10月１日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注１）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和３年１月１日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩中央防波堤外側埋立地(1.22k㎡）、新海面処分場(2.36k㎡）（0.00k㎡）を含む。,,,,,,,,,,,
注２）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
