階層コード,地域コード,地域,人口総数／令和3年7月１日,人口総数／令和2年7月１日,人口総数／令和元年7月１日,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14032044,14072650,13987895,-40606,-0.29,44149,0.32
1,13100,区部,9711047,9756563,9681405,-45516,-0.47,29642,0.31
1,13200,市部,4241721,4235973,4225265,5748,0.14,16456,0.39
1,13300,郡部,55102,55616,56256,-514,-0.92,-1154,-2.05
1,13350,島部,24174,24498,24969,-324,-1.32,-795,-3.18
,,,,,,,,,
東京都の人口（推計）(補正)_令和3年7月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
