階層コード,地域コード,地域,人口総数／令和3年11月１日,人口総数／令和2年11月１日,人口総数／令和元年11月１日,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14002563,14040236,14016134,-37673,-0.27,-13571,-0.1
1,13100,区部,9683771,9725535,9707653,-41764,-0.43,-23882,-0.25
1,13200,市部,4239684,4234866,4227467,4818,0.11,12217,0.29
1,13300,郡部,55009,55402,56104,-393,-0.71,-1095,-1.95
1,13350,島部,24099,24433,24910,-334,-1.37,-811,-3.26
,,,,,,,,,
東京都の人口（推計）(補正)_令和3年11月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
