国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-5079,-264,28412,28676,-1584,34696,36280,-1851,8197,10048,-1380,-3029
総数,1,13100,区部,-4587,-264,22232,22496,-2315,25886,28201,-801,5981,6782,-1207,-2725
総数,4,13101,千代田区,-33,3,181,178,-76,259,335,21,56,35,19,-25
総数,4,13102,中央区,45,23,435,412,-50,634,684,95,164,69,-23,32
総数,4,13103,港区,-153,-28,585,613,-146,993,1139,51,202,151,-30,-88
総数,4,13104,新宿区,-459,9,1019,1010,-325,1491,1816,-13,206,219,-130,-225
総数,4,13105,文京区,-207,-4,497,501,-178,734,912,-8,149,157,-17,-130
総数,4,13106,台東区,-98,-41,571,612,-10,786,796,5,150,145,-52,0
総数,4,13107,墨田区,103,83,793,710,38,923,885,-6,198,204,-12,87
総数,4,13108,江東区,43,2,1177,1175,105,1334,1229,21,369,348,-85,57
総数,4,13109,品川区,-253,-119,1011,1130,-148,1124,1272,19,294,275,-5,-212
総数,4,13110,目黒区,-198,-71,635,706,-128,964,1092,-6,186,192,7,-186
総数,4,13111,大田区,-470,324,1841,1517,-659,1189,1848,-86,431,517,-49,-416
総数,4,13112,世田谷区,-342,-130,1953,2083,-229,2089,2318,65,601,536,-48,-228
総数,4,13113,渋谷区,-56,-16,525,541,-42,1110,1152,32,162,130,-30,33
総数,4,13114,中野区,-405,-29,877,906,-249,1344,1593,-45,190,235,-82,-217
総数,4,13115,杉並区,-514,-7,1246,1253,-447,1658,2105,-25,353,378,-35,-412
総数,4,13116,豊島区,-263,0,854,854,-128,1280,1408,-64,162,226,-71,-81
総数,4,13117,北区,-242,-52,938,990,-22,954,976,-100,208,308,-68,-143
総数,4,13118,荒川区,-10,27,532,505,27,715,688,-47,141,188,-17,87
総数,4,13119,板橋区,-412,-168,1307,1475,-15,1332,1347,-158,295,453,-71,-297
総数,4,13120,練馬区,-37,-127,1428,1555,206,1821,1615,-42,441,483,-74,79
総数,4,13121,足立区,-109,78,1503,1425,167,1203,1036,-287,368,655,-67,-104
総数,4,13122,葛飾区,-106,33,973,940,33,873,840,-136,259,395,-36,-27
総数,4,13123,江戸川区,-411,-54,1351,1405,-39,1076,1115,-87,396,483,-231,-309
総数,1,13200,市部,-433,8,6095,6087,710,8688,7978,-965,2187,3152,-186,-234
総数,4,13201,八王子市,-91,8,791,783,126,769,643,-182,262,444,-43,-103
総数,4,13202,立川市,-60,10,263,253,-22,455,477,-37,112,149,-11,-49
総数,4,13203,武蔵野市,-19,7,260,253,-17,508,525,16,105,89,-25,17
総数,4,13204,三鷹市,22,8,321,313,5,527,522,3,119,116,6,28
総数,4,13205,青梅市,-70,17,118,101,8,204,196,-97,54,151,2,-79
総数,4,13206,府中市,1,3,355,352,-8,482,490,-12,160,172,18,6
総数,4,13207,昭島市,77,5,120,115,115,347,232,-39,67,106,-4,80
総数,4,13208,調布市,-65,-5,415,420,-52,574,626,-2,146,148,-6,-57
総数,4,13209,町田市,-52,13,858,845,128,464,336,-168,164,332,-25,-9
総数,4,13210,小金井市,32,27,222,195,22,372,350,-11,82,93,-6,49
総数,4,13211,小平市,-85,-72,227,299,12,446,434,-7,121,128,-18,-66
総数,4,13212,日野市,76,45,266,221,66,431,365,-38,92,130,3,85
総数,4,13213,東村山市,100,-39,160,199,198,427,229,-50,85,135,-9,94
総数,4,13214,国分寺市,62,0,238,238,66,382,316,-10,72,82,6,60
総数,4,13215,国立市,-40,16,130,114,-29,192,221,-21,37,58,-6,-27
総数,4,13218,福生市,-68,10,101,91,-64,124,188,-5,29,34,-9,-29
総数,4,13219,狛江市,-7,-1,145,146,5,180,175,-12,44,56,1,-7
総数,4,13220,東大和市,12,26,83,57,11,162,151,-25,44,69,0,18
総数,4,13221,清瀬市,-63,10,133,123,-42,154,196,-29,46,75,-2,-68
総数,4,13222,東久留米市,-10,-41,131,172,87,247,160,-43,61,104,-13,1
総数,4,13223,武蔵村山市,-10,-11,52,63,22,132,110,-22,27,49,1,-6
総数,4,13224,多摩市,-109,-8,168,176,-6,251,257,-74,46,120,-21,-100
総数,4,13225,稲城市,9,29,141,112,-2,141,143,-5,60,65,-13,13
総数,4,13227,羽村市,-3,11,81,70,9,118,109,-20,21,41,-3,-12
総数,4,13228,あきる野市,-18,-19,58,77,53,172,119,-53,30,83,1,-25
総数,4,13229,西東京市,-54,-41,258,299,19,427,408,-22,101,123,-10,-48
総数,1,13550,町村部,-59,-8,85,93,21,122,101,-85,29,114,13,-70
総数,2,13300,郡部,-20,8,54,46,16,100,84,-55,24,79,11,-31
総数,4,13303,瑞穂町,-11,3,37,34,6,59,53,-23,11,34,3,-22
総数,4,13305,日の出町,9,2,13,11,14,34,20,-12,10,22,5,9
総数,4,13307,檜原村,-6,2,2,0,-3,3,6,-5,0,5,0,-6
総数,4,13308,奥多摩町,-12,1,2,1,-1,4,5,-15,3,18,3,-12
総数,2,13350,島部,-39,-16,31,47,5,22,17,-30,5,35,2,-39
総数,3,13360,大島支庁,-29,-5,11,16,-4,5,9,-20,3,23,0,-28
総数,4,13361,大島町,-19,-5,8,13,-1,5,6,-13,1,14,0,-18
総数,4,13362,利島村,1,1,3,2,0,0,0,0,0,0,0,1
総数,4,13363,新島村,-10,-1,0,1,-3,0,3,-6,0,6,0,-10
総数,4,13364,神津島村,-1,0,0,0,0,0,0,-1,2,3,0,-1
総数,3,13380,三宅支庁,-6,-10,2,12,4,6,2,0,1,1,0,-7
総数,4,13381,三宅村,-2,-8,0,8,6,6,0,0,1,1,0,-3
総数,4,13382,御蔵島村,-4,-2,2,4,-2,0,2,0,0,0,0,-4
総数,3,13400,八丈支庁,-3,1,8,7,4,8,4,-10,1,11,2,-3
総数,4,13401,八丈町,-6,0,7,7,2,6,4,-10,1,11,2,-6
総数,4,13402,青ヶ島村,3,1,1,0,2,2,0,0,0,0,0,3
総数,3,13420,小笠原支庁,-1,-2,10,12,1,3,2,0,0,0,0,-1
総数,4,13421,小笠原村,-1,-2,10,12,1,3,2,0,0,0,0,-1
日本人,0,13000,総数,-3029,253,26259,26006,-1541,30434,31975,-2031,7949,9980,290,
日本人,1,13100,区部,-2725,149,20401,20252,-2168,22202,24370,-956,5766,6722,250,
日本人,4,13101,千代田区,-25,-5,168,173,-50,236,286,19,54,35,11,
日本人,4,13102,中央区,32,20,414,394,-53,582,635,92,161,69,-27,
日本人,4,13103,港区,-88,-16,533,549,-122,897,1019,49,197,148,1,
