国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-2489,-4967,24961,29928,769,39104,38335,-2763,7894,10657,4472,-8050
総数,1,13100,区部,-3079,-5009,19078,24087,-807,28987,29794,-1318,5791,7109,4055,-7870
総数,4,13101,千代田区,7,0,178,178,-23,370,393,15,45,30,15,-24
総数,4,13102,中央区,165,15,470,455,99,905,806,80,157,77,-29,163
総数,4,13103,港区,-504,-100,601,701,-275,1022,1297,89,227,138,-218,-300
総数,4,13104,新宿区,415,-228,917,1145,-364,1662,2026,-43,192,235,1050,-453
総数,4,13105,文京区,3,17,529,512,-175,758,933,-1,158,159,162,-193
総数,4,13106,台東区,271,-56,536,592,30,881,851,-34,126,160,331,-122
総数,4,13107,墨田区,184,-48,658,706,120,1020,900,-26,194,220,138,26
総数,4,13108,江東区,-231,-128,997,1125,-127,1395,1522,-18,319,337,42,-310
総数,4,13109,品川区,-442,-345,839,1184,-93,1268,1361,22,288,266,-26,-438
総数,4,13110,目黒区,-214,-269,580,849,18,1255,1237,29,189,160,8,-302
総数,4,13111,大田区,-1055,-802,1503,2305,-66,1267,1333,-167,438,605,-20,-1085
総数,4,13112,世田谷区,-546,-430,1716,2146,-76,2472,2548,-116,481,597,76,-739
総数,4,13113,渋谷区,-207,-113,516,629,-82,1226,1308,47,164,117,-59,-208
総数,4,13114,中野区,-20,-151,704,855,-26,1574,1600,-48,198,246,205,-194
総数,4,13115,杉並区,-532,-210,935,1145,-400,1855,2255,-58,353,411,136,-670
総数,4,13116,豊島区,383,-130,734,864,-166,1277,1443,-38,164,202,717,-235
総数,4,13117,北区,28,-245,771,1016,40,1036,996,-110,216,326,343,-352
総数,4,13118,荒川区,256,-117,464,581,71,737,666,-42,138,180,344,-45
総数,4,13119,板橋区,-71,-335,1101,1436,189,1563,1374,-159,322,481,234,-397
総数,4,13120,練馬区,-251,-235,1273,1508,42,1816,1774,-178,388,566,120,-450
総数,4,13121,足立区,-243,-368,1192,1560,252,1370,1118,-257,364,621,130,-352
総数,4,13122,葛飾区,-146,-211,709,920,120,970,850,-173,275,448,118,-373
総数,4,13123,江戸川区,-329,-520,1155,1675,85,1288,1203,-132,395,527,238,-817
総数,1,13200,市部,647,55,5811,5756,1542,9963,8421,-1362,2072,3434,412,-129
総数,4,13201,八王子市,30,19,706,687,184,884,700,-230,235,465,57,-94
総数,4,13202,立川市,-12,-7,269,276,33,474,441,-37,113,150,-1,-35
総数,4,13203,武蔵野市,-19,-37,207,244,20,561,541,-4,92,96,2,-23
総数,4,13204,三鷹市,20,-1,234,235,43,613,570,-55,97,152,33,-4
総数,4,13205,青梅市,-111,0,105,105,-10,206,216,-94,48,142,-7,-114
総数,4,13206,府中市,-108,-94,272,366,-71,526,597,-44,138,182,101,-231
総数,4,13207,昭島市,19,8,108,100,60,284,224,-72,51,123,23,5
総数,4,13208,調布市,1,-24,355,379,77,700,623,-55,128,183,3,-7
総数,4,13209,町田市,40,149,914,765,89,443,354,-209,167,376,11,-37
総数,4,13210,小金井市,221,74,256,182,160,520,360,-10,77,87,-3,206
総数,4,13211,小平市,67,46,258,212,86,530,444,-45,101,146,-20,70
総数,4,13212,日野市,79,-23,226,249,101,449,348,-8,114,122,9,52
総数,4,13213,東村山市,4,-50,177,227,105,353,248,-55,70,125,4,-19
総数,4,13214,国分寺市,235,21,208,187,210,555,345,-13,71,84,17,211
総数,4,13215,国立市,-62,-32,94,126,-22,218,240,-13,45,58,5,-68
総数,4,13218,福生市,76,18,91,73,-4,145,149,-17,37,54,79,-17
総数,4,13219,狛江市,-44,-50,123,173,14,227,213,-21,53,74,13,-51
総数,4,13220,東大和市,-7,-17,65,82,48,217,169,-16,41,57,-22,-11
総数,4,13221,清瀬市,33,32,140,108,53,174,121,-53,42,95,1,27
総数,4,13222,東久留米市,11,17,164,147,62,266,204,-65,55,120,-3,25
