階層コード,地域コード,地域,人口総数／令和3年10月１日,人口総数／令和2年10月１日,人口総数／令和元年10月１日,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14011487,14047594,14004097,-36107,-0.26,7390,0.05
1,13100,区部,9691689,9733276,9696700,-41587,-0.43,-5011,-0.05
1,13200,市部,4240673,4234381,4226314,6292,0.15,14359,0.34
1,13300,郡部,55015,55476,56157,-461,-0.83,-1142,-2.03
1,13350,島部,24110,24461,24926,-351,-1.43,-816,-3.27
,,,,,,,,,
東京都の人口（推計）(補正)_令和3年10月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
