国籍階層,国籍,地域階層,地域コード,地域,総数/総数(人),総数/0～4歳(人),総数/5～9歳(人),総数/10～14歳(人),総数/15～19歳(人),総数/20～24歳(人),総数/25～29歳(人),総数/30～34歳(人),総数/35～39歳(人),総数/40～44歳(人),総数/45～49歳(人),総数/50～54歳(人),総数/55～59歳(人),総数/60～64歳(人),総数/65～69歳(人),総数/70～74歳(人),総数/75～79歳(人),総数/80～84歳(人),総数/85～89歳(人),総数/90歳以上(人),男/総数(人),男/0～4歳(人),男/5～9歳(人),男/10～14歳(人),男/15～19歳(人),男/20～24歳(人),男/25～29歳(人),男/30～34歳(人),男/35～39歳(人),男/40～44歳(人),男/45～49歳(人),男/50～54歳(人),男/55～59歳(人),男/60～64歳(人),男/65～69歳(人),男/70～74歳(人),男/75～79歳(人),男/80～84歳(人),男/85～89歳(人),男/90歳以上(人),女/総数(人),女/0～4歳(人),女/5～9歳(人),女/10～14歳(人),女/15～19歳(人),女/20～24歳(人),女/25～29歳(人),女/30～34歳(人),女/35～39歳(人),女/40～44歳(人),女/45～49歳(人),女/50～54歳(人),女/55～59歳(人),女/60～64歳(人),女/65～69歳(人),女/70～74歳(人),女/75～79歳(人),女/80～84歳(人),女/85～89歳(人),女/90歳以上(人)
0,外国人含む,0,13000,都総数,913431,32251,15760,9723,36945,192855,225646,133187,77831,48359,36151,29930,21263,14109,9232,8282,6892,6232,5150,3633,474452,16377,8009,4936,19115,97541,116004,69992,42851,27284,20189,16137,11740,7713,4857,4085,2997,2194,1537,894,438979,15874,7751,4787,17830,95314,109642,63195,34980,21075,15962,13793,9523,6396,4375,4197,3895,4038,3613,2739
0,外国人含む,1,13100,区部,703015,21258,10658,6925,25015,154430,184929,105830,59870,36700,27139,21795,15066,9562,5970,5141,4138,3675,2950,1964,364841,10826,5411,3556,12857,77589,94758,55493,32768,20683,15188,11911,8418,5279,3165,2539,1800,1270,852,478,338174,10432,5247,3369,12158,76841,90171,50337,27102,16017,11951,9884,6648,4283,2805,2602,2338,2405,2098,1486
0,外国人含む,4,13101,千代田区,7364,226,198,130,213,1126,1733,1183,777,485,401,298,209,130,77,54,47,25,32,20,4146,102,112,61,98,623,977,685,456,284,250,176,137,72,44,26,19,10,10,4,3218,124,86,69,115,503,756,498,321,201,151,122,72,58,33,28,28,15,22,16
0,外国人含む,4,13102,中央区,15747,489,226,148,285,2267,4120,2906,1653,1041,726,593,470,252,164,127,102,87,51,40,7982,236,99,74,157,1107,2054,1482,876,574,403,302,267,134,76,43,45,30,13,10,7765,253,127,74,128,1160,2066,1424,777,467,323,291,203,118,88,84,57,57,38,30
0,外国人含む,4,13103,港区,24000,1027,601,338,566,3570,5248,3900,2515,1722,1226,1052,704,458,305,253,184,154,114,63,12083,520,287,165,308,1753,2628,1939,1294,910,640,558,395,254,144,111,75,51,35,16,11917,507,314,173,258,1817,2620,1961,1221,812,586,494,309,204,161,142,109,103,79,47
0,外国人含む,4,13104,新宿区,34849,645,407,286,1700,8653,9066,4947,2889,1809,1425,986,677,450,294,225,151,87,86,66,18847,334,196,158,871,4419,4959,2735,1685,1073,816,552,377,250,158,126,79,24,26,9,16002,311,211,128,829,4234,4107,2212,1204,736,609,434,300,200,136,99,72,63,60,57
0,外国人含む,4,13105,文京区,19129,729,507,240,871,3641,4844,2984,1789,1074,756,560,412,195,154,123,98,64,49,39,9754,370,281,117,465,1832,2455,1510,946,565,412,276,215,91,78,61,40,14,13,13,9375,359,226,123,406,1809,2389,1474,843,509,344,284,197,104,76,62,58,50,36,26
0,外国人含む,4,13106,台東区,21963,341,148,99,446,4010,6801,3803,2108,1201,901,680,447,314,189,152,113,98,82,30,11782,161,80,55,248,1989,3476,2066,1219,722,557,404,275,185,114,97,56,49,20,9,10181,180,68,44,198,2021,3325,1737,889,479,344,276,172,129,75,55,57,49,62,21
0,外国人含む,4,13107,墨田区,25140,464,184,148,605,5339,8361,4217,1981,1169,768,634,422,253,149,134,102,84,83,43,12829,232,99,82,331,2629,4105,2194,1056,659,408,377,243,150,77,71,50,31,23,12,12311,232,85,66,274,2710,4256,2023,925,510,360,257,179,103,72,63,52,53,60,31
0,外国人含む,4,13108,江東区,37530,1424,599,365,939,7476,10217,5963,3407,2010,1525,1153,806,458,305,270,199,184,147,83,19367,715,317,171,515,3778,5208,3051,1785,1104,849,629,470,260,168,138,81,67,40,21,18163,709,282,194,424,3698,5009,2912,1622,906,676,524,336,198,137,132,118,117,107,62
0,外国人含む,4,13109,品川区,32376,883,397,244,719,6952,9418,5128,2956,1707,1164,947,654,380,211,186,157,124,93,56,16849,441,192,124,361,3534,4916,2651,1589,962,664,513,359,202,103,83,67,42,32,14,15527,442,205,120,358,3418,4502,2477,1367,745,500,434,295,178,108,103,90,82,61,42
0,外国人含む,4,13110,目黒区,23368,704,476,323,609,4171,6448,3897,2087,1434,954,750,514,335,173,104,128,91,97,73,11690,367,242,164,317,2023,3276,1927,1081,755,493,362,258,181,83,41,52,26,21,21,11678,337,234,159,292,2148,3172,1970,1006,679,461,388,256,154,90,63,76,65,76,52
0,外国人含む,4,13111,大田区,49391,1243,547,333,1529,13376,13217,6808,3696,2241,1726,1561,945,651,401,304,260,231,202,120,25800,649,289,173,769,6710,6860,3634,2034,1263,986,872,546,368,206,145,125,81,60,30,23591,594,258,160,760,6666,6357,3174,1662,978,740,689,399,283,195,159,135,150,142,90
0,外国人含む,4,13112,世田谷区,57584,2060,1191,781,2635,12130,14205,8118,4922,3273,2348,1740,1250,767,439,421,412,347,308,237,28383,1024,589,395,1396,5888,6913,3979,2497,1718,1234,896,643,396,223,174,157,116,82,63,29201,1036,602,386,1239,6242,7292,4139,2425,1555,1114,844,607,371,216,247,255,231,226,174
0,外国人含む,4,13113,渋谷区,21212,489,330,226,589,3676,5670,3478,2159,1342,989,766,547,330,190,132,120,77,64,38,10938,238,136,108,265,1782,3009,1818,1171,767,517,384,320,162,97,63,52,28,14,7,10274,251,194,118,324,1894,2661,1660,988,575,472,382,227,168,93,69,68,49,50,31
0,外国人含む,4,13114,中野区,31000,687,349,252,1361,7647,8368,4771,2537,1489,1143,767,563,331,212,181,121,95,68,58,16559,379,181,122,690,3934,4342,2667,1447,879,669,433,322,192,105,96,46,28,19,8,14441,308,168,130,671,3713,4026,2104,1090,610,474,334,241,139,107,85,75,67,49,50
0,外国人含む,4,13115,杉並区,41216,1189,621,409,1633,9908,10927,5786,3417,2060,1498,1162,810,505,298,258,228,186,174,147,20836,593,312,205,808,4863,5470,2992,1859,1130,779,608,427,284,146,130,92,53,50,35,20380,596,309,204,825,5045,5457,2794,1558,930,719,554,383,221,152,128,136,133,124,112
0,外国人含む,4,13116,豊島区,28320,554,298,217,1393,7301,7774,4202,2181,1245,929,762,488,332,172,137,95,106,80,54,15261,286,154,117,725,3896,4136,2292,1240,744,510,418,280,195,87,69,38,39,21,14,13059,268,144,100,668,3405,3638,1910,941,501,419,344,208,137,85,68,57,67,59,40
0,外国人含む,4,13117,北区,28859,860,407,277,1143,6285,7853,4354,2366,1348,1078,896,592,379,280,243,184,158,87,69,15260,435,217,143,557,3199,4111,2337,1334,776,645,512,325,202,164,122,81,63,31,6,13599,425,190,134,586,3086,3742,2017,1032,572,433,384,267,177,116,121,103,95,56,63
0,外国人含む,4,13118,荒川区,16618,440,156,123,546,3650,4582,2701,1340,810,568,549,408,245,148,117,88,75,37,35,8982,249,78,64,284,1934,2398,1452,760,481,353,307,241,143,83,59,41,32,12,11,7636,191,78,59,262,1716,2184,1249,580,329,215,242,167,102,65,58,47,43,25,24
