国籍階層,国籍,地域階層,地域コード,地域,総数/総数(人),総数/0～4歳(人),総数/5～9歳(人),総数/10～14歳(人),総数/15～19歳(人),総数/20～24歳(人),総数/25～29歳(人),総数/30～34歳(人),総数/35～39歳(人),総数/40～44歳(人),総数/45～49歳(人),総数/50～54歳(人),総数/55～59歳(人),総数/60～64歳(人),総数/65～69歳(人),総数/70～74歳(人),総数/75～79歳(人),総数/80～84歳(人),総数/85～89歳(人),総数/90歳以上(人),男/総数(人),男/0～4歳(人),男/5～9歳(人),男/10～14歳(人),男/15～19歳(人),男/20～24歳(人),男/25～29歳(人),男/30～34歳(人),男/35～39歳(人),男/40～44歳(人),男/45～49歳(人),男/50～54歳(人),男/55～59歳(人),男/60～64歳(人),男/65～69歳(人),男/70～74歳(人),男/75～79歳(人),男/80～84歳(人),男/85～89歳(人),男/90歳以上(人),女/総数(人),女/0～4歳(人),女/5～9歳(人),女/10～14歳(人),女/15～19歳(人),女/20～24歳(人),女/25～29歳(人),女/30～34歳(人),女/35～39歳(人),女/40～44歳(人),女/45～49歳(人),女/50～54歳(人),女/55～59歳(人),女/60～64歳(人),女/65～69歳(人),女/70～74歳(人),女/75～79歳(人),女/80～84歳(人),女/85～89歳(人),女/90歳以上(人)
0,外国人含む,4,13109,品川区,28471,1412,558,338,470,3014,6759,5066,3336,2027,1431,1137,823,588,392,343,258,208,182,129,14880,695,291,170,246,1520,3468,2692,1775,1152,783,586,457,350,224,181,128,81,50,31,13591,717,267,168,224,1494,3291,2374,1561,875,648,551,366,238,168,162,130,127,132,98
0,外国人含む,4,13110,目黒区,22440,1095,607,320,397,2127,4943,3935,2693,1802,1263,949,718,504,299,230,202,152,116,88,11277,563,274,172,203,1002,2479,2001,1348,940,674,482,378,266,168,111,98,65,36,17,11163,532,333,148,194,1125,2464,1934,1345,862,589,467,340,238,131,119,104,87,80,71
0,外国人含む,4,13111,大田区,43392,2016,822,406,827,6139,11578,6966,4194,2407,1815,1674,1256,888,599,494,447,363,295,206,22667,1009,419,208,441,3052,5777,3666,2306,1386,1061,953,720,520,345,271,233,163,84,53,20725,1007,403,198,386,3087,5801,3300,1888,1021,754,721,536,368,254,223,214,200,211,153
0,外国人含む,4,13112,世田谷区,54028,2449,1159,689,1218,7241,12551,8566,5600,3614,2724,2247,1719,1249,697,654,563,411,387,290,27030,1308,596,364,653,3624,6050,4214,2879,1939,1403,1133,910,661,355,331,272,161,103,74,26998,1141,563,325,565,3617,6501,4352,2721,1675,1321,1114,809,588,342,323,291,250,284,216
0,外国人含む,4,13113,渋谷区,20345,926,481,262,415,2018,4263,3439,2459,1693,1247,924,663,472,321,273,172,143,119,55,10523,485,239,147,208,938,2188,1802,1321,953,678,452,372,247,173,138,87,47,38,10,9822,441,242,115,207,1080,2075,1637,1138,740,569,472,291,225,148,135,85,96,81,45
0,外国人含む,4,13114,中野区,29335,1167,402,217,706,4647,7428,5191,3052,1773,1223,978,698,514,318,303,244,193,160,121,15658,591,226,108,392,2400,3815,2819,1691,1063,724,548,402,287,169,154,118,75,52,24,13677,576,176,109,314,2247,3613,2372,1361,710,499,430,296,227,149,149,126,118,108,97
0,外国人含む,4,13115,杉並区,39445,1757,750,363,780,5638,9928,6625,4076,2473,1732,1434,1090,787,499,472,340,280,236,185,19869,951,389,176,383,2808,4796,3329,2166,1339,921,730,551,452,263,236,150,121,73,35,19576,806,361,187,397,2830,5132,3296,1910,1134,811,704,539,335,236,236,190,159,163,150
0,外国人含む,4,13116,豊島区,28356,980,418,221,926,5101,7401,4741,2700,1584,1101,906,679,466,323,255,202,152,116,84,15303,520,229,110,511,2659,3899,2514,1541,944,658,520,375,258,187,149,110,63,33,23,13053,460,189,111,415,2442,3502,2227,1159,640,443,386,304,208,136,106,92,89,83,61
0,外国人含む,4,13117,北区,25778,1120,489,222,703,3918,6558,4383,2576,1497,1056,838,629,440,266,289,252,172,203,167,13904,604,275,123,416,2058,3424,2316,1486,865,644,495,350,255,155,157,125,64,56,36,11874,516,214,99,287,1860,3134,2067,1090,632,412,343,279,185,111,132,127,108,147,131
0,外国人含む,4,13118,荒川区,15210,615,238,134,436,2389,3800,2561,1406,838,662,560,433,293,200,180,160,124,115,66,8120,302,120,73,212,1227,1997,1389,756,477,386,326,258,177,118,102,86,55,39,20,7090,313,118,61,224,1162,1803,1172,650,361,276,234,175,116,82,78,74,69,76,46
0,外国人含む,4,13119,板橋区,35816,1491,625,298,881,6001,9455,5815,3263,1875,1375,1195,871,649,526,436,314,300,246,200,18326,749,332,159,447,2874,4606,2976,1798,1099,820,649,464,383,314,249,172,114,88,33,17490,742,293,139,434,3127,4849,2839,1465,776,555,546,407,266,212,187,142,186,158,167
0,外国人含む,4,13120,練馬区,41420,1987,997,457,1073,6621,9889,6460,3980,2378,1698,1511,1228,865,570,490,360,346,299,211,20973,1006,488,242,587,3360,4778,3180,2128,1323,906,806,657,470,336,263,174,109,99,61,20447,981,509,215,486,3261,5111,3280,1852,1055,792,705,571,395,234,227,186,237,200,150
0,外国人含む,4,13121,足立区,34237,1423,587,336,983,5806,8959,5271,2986,1896,1404,1274,984,633,450,386,257,247,221,134,18744,715,299,181,584,3007,4806,2974,1758,1114,827,746,582,377,273,209,112,81,61,38,15493,708,288,155,399,2799,4153,2297,1228,782,577,528,402,256,177,177,145,166,160,96
0,外国人含む,4,13122,葛飾区,24469,1032,431,221,906,4344,6210,3644,2032,1244,985,830,682,536,363,294,230,194,172,119,12767,531,228,125,391,2183,3132,1925,1145,722,594,464,377,286,219,172,124,65,56,28,11702,501,203,96,515,2161,3078,1719,887,522,391,366,305,250,144,122,106,129,116,91
0,外国人含む,4,13123,江戸川区,35819,1835,946,506,1074,5934,8292,5206,3213,2056,1522,1482,1118,753,472,424,343,275,232,136,19566,904,493,250,612,3173,4408,2914,1865,1181,902,838,623,458,293,255,169,130,76,22,16253,931,453,256,462,2761,3884,2292,1348,875,620,644,495,295,179,169,174,145,156,114
0,外国人含む,1,13200,市部,192359,8685,4024,2196,5850,36618,42653,25424,15966,10489,8381,7712,6019,4432,3121,2773,2332,2178,1981,1525,100959,4398,2024,1081,3131,19134,21998,13536,8979,6119,4794,4169,3246,2446,1646,1443,1045,775,620,375,91400,4287,2000,1115,2719,17484,20655,11888,6987,4370,3587,3543,2773,1986,1475,1330,1287,1403,1361,1150
0,外国人含む,4,13201,八王子市,21788,694,330,205,795,6098,4833,2442,1453,937,774,808,599,442,322,287,219,241,181,128,11891,353,176,107,422,3359,2617,1376,856,559,448,441,331,241,174,151,92,91,68,29,9897,341,154,98,373,2739,2216,1066,597,378,326,367,268,201,148,136,127,150,113,99
0,外国人含む,4,13202,立川市,10029,520,207,89,248,1769,2418,1394,833,563,409,377,289,199,149,139,116,115,105,90,5196,253,106,43,111,834,1260,788,481,322,242,202,156,102,78,71,50,39,32,26,4833,267,101,46,137,935,1158,606,352,241,167,175,133,97,71,68,66,76,73,64
0,外国人含む,4,13203,武蔵野市,9816,552,294,134,223,1223,2118,1587,1075,660,499,398,295,231,142,89,88,70,69,69,4957,281,146,58,102,600,1041,783,595,371,266,207,164,121,76,47,40,26,21,12,4859,271,148,76,121,623,1077,804,480,289,233,191,131,110,66,42,48,44,48,57
0,外国人含む,4,13204,三鷹市,10653,502,248,131,256,1736,2394,1531,1053,658,454,446,342,235,140,131,116,93,92,95,5476,250,130,64,144,906,1234,793,554,348,254,231,168,127,65,72,55,25,26,30,5177,252,118,67,112,830,1160,738,499,310,200,215,174,108,75,59,61,68,66,65
0,外国人含む,4,13205,青梅市,4314,162,76,59,153,870,940,499,318,239,201,177,177,112,77,67,56,48,45,38,2442,75,28,28,82,504,561,281,197,164,120,103,94,65,41,35,27,14,15,8,1872,87,48,31,71,366,379,218,121,75,81,74,83,47,36,32,29,34,30,30
0,外国人含む,4,13206,府中市,13049,581,276,150,467,2984,2813,1674,1000,640,552,465,358,288,186,164,156,101,110,84,7162,317,142,72,276,1683,1511,891,572,381,325,269,198,170,105,82,87,34,27,20,5887,264,134,78,191,1301,1302,783,428,259,227,196,160,118,81,82,69,67,83,64
0,外国人含む,4,13207,昭島市,4806,242,115,65,138,751,1024,664,417,273,237,203,146,103,86,75,63,89,63,52,2584,117,67,27,86,381,521,377,238,163,153,118,85,58,50,40,28,38,25,12,2222,125,48,38,52,370,503,287,179,110,84,85,61,45,36,35,35,51,38,40
0,外国人含む,4,13208,調布市,12640,647,307,132,273,2012,2992,1825,1218,744,561,521,386,304,179,133,121,104,102,79,6389,302,160,67,129,1021,1476,922,660,402,314,258,201,175,94,64,52,44,27,21,6251,345,147,65,144,991,1516,903,558,342,247,263,185,129,85,69,69,60,75,58
0,外国人含む,4,13209,町田市,15522,605,262,182,464,3099,3591,1882,1116,753,735,640,511,372,274,295,224,198,204,115,8201,309,128,95,251,1622,1865,1015,662,437,409,353,286,205,139,145,102,79,69,30,7321,296,134,87,213,1477,1726,867,454,316,326,287,225,167,135,150,122,119,135,85
0,外国人含む,4,13210,小金井市,7657,405,188,107,192,1203,1713,1117,704,470,349,303,246,200,121,104,78,62,54,41,3966,199,80,47,101,592,876,583,369,278,202,172,131,107,75,64,38,26,17,9,3691,206,108,60,91,611,837,534,335,192,147,131,115,93,46,40,40,36,37,32
0,外国人含む,4,13211,小平市,9819,446,226,127,338,1937,2116,1304,838,518,357,392,302,231,161,146,106,97,98,79,5125,242,127,55,190,985,1082,663,455,310,210,216,163,126,99,78,46,36,24,18,4694,204,99,72,148,952,1034,641,383,208,147,176,139,105,62,68,60,61,74,61
0,外国人含む,4,13212,日野市,8473,396,134,52,256,1647,2009,1172,683,433,378,337,232,203,138,102,93,81,73,54,4510,201,66,24,144,871,1025,653,387,263,235,188,125,115,66,52,37,20,28,10,3963,195,68,28,112,776,984,519,296,170,143,149,107,88,72,50,56,61,45,44
0,外国人含む,4,13213,東村山市,5917,253,124,70,181,1025,1287,784,487,303,270,218,209,154,132,111,75,92,80,62,3054,142,55,36,95,531,644,420,263,181,153,117,111,85,67,59,32,26,19,18,2863,111,69,34,86,494,643,364,224,122,117,101,98,69,65,52,43,66,61,44
0,外国人含む,4,13214,国分寺市,7371,358,153,74,199,1236,1811,1101,665,403,276,273,230,167,109,82,87,49,54,44,3795,187,75,35,101,600,917,604,360,248,155,135,121,89,54,36,42,14,9,13,3576,171,78,39,98,636,894,497,305,155,121,138,109,78,55,46,45,35,45,31
0,外国人含む,4,13215,国立市,4416,187,112,49,113,782,988,568,383,266,192,195,145,109,84,68,44,53,42,36,2171,89,58,34,54,366,455,289,218,136,100,97,73,62,41,38,19,16,14,12,2245,98,54,15,59,416,533,279,165,130,92,98,72,47,43,30,25,37,28,24
0,外国人含む,4,13218,福生市,3167,134,62,26,102,600,697,395,269,187,150,133,90,67,51,54,44,40,38,28,1754,68,38,17,52,320,390,229,159,116,92,66,51,43,24,32,21,15,14,7,1413,66,24,9,50,280,307,166,110,71,58,67,39,24,27,22,23,25,24,21
0,外国人含む,4,13219,狛江市,4532,195,74,42,113,712,1005,630,368,297,193,194,167,102,60,77,85,84,92,42,2239,109,37,23,57,351,481,305,195,159,105,99,85,60,27,34,34,33,36,9,2293,86,37,19,56,361,524,325,173,138,88,95,82,42,33,43,51,51,56,33
0,外国人含む,4,13220,東大和市,3020,156,78,42,115,507,635,391,227,173,135,136,105,60,46,45,45,44,39,41,1542,87,34,22,63,243,334,186,132,106,72,80,51,24,20,31,16,9,12,20,1478,69,44,20,52,264,301,205,95,67,63,56,54,36,26,14,29,35,27,21
0,外国人含む,4,13221,清瀬市,3148,146,68,40,101,557,645,400,265,176,138,149,101,68,64,51,49,60,36,34,1576,79,35,22,51,259,301,204,149,104,80,87,51,32,36,22,25,25,8,6,1572,67,33,18,50,298,344,196,116,72,58,62,50,36,28,29,24,35,28,28
0,外国人含む,4,13222,東久留米市,4520,223,104,67,180,728,832,593,356,264,250,182,168,131,81,86,77,76,73,49,2290,111,53,32,92,374,398,305,202,146,143,93,87,70,41,51,30,29,21,12,2230,112,51,35,88,354,434,288,154,118,107,89,81,61,40,35,47,47,52,37
0,外国人含む,4,13223,武蔵村山市,2669,141,77,55,123,501,477,297,223,151,139,137,76,59,37,43,31,37,37,28,1403,65,38,29,67,264,242,166,128,83,77,81,47,30,19,24,15,8,15,5,1266,76,39,26,56,237,235,131,95,68,62,56,29,29,18,19,16,29,22,23
0,外国人含む,4,13224,多摩市,6087,228,111,65,184,1201,1265,755,475,325,287,243,208,165,137,110,99,95,81,53,3129,118,52,25,97,592,647,398,262,202,155,146,117,94,73,48,34,39,24,6,2958,110,59,40,87,609,618,357,213,123,132,97,91,71,64,62,65,56,57,47
0,外国人含む,4,13225,稲城市,3952,212,90,52,117,668,863,514,306,238,170,178,144,90,71,67,55,48,40,29,2119,99,39,25,65,380,447,289,170,138,101,98,80,51,35,38,31,20,10,3,1833,113,51,27,52,288,416,225,136,100,69,80,64,39,36,29,24,28,30,26
0,外国人含む,4,13227,羽村市,2660,86,38,23,122,582,597,305,198,169,110,102,81,51,56,54,22,23,22,19,1596,38,17,9,72,355,364,199,144,121,60,50,46,28,31,29,9,7,10,7,1064,48,21,14,50,227,233,106,54,48,50,52,35,23,25,25,13,16,12,12
0,外国人含む,4,13228,あきる野市,2507,124,70,45,94,499,520,274,169,129,102,116,66,47,48,49,46,44,33,32,1319,68,31,30,44,257,283,153,83,86,60,58,29,29,28,26,19,16,12,7,1188,56,39,15,50,242,237,121,86,43,42,58,37,18,20,23,27,28,21,25
0,外国人含む,4,13229,西東京市,9827,490,200,113,303,1691,2070,1326,867,520,463,389,346,242,170,144,137,134,118,104,5073,239,106,55,183,884,1026,664,488,295,263,204,195,137,88,74,64,46,37,25,4754,251,94,58,120,807,1044,662,379,225,200,185,151,105,82,70,73,88,81,79
0,外国人含む,1,13550,町村部,3671,181,139,87,278,503,545,432,311,237,215,198,143,89,62,66,52,52,47,34,2028,85,76,50,158,279,314,230,180,133,127,113,92,58,34,33,26,17,16,7,1643,96,63,37,120,224,231,202,131,104,88,85,51,31,28,33,26,35,31,27
0,外国人含む,2,13300,郡部,1900,81,56,37,91,384,342,208,136,119,98,88,54,36,27,38,29,28,27,21,1055,33,33,18,43,221,200,113,89,77,55,47,32,23,12,21,13,8,11,6,845,48,23,19,48,163,142,95,47,42,43,41,22,13,15,17,16,20,16,15
0,外国人含む,4,13303,瑞穂町,1177,46,24,15,54,248,237,124,85,68,62,56,38,24,17,21,17,15,12,14,676,20,18,7,26,138,142,74,57,47,38,34,22,14,9,12,5,4,5,4,501,26,6,8,28,110,95,50,28,21,24,22,16,10,8,9,12,11,7,10
0,外国人含む,4,13305,日の出町,515,28,20,17,25,108,79,59,39,37,23,17,8,8,5,10,6,10,11,5,274,11,11,8,10,69,43,26,23,23,12,6,5,5,2,5,5,4,5,1,241,17,9,9,15,39,36,33,16,14,11,11,3,3,3,5,1,6,6,4
0,外国人含む,4,13307,檜原村,55,3,2,2,4,5,6,10,4,3,2,3,2,2,2,2,2,0,0,1,28,0,0,1,2,4,4,3,4,2,1,1,1,2,0,1,2,0,0,0,27,3,2,1,2,1,2,7,0,1,1,2,1,0,2,1,0,0,0,1
0,外国人含む,4,13308,奥多摩町,153,4,10,3,8,23,20,15,8,11,11,12,6,2,3,5,4,3,4,1,77,2,4,2,5,10,11,10,5,5,4,6,4,2,1,3,1,0,1,1,76,2,6,1,3,13,9,5,3,6,7,6,2,0,2,2,3,3,3,0
0,外国人含む,2,13350,島部,1771,100,83,50,187,119,203,224,175,118,117,110,89,53,35,28,23,24,20,13,973,52,43,32,115,58,114,117,91,56,72,66,60,35,22,12,13,9,5,1,798,48,40,18,72,61,89,107,84,62,45,44,29,18,13,16,10,15,15,12
0,外国人含む,3,13360,大島支庁,807,49,41,27,110,62,85,105,71,50,50,48,40,16,7,9,17,7,8,5,437,27,18,17,74,32,48,51,35,24,28,30,26,8,4,1,9,3,2,0,370,22,23,10,36,30,37,54,36,26,22,18,14,8,3,8,8,4,6,5
0,外国人含む,4,13361,大島町,522,29,24,15,95,41,56,66,40,26,30,30,29,10,5,7,8,5,3,3,282,14,11,6,66,19,34,32,20,12,16,17,19,5,3,1,4,2,1,0,240,15,13,9,29,22,22,34,20,14,14,13,10,5,2,6,4,3,2,3
0,外国人含む,4,13362,利島村,46,1,4,3,3,0,4,9,4,4,8,1,1,1,0,0,1,2,0,0,25,1,3,3,3,0,2,3,1,1,4,1,0,1,0,0,1,1,0,0,21,0,1,0,0,0,2,6,3,3,4,0,1,0,0,0,0,1,0,0
0,外国人含む,4,13363,新島村,153,15,9,4,5,12,18,15,19,12,7,10,10,3,1,1,7,0,3,2,80,8,3,3,0,6,9,8,12,6,4,7,7,1,1,0,4,0,1,0,73,7,6,1,5,6,9,7,7,6,3,3,3,2,0,1,3,0,2,2
0,外国人含む,4,13364,神津島村,86,4,4,5,7,9,7,15,8,8,5,7,0,2,1,1,1,0,2,0,50,4,1,5,5,7,3,8,2,5,4,5,0,1,0,0,0,0,0,0,36,0,3,0,2,2,4,7,6,3,1,2,0,1,1,1,1,0,2,0
0,外国人含む,3,13380,三宅支庁,240,15,6,12,10,11,26,29,20,17,23,15,18,15,6,6,1,4,3,3,137,6,5,8,7,5,16,18,10,9,12,8,13,10,5,3,1,0,1,0,103,9,1,4,3,6,10,11,10,8,11,7,5,5,1,3,0,4,2,3
0,外国人含む,4,13381,三宅村,202,12,6,8,9,9,20,21,20,14,19,12,17,14,6,4,1,4,3,3,120,5,5,4,6,5,15,14,10,9,10,6,13,9,5,2,1,0,1,0,82,7,1,4,3,4,5,7,10,5,9,6,4,5,1,2,0,4,2,3
0,外国人含む,4,13382,御蔵島村,38,3,0,4,1,2,6,8,0,3,4,3,1,1,0,2,0,0,0,0,17,1,0,4,1,0,1,4,0,0,2,2,0,1,0,1,0,0,0,0,21,2,0,0,0,2,5,4,0,3,2,1,1,0,0,1,0,0,0,0
0,外国人含む,3,13400,八丈支庁,420,21,24,6,60,28,49,50,40,31,19,21,19,10,8,10,4,10,7,3,224,11,12,3,30,14,23,27,24,15,14,11,11,8,6,6,2,5,1,1,196,10,12,3,30,14,26,23,16,16,5,10,8,2,2,4,2,5,6,2
0,外国人含む,4,13401,八丈町,374,19,20,2,59,25,46,46,32,26,15,20,18,8,6,8,4,10,7,3,199,9,11,1,29,13,22,24,19,13,13,10,11,6,4,5,2,5,1,1,175,10,9,1,30,12,24,22,13,13,2,10,7,2,2,3,2,5,6,2
0,外国人含む,4,13402,青ヶ島村,46,2,4,4,1,3,3,4,8,5,4,1,1,2,2,2,0,0,0,0,25,2,1,2,1,1,1,3,5,2,1,1,0,2,2,1,0,0,0,0,21,0,3,2,0,2,2,1,3,3,3,0,1,0,0,1,0,0,0,0
0,外国人含む,3,13420,小笠原支庁,304,15,12,5,7,18,43,40,44,20,25,26,12,12,14,3,1,3,2,2,175,8,8,4,4,7,27,21,22,8,18,17,10,9,7,2,1,1,1,0,129,7,4,1,3,11,16,19,22,12,7,9,2,3,7,1,0,2,1,2
0,外国人含む,4,13421,小笠原村,304,15,12,5,7,18,43,40,44,20,25,26,12,12,14,3,1,3,2,2,175,8,8,4,4,7,27,21,22,8,18,17,10,9,7,2,1,1,1,0,129,7,4,1,3,11,16,19,22,12,7,9,2,3,7,1,0,2,1,2
1,日本人のみ,0,13000,都総数,740820,36102,15936,8478,16460,103389,172826,115445,72768,46221,35339,30510,23609,16866,11264,10090,8063,7017,6046,4391,385831,18457,8131,4295,8759,51891,86886,60249,39899,26399,20076,16703,13162,9590,6327,5457,3916,2705,1889,1040,354989,17645,7805,4183,7701,51498,85940,55196,32869,19822,15263,13807,10447,7276,4937,4633,4147,4312,4157,3351
1,日本人のみ,1,13100,区部,558318,27525,11946,6292,10796,69503,133572,91771,57691,36155,27135,22955,17675,12474,8164,7287,5707,4802,4029,2839,290261,14116,6127,3222,5721,34207,66805,47753,31433,20498,15357,12588,9908,7152,4682,3997,2861,1918,1256,660,268057,13409,5819,3070,5075,35296,66767,44018,26258,15657,11778,10367,7767,5322,3482,3290,2846,2884,2773,2179
1,日本人のみ,4,13101,千代田区,6314,298,164,109,195,576,1277,1067,690,471,401,318,267,174,90,90,46,34,29,18,3610,161,88,43,113,315,726,638,405,291,231,190,155,98,47,60,17,19,9,4,2704,137,76,66,82,261,551,429,285,180,170,128,112,76,43,30,29,15,20,14
1,日本人のみ,4,13102,中央区,12984,878,345,215,218,940,2518,2292,1533,1024,798,737,537,347,181,132,115,77,51,46,6526,431,162,105,116,426,1233,1134,787,533,405,380,323,193,102,76,53,36,20,11,6458,447,183,110,102,514,1285,1158,746,491,393,357,214,154,79,56,62,41,31,35
1,日本人のみ,4,13103,港区,18625,1052,598,347,398,1615,3551,2797,2119,1498,1161,1000,790,529,308,248,208,196,124,86,9533,547,309,173,207,827,1800,1447,1073,774,614,514,409,304,177,120,100,66,49,23,9092,505,289,174,191,788,1751,1350,1046,724,547,486,381,225,131,128,108,130,75,63
1,日本人のみ,4,13104,新宿区,27428,1226,535,296,462,3469,6554,4652,2986,1892,1402,1098,831,558,378,328,250,210,177,124,14754,615,266,146,251,1678,3393,2567,1741,1138,843,607,473,326,218,182,132,94,55,29,12674,611,269,150,211,1791,3161,2085,1245,754,559,491,358,232,160,146,118,116,122,95
1,日本人のみ,4,13105,文京区,15234,778,389,235,289,1715,3294,2646,1684,985,830,674,481,330,226,227,158,125,90,78,7786,415,204,114,145,844,1684,1350,896,534,427,354,259,167,116,117,77,44,25,14,7448,363,185,121,144,871,1610,1296,788,451,403,320,222,163,110,110,81,81,65,64
1,日本人のみ,4,13106,台東区,14910,748,186,107,216,1259,3566,2863,1633,1059,748,632,494,347,263,250,198,159,100,82,8156,384,100,57,122,603,1816,1518,938,646,448,401,318,216,159,165,116,83,44,22,6754,364,86,50,94,656,1750,1345,695,413,300,231,176,131,104,85,82,76,56,60
1,日本人のみ,4,13107,墨田区,18711,958,264,135,238,1861,5066,3744,2000,1152,790,627,491,355,248,228,160,173,140,81,9742,478,131,72,133,884,2450,1952,1136,662,469,367,290,224,144,118,93,75,48,16,8969,480,133,63,105,977,2616,1792,864,490,321,260,201,131,104,110,67,98,92,65
1,日本人のみ,4,13108,江東区,28042,1351,703,379,522,3136,6679,4471,2745,1819,1418,1232,1027,723,450,384,294,312,246,151,14829,693,366,186,282,1640,3401,2274,1499,1062,823,699,600,425,260,232,148,120,77,42,13213,658,337,193,240,1496,3278,2197,1246,757,595,533,427,298,190,152,146,192,169,109
1,日本人のみ,4,13109,品川区,26427,1371,531,320,424,2686,6250,4647,3118,1882,1339,1061,771,557,371,334,252,206,179,128,13756,672,276,157,222,1340,3207,2450,1658,1064,729,550,433,333,209,176,123,80,47,30,12671,699,255,163,202,1346,3043,2197,1460,818,610,511,338,224,162,158,129,126,132,98
1,日本人のみ,4,13110,目黒区,20905,1068,583,288,375,1951,4556,3584,2501,1690,1184,896,690,482,286,223,200,149,114,85,10427,550,265,156,191,900,2268,1805,1237,874,627,453,361,258,162,108,96,65,35,16,10478,518,318,132,184,1051,2288,1779,1264,816,557,443,329,224,124,115,104,84,79,69
