地域階層,地域コード,地域,平成3年/総数/転入者数(人),平成3年/総数/転出者数(人),平成3年/総数/転入超過数(人),平成3年/区部/転入者数(人),平成3年/区部/転出者数(人),平成3年/区部/転入超過数(人),平成3年/市町村部/転入者数(人),平成3年/市町村部/転出者数(人),平成3年/市町村部/転入超過数(人),平成4年/総数/転入者数(人),平成4年/総数/転出者数(人),平成4年/総数/転入超過数(人),平成4年/区部/転入者数(人),平成4年/区部/転出者数(人),平成4年/区部/転入超過数(人),平成4年/市町村部/転入者数(人),平成4年/市町村部/転出者数(人),平成4年/市町村部/転入超過数(人),平成5年/総数/転入者数(人),平成5年/総数/転出者数(人),平成5年/総数/転入超過数(人),平成5年/区部/転入者数(人),平成5年/区部/転出者数(人),平成5年/区部/転入超過数(人),平成5年/市町村部/転入者数(人),平成5年/市町村部/転出者数(人),平成5年/市町村部/転入超過数(人),平成6年/総数/転入者数(人),平成6年/総数/転出者数(人),平成6年/総数/転入超過数(人),平成6年/区部/転入者数(人),平成6年/区部/転出者数(人),平成6年/区部/転入超過数(人),平成6年/市町村部/転入者数(人),平成6年/市町村部/転出者数(人),平成6年/市町村部/転入超過数(人),平成7年/総数/転入者数(人),平成7年/総数/転出者数(人),平成7年/総数/転入超過数(人),平成7年/区部/転入者数(人),平成7年/区部/転出者数(人),平成7年/区部/転入超過数(人),平成7年/市町村部/転入者数(人),平成7年/市町村部/転出者数(人),平成7年/市町村部/転入超過数(人),平成8年/総数/転入者数(人),平成8年/総数/転出者数(人),平成8年/総数/転入超過数(人),平成8年/区部/転入者数(人),平成8年/区部/転出者数(人),平成8年/区部/転入超過数(人),平成8年/市町村部/転入者数(人),平成8年/市町村部/転出者数(人),平成8年/市町村部/転入超過数(人),平成9年/総数/転入者数(人),平成9年/総数/転出者数(人),平成9年/総数/転入超過数(人),平成9年/区部/転入者数(人),平成9年/区部/転出者数(人),平成9年/区部/転入超過数(人),平成9年/市町村部/転入者数(人),平成9年/市町村部/転出者数(人),平成9年/市町村部/転入超過数(人),平成10年/総数/転入者数(人),平成10年/総数/転出者数(人),平成10年/総数/転入超過数(人),平成10年/区部/転入者数(人),平成10年/区部/転出者数(人),平成10年/区部/転入超過数(人),平成10年/市町村部/転入者数(人),平成10年/市町村部/転出者数(人),平成10年/市町村部/転入超過数(人),平成11年/総数/転入者数(人),平成11年/総数/転出者数(人),平成11年/総数/転入超過数(人),平成11年/区部/転入者数(人),平成11年/区部/転出者数(人),平成11年/区部/転入超過数(人),平成11年/市町村部/転入者数(人),平成11年/市町村部/転出者数(人),平成11年/市町村部/転入超過数(人),平成12年/総数/転入者数(人),平成12年/総数/転出者数(人),平成12年/総数/転入超過数(人),平成12年/区部/転入者数(人),平成12年/区部/転出者数(人),平成12年/区部/転入超過数(人),平成12年/市町村部/転入者数(人),平成12年/市町村部/転出者数(人),平成12年/市町村部/転入超過数(人),平成13年/総数/転入者数(人),平成13年/総数/転出者数(人),平成13年/総数/転入超過数(人),平成13年/区部/転入者数(人),平成13年/区部/転出者数(人),平成13年/区部/転入超過数(人),平成13年/市町村部/転入者数(人),平成13年/市町村部/転出者数(人),平成13年/市町村部/転入超過数(人),平成14年/総数/転入者数(人),平成14年/総数/転出者数(人),平成14年/総数/転入超過数(人),平成14年/区部/転入者数(人),平成14年/区部/転出者数(人),平成14年/区部/転入超過数(人),平成14年/市町村部/転入者数(人),平成14年/市町村部/転出者数(人),平成14年/市町村部/転入超過数(人),平成15年/総数/転入者数(人),平成15年/総数/転出者数(人),平成15年/総数/転入超過数(人),平成15年/区部/転入者数(人),平成15年/区部/転出者数(人),平成15年/区部/転入超過数(人),平成15年/市町村部/転入者数(人),平成15年/市町村部/転出者数(人),平成15年/市町村部/転入超過数(人),平成16年/総数/転入者数(人),平成16年/総数/転出者数(人),平成16年/総数/転入超過数(人),平成16年/区部/転入者数(人),平成16年/区部/転出者数(人),平成16年/区部/転入超過数(人),平成16年/市町村部/転入者数(人),平成16年/市町村部/転出者数(人),平成16年/市町村部/転入超過数(人),平成17年/総数/転入者数(人),平成17年/総数/転出者数(人),平成17年/総数/転入超過数(人),平成17年/区部/転入者数(人),平成17年/区部/転出者数(人),平成17年/区部/転入超過数(人),平成17年/市町村部/転入者数(人),平成17年/市町村部/転出者数(人),平成17年/市町村部/転入超過数(人),平成18年/総数/転入者数(人),平成18年/総数/転出者数(人),平成18年/総数/転入超過数(人),平成18年/区部/転入者数(人),平成18年/区部/転出者数(人),平成18年/区部/転入超過数(人),平成18年/市町村部/転入者数(人),平成18年/市町村部/転出者数(人),平成18年/市町村部/転入超過数(人),平成19年/総数/転入者数(人),平成19年/総数/転出者数(人),平成19年/総数/転入超過数(人),平成19年/区部/転入者数(人),平成19年/区部/転出者数(人),平成19年/区部/転入超過数(人),平成19年/市町村部/転入者数(人),平成19年/市町村部/転出者数(人),平成19年/市町村部/転入超過数(人),平成20年/総数/転入者数(人),平成20年/総数/転出者数(人),平成20年/総数/転入超過数(人),平成20年/区部/転入者数(人),平成20年/区部/転出者数(人),平成20年/区部/転入超過数(人),平成20年/市町村部/転入者数(人),平成20年/市町村部/転出者数(人),平成20年/市町村部/転入超過数(人),平成21年/総数/転入者数(人),平成21年/総数/転出者数(人),平成21年/総数/転入超過数(人),平成21年/区部/転入者数(人),平成21年/区部/転出者数(人),平成21年/区部/転入超過数(人),平成21年/市町村部/転入者数(人),平成21年/市町村部/転出者数(人),平成21年/市町村部/転入超過数(人),平成22年/総数/転入者数(人),平成22年/総数/転出者数(人),平成22年/総数/転入超過数(人),平成22年/区部/転入者数(人),平成22年/区部/転出者数(人),平成22年/区部/転入超過数(人),平成22年/市町村部/転入者数(人),平成22年/市町村部/転出者数(人),平成22年/市町村部/転入超過数(人),平成23年/総数/転入者数(人),平成23年/総数/転出者数(人),平成23年/総数/転入超過数(人),平成23年/区部/転入者数(人),平成23年/区部/転出者数(人),平成23年/区部/転入超過数(人),平成23年/市町村部/転入者数(人),平成23年/市町村部/転出者数(人),平成23年/市町村部/転入超過数(人),平成24年/総数/転入者数(人),平成24年/総数/転出者数(人),平成24年/総数/転入超過数(人),平成24年/区部/転入者数(人),平成24年/区部/転出者数(人),平成24年/区部/転入超過数(人),平成24年/市町村部/転入者数(人),平成24年/市町村部/転出者数(人),平成24年/市町村部/転入超過数(人),平成25年/総数/転入者数(人),平成25年/総数/転出者数(人),平成25年/総数/転入超過数(人),平成25年/区部/転入者数(人),平成25年/区部/転出者数(人),平成25年/区部/転入超過数(人),平成25年/市町村部/転入者数(人),平成25年/市町村部/転出者数(人),平成25年/市町村部/転入超過数(人),平成26年/総数/転入者数(人),平成26年/総数/転出者数(人),平成26年/総数/転入超過数(人),平成26年/区部/転入者数(人),平成26年/区部/転出者数(人),平成26年/区部/転入超過数(人),平成26年/市町村部/転入者数(人),平成26年/市町村部/転出者数(人),平成26年/市町村部/転入超過数(人),平成27年/総数/転入者数(人),平成27年/総数/転出者数(人),平成27年/総数/転入超過数(人),平成27年/区部/転入者数(人),平成27年/区部/転出者数(人),平成27年/区部/転入超過数(人),平成27年/市町村部/転入者数(人),平成27年/市町村部/転出者数(人),平成27年/市町村部/転入超過数(人),平成28年/総数/転入者数(人),平成28年/総数/転出者数(人),平成28年/総数/転入超過数(人),平成28年/区部/転入者数(人),平成28年/区部/転出者数(人),平成28年/区部/転入超過数(人),平成28年/市町村部/転入者数(人),平成28年/市町村部/転出者数(人),平成28年/市町村部/転入超過数(人),平成29年/総数/転入者数(人),平成29年/総数/転出者数(人),平成29年/総数/転入超過数(人),平成29年/区部/転入者数(人),平成29年/区部/転出者数(人),平成29年/区部/転入超過数(人),平成29年/市町村部/転入者数(人),平成29年/市町村部/転出者数(人),平成29年/市町村部/転入超過数(人),平成30年/総数/転入者数(人),平成30年/総数/転出者数(人),平成30年/総数/転入超過数(人),平成30年/区部/転入者数(人),平成30年/区部/転出者数(人),平成30年/区部/転入超過数(人),平成30年/市町村部/転入者数(人),平成30年/市町村部/転出者数(人),平成30年/市町村部/転入超過数(人),平成31年/総数/転入者数(人),平成31年/総数/転出者数(人),平成31年/総数/転入超過数(人),平成31年/区部/転入者数(人),平成31年/区部/転出者数(人),平成31年/区部/転入超過数(人),平成31年/市町村部/転入者数(人),平成31年/市町村部/転出者数(人),平成31年/市町村部/転入超過数(人),令和2年/総数/転入者数(人),令和2年/総数/転出者数(人),令和2年/総数/転入超過数(人),令和2年/区部/転入者数(人),令和2年/区部/転出者数(人),令和2年/区部/転入超過数(人),令和2年/市町村部/転入者数(人),令和2年/市町村部/転出者数(人),令和2年/市町村部/転入超過数(人),令和3年/総数/転入者数(人),令和3年/総数/転出者数(人),令和3年/総数/転入超過数(人),令和3年/区部/転入者数(人),令和3年/区部/転出者数(人),令和3年/区部/転入超過数(人),令和3年/市町村部/転入者数(人),令和3年/市町村部/転出者数(人),令和3年/市町村部/転入超過数(人),令和4年/総数/転入者数(人),令和4年/総数/転出者数(人),令和4年/総数/転入超過数(人),令和4年/区部/転入者数(人),令和4年/区部/転出者数(人),令和4年/区部/転入超過数(人),令和4年/市町村部/転入者数(人),令和4年/市町村部/転出者数(人),令和4年/市町村部/転入超過数(人),令和5年/総数/転入者数(人),令和5年/総数/転出者数(人),令和5年/総数/転入超過数(人),令和5年/区部/転入者数(人),令和5年/区部/転出者数(人),令和5年/区部/転入超過数(人),令和5年/市町村部/転入者数(人),令和5年/市町村部/転出者数(人),令和5年/市町村部/転入超過数(人)
1,34,広島県,6860,5031,1829,4748,3362,1386,2112,1669,443,6456,5292,1164,4456,3576,880,2000,1716,284,6172,5382,790,4129,3660,469,2043,1722,321,5763,5505,258,3832,3820,12,1931,1685,246,5933,5143,790,4051,3487,564,1882,1656,226,6085,5059,1026,4191,3451,740,1894,1608,286,6028,4745,1283,4205,3310,895,1823,1435,388,6466,4918,1548,4575,3421,1154,1891,1497,394,6180,4683,1497,4328,3247,1081,1852,1436,416,6289,4334,1955,4415,3034,1381,1874,1300,574,6523,4337,2186,4644,3056,1588,1879,1281,598,6417,4266,2151,4648,3073,1575,1769,1193,576,6092,4273,1819,4425,2939,1486,1667,1334,333,6134,4517,1617,4378,3207,1171,1756,1310,446,6308,4290,2018,4643,3073,1570,1665,1217,448,6277,4205,2072,4619,3008,1611,1658,1197,461,6307,3931,2376,4680,2869,1811,1627,1062,565,6296,3928,2368,4592,2911,1681,1704,1017,687,5995,4072,1923,4419,3024,1395,1576,1048,528,5702,4047,1655,4295,3062,1233,1407,985,422,5404,4559,845,4011,3512,499,1393,1047,346,5439,4597,842,4048,3530,518,1391,1067,324,5838,4153,1685,4471,3104,1367,1367,1049,318,5973,4066,1907,4546,3119,1427,1427,947,480,6305,4241,2064,4865,3134,1731,1440,1107,333,5942,4228,1714,4607,3187,1420,1335,1041,294,6256,4137,2119,4911,3263,1648,1345,874,471,6445,4167,2278,5000,3187,1813,1445,980,465,6551,3882,2669,5117,3032,2085,1434,850,584,6058,4254,1804,4834,3357,1477,1224,897,327,6062,4092,1970,4828,3236,1592,1234,856,378,6391,3985,2406,5096,3121,1975,1295,864,431,6547,3802,2745,5263,2962,2301,1284,840,444
1,35,山口県,3411,2349,1062,2314,1567,747,1097,782,315,2960,2424,536,1909,1560,349,1051,864,187,2796,2417,379,1853,1628,225,943,789,154,2571,2300,271,1723,1546,177,848,754,94,2568,2255,313,1757,1504,253,811,751,60,2447,2014,433,1675,1376,299,772,638,134,2490,2066,424,1662,1352,310,828,714,114,2591,2077,514,1724,1387,337,867,690,177,2707,2114,593,1837,1436,401,870,678,192,2627,1913,714,1851,1323,528,776,590,186,2748,1856,892,1818,1232,586,930,624,306,2582,1760,822,1710,1169,541,872,591,281,2668,1803,865,1814,1212,602,854,591,263,2606,1851,755,1799,1288,511,807,563,244,2605,1744,861,1754,1200,554,851,544,307,2642,1600,1042,1863,1048,815,779,552,227,2777,1697,1080,1873,1186,687,904,511,393,2643,1612,1031,1916,1139,777,727,473,254,2451,1670,781,1713,1199,514,738,471,267,2157,1684,473,1485,1195,290,672,489,183,2209,1936,273,1533,1385,148,676,551,125,2323,1858,465,1657,1297,360,666,561,105,2278,1681,597,1678,1222,456,600,459,141,2326,1735,591,1623,1185,438,703,550,153,2479,1626,853,1809,1210,599,670,416,254,2441,1615,826,1783,1138,645,658,477,181,2448,1674,774,1776,1246,530,672,428,244,2359,1531,828,1727,1107,620,632,424,208,2495,1561,934,1881,1101,780,614,460,154,2229,1628,601,1680,1194,486,549,434,115,2042,1656,386,1552,1182,370,490,474,16,2252,1508,744,1740,1044,696,512,464,48,2382,1484,898,1873,1072,801,509,412,97
1,36,徳島県,1183,911,272,853,682,171,330,229,101,1138,992,146,778,697,81,360,295,65,1121,972,149,798,718,80,323,254,69,1012,934,78,730,693,37,282,241,41,1052,1050,2,737,746,-9,315,304,11,1011,965,46,717,726,-9,294,239,55,1115,917,198,780,677,103,335,240,95,1175,916,259,832,623,209,343,293,50,1156,783,373,830,558,272,326,225,101,1203,873,330,875,629,246,328,244,84,1167,847,320,825,622,203,342,225,117,1192,818,374,860,593,267,332,225,107,1085,795,290,781,565,216,304,230,74,1094,832,262,799,604,195,295,228,67,1181,706,475,874,550,324,307,156,151,1230,738,492,910,544,366,320,194,126,1238,666,572,946,499,447,292,167,125,1205,660,545,900,512,388,305,148,157,1159,742,417,878,591,287,281,151,130,1090,669,421,846,512,334,244,157,87,1059,914,145,778,713,65,281,201,80,1083,855,228,846,643,203,237,212,25,1144,806,338,892,621,271,252,185,67,1072,775,297,830,582,248,242,193,49,1196,759,437,946,572,374,250,187,63,1151,744,407,864,569,295,287,175,112,1200,777,423,942,594,348,258,183,75,1238,673,565,991,527,464,247,146,101,1255,680,575,991,541,450,264,139,125,1148,741,407,872,585,287,276,156,120,1097,799,298,888,646,242,209,153,56,1146,758,388,948,570,378,198,188,10,1075,695,380,877,551,326,198,144,54
1,37,香川県,2164,1756,408,1488,1311,177,676,445,231,2167,1761,406,1490,1250,240,677,511,166,1967,1725,242,1357,1230,127,610,495,115,1963,1689,274,1380,1221,159,583,468,115,2000,1718,282,1356,1206,150,644,512,132,1992,1659,333,1417,1174,243,575,485,90,2173,1600,573,1561,1151,410,612,449,163,2044,1860,184,1422,1335,87,622,525,97,2109,1587,522,1522,1153,369,587,434,153,2241,1518,723,1607,1085,522,634,433,201,2288,1614,674,1596,1183,413,692,431,261,2190,1625,565,1579,1218,361,611,407,204,2175,1556,619,1603,1154,449,572,402,170,2302,1598,704,1687,1137,550,615,461,154,2083,1442,641,1556,1055,501,527,387,140,2163,1463,700,1609,1083,526,554,380,174,2142,1394,748,1623,1051,572,519,343,176,2215,1350,865,1709,1025,684,506,325,181,1943,1516,427,1457,1140,317,486,376,110,1895,1484,411,1398,1165,233,497,319,178,1811,1650,161,1434,1289,145,377,361,16,1911,1674,237,1483,1283,200,428,391,37,1998,1506,492,1519,1141,378,479,365,114,1934,1460,474,1508,1144,364,426,316,110,2088,1537,551,1663,1187,476,425,350,75,2056,1478,578,1580,1129,451,476,349,127,2139,1506,633,1677,1122,555,462,384,78,2158,1473,685,1671,1110,561,487,363,124,2099,1413,686,1601,1074,527,498,339,159,1957,1453,504,1481,1123,358,476,330,146,1849,1321,528,1461,1047,414,388,274,114,1945,1311,634,1581,1011,570,364,300,64,2023,1395,628,1642,1103,539,381,292,89
1,38,愛媛県,2852,2176,676,1906,1447,459,946,729,217,2690,2347,343,1799,1550,249,891,797,94,2518,2312,206,1672,1526,146,846,786,60,2430,2140,290,1629,1458,171,801,682,119,2279,2046,233,1510,1392,118,769,654,115,2467,2071,396,1706,1372,334,761,699,62,2474,1956,518,1653,1285,368,821,671,150,2605,1822,783,1743,1238,505,862,584,278,2541,1884,657,1761,1230,531,780,654,126,2628,1757,871,1789,1184,605,839,573,266,2504,1711,793,1745,1151,594,759,560,199,2572,1774,798,1719,1223,496,853,551,302,2398,1621,777,1628,1105,523,770,516,254,2413,1766,647,1625,1235,390,788,531,257,2457,1673,784,1727,1189,538,730,484,246,2560,1651,909,1859,1172,687,701,479,222,2647,1570,1077,1905,1083,822,742,487,255,2557,1494,1063,1852,1092,760,705,402,303,2363,1754,609,1674,1275,399,689,479,210,2141,1667,474,1574,1233,341,567,434,133,2181,1905,276,1602,1428,174,579,477,102,2336,1724,612,1707,1264,443,629,460,169,2448,1676,772,1841,1268,573,607,408,199,2470,1561,909,1870,1138,732,600,423,177,2479,1671,808,1901,1263,638,578,408,170,2498,1558,940,1883,1177,706,615,381,234,2485,1565,920,1898,1212,686,587,353,234,2728,1579,1149,2096,1213,883,632,366,266,2588,1556,1032,1997,1188,809,591,368,223,2325,1642,683,1792,1285,507,533,357,176,2386,1709,677,1813,1300,513,573,409,164,2539,1703,836,1961,1313,648,578,390,188,2612,1667,945,2037,1298,739,575,369,206
1,39,高知県,1741,1356,385,1202,922,280,539,434,105,1711,1274,437,1172,884,288,539,390,149,1548,1370,178,1070,916,154,478,454,24,1404,1350,54,985,942,43,419,408,11,1346,1374,-28,901,974,-73,445,400,45,1348,1183,165,880,809,71,468,374,94,1420,1223,197,990,830,160,430,393,37,1431,1210,221,968,824,144,463,386,77,1390,1242,148,961,886,75,429,356,73,1418,1166,252,954,848,106,464,318,146,1426,1082,344,989,775,214,437,307,130,1389,1022,367,946,704,242,443,318,125,1435,1115,320,1017,798,219,418,317,101,1407,1055,352,992,759,233,415,296,119,1404,944,460,1009,690,319,395,254,141,1458,877,581,1089,626,463,369,251,118,1542,830,712,1113,595,518,429,235,194,1534,828,706,1089,610,479,445,218,227,1376,918,458,1012,693,319,364,225,139,1312,1055,257,954,787,167,358,268,90,1210,1127,83,842,817,25,368,310,58,1175,981,194,851,710,141,324,271,53,1280,964,316,962,697,265,318,267,51,1289,887,402,968,657,311,321,230,91,1333,882,451,993,644,349,340,238,102,1341,943,398,1000,734,266,341,209,132,1390,939,451,1056,734,322,334,205,129,1358,919,439,1037,706,331,321,213,108,1385,792,593,1054,591,463,331,201,130,1197,926,271,919,698,221,278,228,50,1222,942,280,957,738,219,265,204,61,1195,878,317,919,670,249,276,208,68,1286,818,468,1002,598,404,284,220,64
1,40,福岡県,12968,10568,2400,8829,7137,1692,4139,3431,708,12083,10328,1755,8066,7054,1012,4017,3274,743,10869,10740,129,7351,7207,144,3518,3533,-15,10323,10411,-88,7022,7086,-64,3301,3325,-24,10176,10127,49,7000,6816,184,3176,3311,-135,10633,9699,934,7392,6593,799,3241,3106,135,10820,9444,1376,7443,6349,1094,3377,3095,282,11786,9536,2250,8214,6534,1680,3572,3002,570,11599,9137,2462,8149,6363,1786,3450,2774,676,11825,9135,2690,8408,6357,2051,3417,2778,639,12136,8863,3273,8681,6175,2506,3455,2688,767,12379,9180,3199,8772,6423,2349,3607,2757,850,12271,9125,3146,8903,6476,2427,3368,2649,719,12015,9096,2919,8762,6475,2287,3253,2621,632,13011,9056,3955,9636,6406,3230,3375,2650,725,13291,8737,4554,10005,6415,3590,3286,2322,964,14343,8695,5648,10750,6414,4336,3593,2281,1312,13885,8711,5174,10450,6388,4062,3435,2323,1112,13434,9378,4056,9980,7109,2871,3454,2269,1185,12470,9260,3210,9503,6928,2575,2967,2332,635,12135,11575,560,9258,8907,351,2877,2668,209,12564,10867,1697,9574,8199,1375,2990,2668,322,12843,10045,2798,9938,7648,2290,2905,2397,508,13376,9637,3739,10446,7281,3165,2930,2356,574,14073,10112,3961,11045,7728,3317,3028,2384,644,13790,10191,3599,10756,7866,2890,3034,2325,709,14066,10191,3875,11044,7982,3062,3022,2209,813,14760,10217,4543,11747,8069,3678,3013,2148,865,14928,10572,4356,11952,8299,3653,2976,2273,703,13554,10555,2999,10861,8431,2430,2693,2124,569,13366,11182,2184,10620,8905,1715,2746,2277,469,13927,10884,3043,11363,8553,2810,2564,2331,233,14392,10707,3685,11753,8562,3191,2639,2145,494
1,41,佐賀県,1601,1175,426,1086,743,343,515,432,83,1536,1197,339,1057,745,312,479,452,27,1297,1237,60,811,780,31,486,457,29,1200,1122,78,797,749,48,403,373,30,1172,1153,19,800,755,45,372,398,-26,1124,959,165,779,654,125,345,305,40,1241,1000,241,831,660,171,410,340,70,1348,940,408,922,646,276,426,294,132,1348,896,452,899,605,294,449,291,158,1226,937,289,857,605,252,369,332,37,1419,907,512,962,600,362,457,307,150,1329,920,409,905,626,279,424,294,130,1292,851,441,849,596,253,443,255,188,1270,939,331,894,649,245,376,290,86,1287,860,427,898,577,321,389,283,106,1393,824,569,1005,570,435,388,254,134,1445,802,643,1026,558,468,419,244,175,1412,776,636,1046,531,515,366,245,121,1311,816,495,910,596,314,401,220,181,1233,950,283,868,684,184,365,266,99,1208,1108,100,846,821,25,362,287,75,1178,891,287,853,664,189,325,227,98,1298,919,379,975,665,310,323,254,69,1281,925,356,969,690,279,312,235,77,1341,846,495,998,629,369,343,217,126,1328,911,417,989,695,294,339,216,123,1365,879,486,1029,639,390,336,240,96,1344,838,506,1033,605,428,311,233,78,1348,853,495,992,639,353,356,214,142,1298,930,368,1022,697,325,276,233,43,1230,874,356,932,661,271,298,213,85,1217,905,312,937,692,245,280,213,67,1248,848,400,971,625,346,277,223,54
1,42,長崎県,3854,2796,1058,2772,2032,740,1082,764,318,3446,2798,648,2447,2025,422,999,773,226,2927,2833,94,2100,1956,144,827,877,-50,2637,2666,-29,1901,1948,-47,736,718,18,2615,2450,165,1875,1798,77,740,652,88,2562,2313,249,1824,1622,202,738,691,47,2735,2132,603,1944,1550,394,791,582,209,2854,2166,688,2071,1577,494,783,589,194,2807,2002,805,2031,1523,508,776,479,297,2647,1959,688,1866,1420,446,781,539,242,2527,1895,632,1822,1427,395,705,468,237,2756,1992,764,1955,1413,542,801,579,222,2711,1993,718,1914,1434,480,797,559,238,2579,1994,585,1823,1464,359,756,530,226,2676,1819,857,1958,1336,622,718,483,235,2661,1700,961,1936,1278,658,725,422,303,2806,1667,1139,2066,1218,848,740,449,291,2713,1620,1093,1984,1214,770,729,406,323,2538,1816,722,1906,1346,560,632,470,162,2454,1764,690,1787,1364,423,667,400,267,2452,2029,423,1797,1574,223,655,455,200,2499,1845,654,1845,1400,445,654,445,209,2500,1785,715,1876,1341,535,624,444,180,2482,1642,840,1878,1269,609,604,373,231,2616,1678,938,1992,1271,721,624,407,217,2516,1758,758,1880,1372,508,636,386,250,2568,1658,910,1933,1267,666,635,391,244,2529,1662,867,1931,1287,644,598,375,223,2512,1660,852,1915,1303,612,597,357,240,2409,1766,643,1845,1363,482,564,403,161,2243,1714,529,1722,1314,408,521,400,121,2340,1685,655,1797,1299,498,543,386,157,2419,1664,755,1861,1274,587,558,390,168
1,43,熊本県,4145,3126,1019,2940,2205,735,1205,921,284,3883,3310,573,2735,2291,444,1148,1019,129,3484,3142,342,2452,2148,304,1032,994,38,3079,3098,-19,2195,2029,166,884,1069,-185,3087,2931,156,2190,2075,115,897,856,41,3160,2757,403,2191,1890,301,969,867,102,3194,2669,525,2262,1820,442,932,849,83,3356,2695,661,2368,1868,500,988,827,161,3293,2561,732,2376,1801,575,917,760,157,3321,2448,873,2359,1676,683,962,772,190,3399,2466,933,2350,1703,647,1049,763,286,3357,2423,934,2355,1689,666,1002,734,268,3316,2508,808,2373,1849,524,943,659,284,3149,2541,608,2249,1859,390,900,682,218,3260,2241,1019,2299,1637,662,961,604,357,3313,2266,1047,2410,1610,800,903,656,247,3526,2198,1328,2542,1553,989,984,645,339,3355,2122,1233,2437,1568,869,918,554,364,3207,2285,922,2264,1675,589,943,610,333,2912,2222,690,2108,1636,472,804,586,218,2932,2768,164,2145,2066,79,787,702,85,3033,2747,286,2301,2062,239,732,685,47,3101,2372,729,2314,1732,582,787,640,147,3249,2298,951,2436,1676,760,813,622,191,3426,2294,1132,2598,1695,903,828,599,229,3358,2298,1060,2483,1703,780,875,595,280,3395,2284,1111,2538,1727,811,857,557,300,3475,2151,1324,2602,1600,1002,873,551,322,3314,2073,1241,2556,1542,1014,758,531,227,3080,2208,872,2437,1684,753,643,524,119,2929,2319,610,2269,1813,456,660,506,154,3251,2238,1013,2465,1714,751,786,524,262,3205,2261,944,2513,1777,736,692,484,208
1,44,大分県,2791,2187,604,1824,1428,396,967,759,208,2490,2143,347,1657,1463,194,833,680,153,2400,2128,272,1637,1409,228,763,719,44,2124,2119,5,1455,1379,76,669,740,-71,2055,1904,151,1385,1212,173,670,692,-22,2051,1920,131,1429,1211,218,622,709,-87,2108,1828,280,1411,1231,180,697,597,100,2162,1855,307,1501,1288,213,661,567,94,2127,1698,429,1435,1173,262,692,525,167,2122,1681,441,1438,1125,313,684,556,128,2128,1584,544,1484,1105,379,644,479,165,2005,1634,371,1422,1130,292,583,504,79,2142,1674,468,1501,1125,376,641,549,92,1952,1571,381,1360,1066,294,592,505,87,2064,1517,547,1473,1057,416,591,460,131,2057,1444,613,1505,970,535,552,474,78,2119,1364,755,1510,984,526,609,380,229,2016,1372,644,1455,919,536,561,453,108,1952,1514,438,1406,1107,299,546,407,139,1818,1394,424,1356,1018,338,462,376,86,1845,1677,168,1363,1242,121,482,435,47,1844,1539,305,1388,1130,258,456,409,47,1913,1478,435,1458,1102,356,455,376,79,1948,1337,611,1485,1014,471,463,323,140,2001,1432,569,1546,1067,479,455,365,90,2012,1360,652,1563,1010,553,449,350,99,1964,1446,518,1498,1112,386,466,334,132,1981,1282,699,1503,978,525,478,304,174,2041,1302,739,1588,984,604,453,318,135,1831,1421,410,1398,1092,306,433,329,104,1732,1428,304,1288,1055,233,444,373,71,1888,1409,479,1464,1089,375,424,320,104,1878,1412,466,1499,1073,426,379,339,40
1,45,宮崎県,3573,2576,997,2558,1838,720,1015,738,277,3264,2733,531,2281,1977,304,983,756,227,2935,2886,49,2032,1967,65,903,919,-16,2619,2534,85,1820,1721,99,799,813,-14,2562,2575,-13,1760,1765,-5,802,810,-8,2462,2367,95,1718,1652,66,744,715,29,2678,2332,346,1931,1662,269,747,670,77,2733,2121,612,1912,1481,431,821,640,181,2541,2302,239,1759,1528,231,782,774,8,2657,2061,596,1843,1398,445,814,663,151,2798,2025,773,1984,1423,561,814,602,212,2799,1929,870,1940,1353,587,859,576,283,2595,2013,582,1826,1401,425,769,612,157,2507,1979,528,1802,1420,382,705,559,146,2560,1717,843,1774,1200,574,786,517,269,2667,1706,961,1839,1184,655,828,522,306,2715,1760,955,1912,1210,702,803,550,253,2602,1790,812,1824,1298,526,778,492,286,2220,1868,352,1561,1337,224,659,531,128,2317,1818,499,1617,1332,285,700,486,214,2268,2078,190,1605,1532,73,663,546,117,2164,1827,337,1520,1268,252,644,559,85,2337,1742,595,1682,1236,446,655,506,149,2421,1622,799,1765,1193,572,656,429,227,2411,1687,724,1712,1222,490,699,465,234,2401,1757,644,1736,1319,417,665,438,227,2500,1568,932,1858,1127,731,642,441,201,2470,1542,928,1847,1149,698,623,393,230,2359,1575,784,1745,1173,572,614,402,212,2082,1718,364,1575,1278,297,507,440,67,2021,1691,330,1506,1197,309,515,494,21,2069,1807,262,1570,1372,198,499,435,64,2112,1616,496,1634,1217,417,478,399,79
