地域階層,地域コード,地域,平成3年/総数/転入者数(人),平成3年/総数/転出者数(人),平成3年/総数/転入超過数(人),平成3年/区部/転入者数(人),平成3年/区部/転出者数(人),平成3年/区部/転入超過数(人),平成3年/市町村部/転入者数(人),平成3年/市町村部/転出者数(人),平成3年/市町村部/転入超過数(人),平成4年/総数/転入者数(人),平成4年/総数/転出者数(人),平成4年/総数/転入超過数(人),平成4年/区部/転入者数(人),平成4年/区部/転出者数(人),平成4年/区部/転入超過数(人),平成4年/市町村部/転入者数(人),平成4年/市町村部/転出者数(人),平成4年/市町村部/転入超過数(人),平成5年/総数/転入者数(人),平成5年/総数/転出者数(人),平成5年/総数/転入超過数(人),平成5年/区部/転入者数(人),平成5年/区部/転出者数(人),平成5年/区部/転入超過数(人),平成5年/市町村部/転入者数(人),平成5年/市町村部/転出者数(人),平成5年/市町村部/転入超過数(人),平成6年/総数/転入者数(人),平成6年/総数/転出者数(人),平成6年/総数/転入超過数(人),平成6年/区部/転入者数(人),平成6年/区部/転出者数(人),平成6年/区部/転入超過数(人),平成6年/市町村部/転入者数(人),平成6年/市町村部/転出者数(人),平成6年/市町村部/転入超過数(人),平成7年/総数/転入者数(人),平成7年/総数/転出者数(人),平成7年/総数/転入超過数(人),平成7年/区部/転入者数(人),平成7年/区部/転出者数(人),平成7年/区部/転入超過数(人),平成7年/市町村部/転入者数(人),平成7年/市町村部/転出者数(人),平成7年/市町村部/転入超過数(人),平成8年/総数/転入者数(人),平成8年/総数/転出者数(人),平成8年/総数/転入超過数(人),平成8年/区部/転入者数(人),平成8年/区部/転出者数(人),平成8年/区部/転入超過数(人),平成8年/市町村部/転入者数(人),平成8年/市町村部/転出者数(人),平成8年/市町村部/転入超過数(人),平成9年/総数/転入者数(人),平成9年/総数/転出者数(人),平成9年/総数/転入超過数(人),平成9年/区部/転入者数(人),平成9年/区部/転出者数(人),平成9年/区部/転入超過数(人),平成9年/市町村部/転入者数(人),平成9年/市町村部/転出者数(人),平成9年/市町村部/転入超過数(人),平成10年/総数/転入者数(人),平成10年/総数/転出者数(人),平成10年/総数/転入超過数(人),平成10年/区部/転入者数(人),平成10年/区部/転出者数(人),平成10年/区部/転入超過数(人),平成10年/市町村部/転入者数(人),平成10年/市町村部/転出者数(人),平成10年/市町村部/転入超過数(人),平成11年/総数/転入者数(人),平成11年/総数/転出者数(人),平成11年/総数/転入超過数(人),平成11年/区部/転入者数(人),平成11年/区部/転出者数(人),平成11年/区部/転入超過数(人),平成11年/市町村部/転入者数(人),平成11年/市町村部/転出者数(人),平成11年/市町村部/転入超過数(人),平成12年/総数/転入者数(人),平成12年/総数/転出者数(人),平成12年/総数/転入超過数(人),平成12年/区部/転入者数(人),平成12年/区部/転出者数(人),平成12年/区部/転入超過数(人),平成12年/市町村部/転入者数(人),平成12年/市町村部/転出者数(人),平成12年/市町村部/転入超過数(人),平成13年/総数/転入者数(人),平成13年/総数/転出者数(人),平成13年/総数/転入超過数(人),平成13年/区部/転入者数(人),平成13年/区部/転出者数(人),平成13年/区部/転入超過数(人),平成13年/市町村部/転入者数(人),平成13年/市町村部/転出者数(人),平成13年/市町村部/転入超過数(人),平成14年/総数/転入者数(人),平成14年/総数/転出者数(人),平成14年/総数/転入超過数(人),平成14年/区部/転入者数(人),平成14年/区部/転出者数(人),平成14年/区部/転入超過数(人),平成14年/市町村部/転入者数(人),平成14年/市町村部/転出者数(人),平成14年/市町村部/転入超過数(人),平成15年/総数/転入者数(人),平成15年/総数/転出者数(人),平成15年/総数/転入超過数(人),平成15年/区部/転入者数(人),平成15年/区部/転出者数(人),平成15年/区部/転入超過数(人),平成15年/市町村部/転入者数(人),平成15年/市町村部/転出者数(人),平成15年/市町村部/転入超過数(人),平成16年/総数/転入者数(人),平成16年/総数/転出者数(人),平成16年/総数/転入超過数(人),平成16年/区部/転入者数(人),平成16年/区部/転出者数(人),平成16年/区部/転入超過数(人),平成16年/市町村部/転入者数(人),平成16年/市町村部/転出者数(人),平成16年/市町村部/転入超過数(人),平成17年/総数/転入者数(人),平成17年/総数/転出者数(人),平成17年/総数/転入超過数(人),平成17年/区部/転入者数(人),平成17年/区部/転出者数(人),平成17年/区部/転入超過数(人),平成17年/市町村部/転入者数(人),平成17年/市町村部/転出者数(人),平成17年/市町村部/転入超過数(人),平成18年/総数/転入者数(人),平成18年/総数/転出者数(人),平成18年/総数/転入超過数(人),平成18年/区部/転入者数(人),平成18年/区部/転出者数(人),平成18年/区部/転入超過数(人),平成18年/市町村部/転入者数(人),平成18年/市町村部/転出者数(人),平成18年/市町村部/転入超過数(人),平成19年/総数/転入者数(人),平成19年/総数/転出者数(人),平成19年/総数/転入超過数(人),平成19年/区部/転入者数(人),平成19年/区部/転出者数(人),平成19年/区部/転入超過数(人),平成19年/市町村部/転入者数(人),平成19年/市町村部/転出者数(人),平成19年/市町村部/転入超過数(人),平成20年/総数/転入者数(人),平成20年/総数/転出者数(人),平成20年/総数/転入超過数(人),平成20年/区部/転入者数(人),平成20年/区部/転出者数(人),平成20年/区部/転入超過数(人),平成20年/市町村部/転入者数(人),平成20年/市町村部/転出者数(人),平成20年/市町村部/転入超過数(人),平成21年/総数/転入者数(人),平成21年/総数/転出者数(人),平成21年/総数/転入超過数(人),平成21年/区部/転入者数(人),平成21年/区部/転出者数(人),平成21年/区部/転入超過数(人),平成21年/市町村部/転入者数(人),平成21年/市町村部/転出者数(人),平成21年/市町村部/転入超過数(人),平成22年/総数/転入者数(人),平成22年/総数/転出者数(人),平成22年/総数/転入超過数(人),平成22年/区部/転入者数(人),平成22年/区部/転出者数(人),平成22年/区部/転入超過数(人),平成22年/市町村部/転入者数(人),平成22年/市町村部/転出者数(人),平成22年/市町村部/転入超過数(人),平成23年/総数/転入者数(人),平成23年/総数/転出者数(人),平成23年/総数/転入超過数(人),平成23年/区部/転入者数(人),平成23年/区部/転出者数(人),平成23年/区部/転入超過数(人),平成23年/市町村部/転入者数(人),平成23年/市町村部/転出者数(人),平成23年/市町村部/転入超過数(人),平成24年/総数/転入者数(人),平成24年/総数/転出者数(人),平成24年/総数/転入超過数(人),平成24年/区部/転入者数(人),平成24年/区部/転出者数(人),平成24年/区部/転入超過数(人),平成24年/市町村部/転入者数(人),平成24年/市町村部/転出者数(人),平成24年/市町村部/転入超過数(人),平成25年/総数/転入者数(人),平成25年/総数/転出者数(人),平成25年/総数/転入超過数(人),平成25年/区部/転入者数(人),平成25年/区部/転出者数(人),平成25年/区部/転入超過数(人),平成25年/市町村部/転入者数(人),平成25年/市町村部/転出者数(人),平成25年/市町村部/転入超過数(人),平成26年/総数/転入者数(人),平成26年/総数/転出者数(人),平成26年/総数/転入超過数(人),平成26年/区部/転入者数(人),平成26年/区部/転出者数(人),平成26年/区部/転入超過数(人),平成26年/市町村部/転入者数(人),平成26年/市町村部/転出者数(人),平成26年/市町村部/転入超過数(人),平成27年/総数/転入者数(人),平成27年/総数/転出者数(人),平成27年/総数/転入超過数(人),平成27年/区部/転入者数(人),平成27年/区部/転出者数(人),平成27年/区部/転入超過数(人),平成27年/市町村部/転入者数(人),平成27年/市町村部/転出者数(人),平成27年/市町村部/転入超過数(人),平成28年/総数/転入者数(人),平成28年/総数/転出者数(人),平成28年/総数/転入超過数(人),平成28年/区部/転入者数(人),平成28年/区部/転出者数(人),平成28年/区部/転入超過数(人),平成28年/市町村部/転入者数(人),平成28年/市町村部/転出者数(人),平成28年/市町村部/転入超過数(人),平成29年/総数/転入者数(人),平成29年/総数/転出者数(人),平成29年/総数/転入超過数(人),平成29年/区部/転入者数(人),平成29年/区部/転出者数(人),平成29年/区部/転入超過数(人),平成29年/市町村部/転入者数(人),平成29年/市町村部/転出者数(人),平成29年/市町村部/転入超過数(人),平成30年/総数/転入者数(人),平成30年/総数/転出者数(人),平成30年/総数/転入超過数(人),平成30年/区部/転入者数(人),平成30年/区部/転出者数(人),平成30年/区部/転入超過数(人),平成30年/市町村部/転入者数(人),平成30年/市町村部/転出者数(人),平成30年/市町村部/転入超過数(人),平成31年/総数/転入者数(人),平成31年/総数/転出者数(人),平成31年/総数/転入超過数(人),平成31年/区部/転入者数(人),平成31年/区部/転出者数(人),平成31年/区部/転入超過数(人),平成31年/市町村部/転入者数(人),平成31年/市町村部/転出者数(人),平成31年/市町村部/転入超過数(人),令和2年/総数/転入者数(人),令和2年/総数/転出者数(人),令和2年/総数/転入超過数(人),令和2年/区部/転入者数(人),令和2年/区部/転出者数(人),令和2年/区部/転入超過数(人),令和2年/市町村部/転入者数(人),令和2年/市町村部/転出者数(人),令和2年/市町村部/転入超過数(人),令和3年/総数/転入者数(人),令和3年/総数/転出者数(人),令和3年/総数/転入超過数(人),令和3年/区部/転入者数(人),令和3年/区部/転出者数(人),令和3年/区部/転入超過数(人),令和3年/市町村部/転入者数(人),令和3年/市町村部/転出者数(人),令和3年/市町村部/転入超過数(人),令和4年/総数/転入者数(人),令和4年/総数/転出者数(人),令和4年/総数/転入超過数(人),令和4年/区部/転入者数(人),令和4年/区部/転出者数(人),令和4年/区部/転入超過数(人),令和4年/市町村部/転入者数(人),令和4年/市町村部/転出者数(人),令和4年/市町村部/転入超過数(人),令和5年/総数/転入者数(人),令和5年/総数/転出者数(人),令和5年/総数/転入超過数(人),令和5年/区部/転入者数(人),令和5年/区部/転出者数(人),令和5年/区部/転入超過数(人),令和5年/市町村部/転入者数(人),令和5年/市町村部/転出者数(人),令和5年/市町村部/転入超過数(人)
1,10,群馬県,7773,7617,156,5512,5227,285,2261,2390,-129,7696,7448,248,5301,5051,250,2395,2397,-2,7280,7486,-206,4913,5151,-238,2367,2335,32,7023,7311,-288,4830,5015,-185,2193,2296,-103,7195,7034,161,5004,4851,153,2191,2183,8,7100,6764,336,4944,4632,312,2156,2132,24,7339,6832,507,5170,4727,443,2169,2105,64,7665,7068,597,5396,4858,538,2269,2210,59,7341,6436,905,5145,4548,597,2196,1888,308,7358,6478,880,5092,4493,599,2266,1985,281,7411,6212,1199,5144,4234,910,2267,1978,289,7258,5937,1321,5129,4078,1051,2129,1859,270,7163,5671,1492,5065,3935,1130,2098,1736,362,6974,5668,1306,4965,3896,1069,2009,1772,237,7096,5372,1724,5014,3653,1361,2082,1719,363,7144,4988,2156,5124,3446,1678,2020,1542,478,7159,4897,2262,5056,3417,1639,2103,1480,623,6729,4833,1896,4856,3382,1474,1873,1451,422,6350,5077,1273,4514,3634,880,1836,1443,393,6191,4810,1381,4318,3428,890,1873,1382,491,6216,4865,1351,4410,3563,847,1806,1302,504,6057,4765,1292,4488,3404,1084,1569,1361,208,6349,4688,1661,4654,3354,1300,1695,1334,361,6395,4730,1665,4712,3313,1399,1683,1417,266,6557,4888,1669,4830,3532,1298,1727,1356,371,6427,4870,1557,4750,3503,1247,1677,1367,310,6495,4984,1511,4856,3573,1283,1639,1411,228,6532,5050,1482,4883,3729,1154,1649,1321,328,6784,5026,1758,5036,3672,1364,1748,1354,394,6410,5236,1174,4823,3892,931,1587,1344,243,5890,5415,475,4397,4057,340,1493,1358,135,6229,5298,931,4760,3914,846,1469,1384,85,6469,5136,1333,4929,3859,1070,1540,1277,263
1,11,埼玉県,59375,94403,-35028,44264,72120,-27856,15111,22283,-7172,59609,96909,-37300,43800,73477,-29677,15809,23432,-7623,62346,99524,-37178,46118,74226,-28108,16228,25298,-9070,65775,97774,-31999,48074,72665,-24591,17701,25109,-7408,67340,93242,-25902,50027,69093,-19066,17313,24149,-6836,67921,85062,-17141,50582,63127,-12545,17339,21935,-4596,66936,77673,-10737,49382,57195,-7813,17554,20478,-2924,66308,72697,-6389,49375,53944,-4569,16933,18753,-1820,65736,70774,-5038,49046,53183,-4137,16690,17591,-901,67236,68203,-967,50642,50464,178,16594,17739,-1145,66940,66290,650,50201,49629,572,16739,16661,78,66688,63219,3469,49799,47197,2602,16889,16022,867,66269,64374,1895,49156,48247,909,17113,16127,986,64659,61195,3464,47720,45811,1909,16939,15384,1555,64045,58375,5670,48170,43779,4391,15875,14596,1279,62301,60034,2267,47153,45071,2082,15148,14963,185,61877,59564,2313,47173,44822,2351,14704,14742,-38,58318,58648,-330,44451,44001,450,13867,14647,-780,57540,62509,-4969,43879,47861,-3982,13661,14648,-987,56101,61791,-5690,42836,47437,-4601,13265,14354,-1089,56338,58953,-2615,43608,45217,-1609,12730,13736,-1006,57590,58200,-610,44527,44132,395,13063,14068,-1005,57913,58018,-105,44866,44166,700,13047,13852,-805,56283,58206,-1923,43670,44438,-768,12613,13768,-1155,59295,59480,-185,46100,45513,587,13195,13967,-772,56689,59662,-2973,44077,45875,-1798,12612,13787,-1175,57664,60466,-2802,44384,46681,-2297,13280,13785,-505,58139,60640,-2501,44847,47073,-2226,13292,13567,-275,58144,60859,-2715,45131,47160,-2029,13013,13699,-686,56183,64050,-7867,43325,50213,-6888,12858,13837,-979,53726,68146,-14420,41322,54296,-12974,12404,13850,-1446,54213,65580,-11367,41940,51391,-9451,12273,14189,-1916,55229,62482,-7253,43114,48656,-5542,12115,13826,-1711
1,12,千葉県,51237,69000,-17763,41103,56842,-15739,10134,12158,-2024,50329,68679,-18350,40260,56515,-16255,10069,12164,-2095,51527,68799,-17272,41132,56026,-14894,10395,12773,-2378,53318,66599,-13281,42722,54636,-11914,10596,11963,-1367,55413,64123,-8710,44832,52918,-8086,10581,11205,-624,56519,59199,-2680,45889,48592,-2703,10630,10607,23,56639,57495,-856,46125,47222,-1097,10514,10273,241,55526,55749,-223,45028,45205,-177,10498,10544,-46,54330,56231,-1901,44246,45710,-1464,10084,10521,-437,55975,53862,2113,46018,43854,2164,9957,10008,-51,56753,53570,3183,46640,42900,3740,10113,10670,-557,54077,50806,3271,44626,41231,3395,9451,9575,-124,54542,52750,1792,44950,43493,1457,9592,9257,335,54129,46352,7777,44309,37998,6311,9820,8354,1466,56029,47409,8620,46813,38811,8002,9216,8598,618,52410,47067,5343,43680,38580,5100,8730,8487,243,52190,49393,2797,43636,40461,3175,8554,8932,-378,49966,49567,399,41753,40914,839,8213,8653,-440,49206,49785,-579,41139,41141,-2,8067,8644,-577,48485,47656,829,40627,39723,904,7858,7933,-75,49226,42475,6751,41135,35453,5682,8091,7022,1069,50189,40762,9427,42210,33594,8616,7979,7168,811,49734,41989,7745,42122,34757,7365,7612,7232,380,47062,41933,5129,39934,34586,5348,7128,7347,-219,49176,44592,4584,41573,37370,4203,7603,7222,381,46193,44870,1323,39089,37320,1769,7104,7550,-446,47298,46307,991,40179,38777,1402,7119,7530,-411,47638,45987,1651,40116,38581,1535,7522,7406,116,47832,46216,1616,40252,38644,1608,7580,7572,8,45971,49287,-3316,38695,42005,-3310,7276,7282,-6,43805,52081,-8276,36761,44746,-7985,7044,7335,-291,44225,50871,-6646,37364,43533,-6169,6861,7338,-477,44723,46230,-1507,37927,39076,-1149,6796,7154,-358
1,14,神奈川県,74885,95946,-21061,48418,67448,-19030,26467,28498,-2031,76268,93929,-17661,48289,64850,-16561,27979,29079,-1100,78231,96689,-18458,49195,65727,-16532,29036,30962,-1926,80417,96240,-15823,51603,64198,-12595,28814,32042,-3228,82611,90880,-8269,53250,59574,-6324,29361,31306,-1945,82795,88300,-5505,53467,57682,-4215,29328,30618,-1290,81866,84332,-2466,53121,55222,-2101,28745,29110,-365,79251,82725,-3474,51922,54476,-2554,27329,28249,-920,83012,82439,573,53567,54997,-1430,29445,27442,2003,85155,83010,2145,54513,55070,-557,30642,27940,2702,83624,82467,1157,54481,54583,-102,29143,27884,1259,83568,80945,2623,53651,54262,-611,29917,26683,3234,85437,82000,3437,55056,54645,411,30381,27355,3026,83171,80047,3124,54081,53796,285,29090,26251,2839,82744,77681,5063,55804,51646,4158,26940,26035,905,82834,77432,5402,55815,51972,3843,27019,25460,1559,81913,80226,1687,54649,54726,-77,27264,25500,1764,78660,76876,1784,53331,52516,815,25329,24360,969,79930,78146,1784,53932,54317,-385,25998,23829,2169,78035,76149,1886,53596,52456,1140,24439,23693,746,77020,72126,4894,54276,50029,4247,22744,22097,647,78674,72975,5699,55574,49919,5655,23100,23056,44,78793,73501,5292,55318,50755,4563,23475,22746,729,77802,71565,6237,54910,49371,5539,22892,22194,698,82030,75839,6191,57994,53335,4659,24036,22504,1532,80493,72687,7806,55901,51199,4702,24592,21488,3104,81292,74333,6959,57037,51965,5072,24255,22368,1887,80579,75209,5370,57119,53233,3886,23460,21976,1484,80557,76118,4439,57399,53845,3554,23158,22273,885,78042,82999,-4957,55145,60614,-5469,22897,22385,512,76022,88607,-12585,52937,66199,-13262,23085,22408,677,78135,84297,-6162,54838,61659,-6821,23297,22638,659,78062,79529,-1467,55524,57449,-1925,22538,22080,458
1,15,新潟県,10451,8733,1718,7259,6214,1045,3192,2519,673,9873,8711,1162,6817,6150,667,3056,2561,495,9112,8981,131,6277,6419,-142,2835,2562,273,8305,8668,-363,5729,6014,-285,2576,2654,-78,8538,8419,119,5836,5863,-27,2702,2556,146,8207,7861,346,5642,5482,160,2565,2379,186,8749,7338,1411,6036,5161,875,2713,2177,536,9259,7289,1970,6353,5078,1275,2906,2211,695,8485,6664,1821,5762,4563,1199,2723,2101,622,8784,6495,2289,6055,4603,1452,2729,1892,837,8699,6069,2630,5906,4258,1648,2793,1811,982,8479,5897,2582,5902,4065,1837,2577,1832,745,8238,5931,2307,5585,4129,1456,2653,1802,851,8045,5894,2151,5480,4103,1377,2565,1791,774,7949,5516,2433,5537,3860,1677,2412,1656,756,8224,5196,3028,5674,3599,2075,2550,1597,953,8049,5000,3049,5581,3423,2158,2468,1577,891,7384,4966,2418,5229,3506,1723,2155,1460,695,7020,5128,1892,4917,3743,1174,2103,1385,718,6604,5109,1495,4584,3664,920,2020,1445,575,6468,4792,1676,4606,3526,1080,1862,1266,596,6687,4857,1830,4776,3548,1228,1911,1309,602,6785,4618,2167,4895,3368,1527,1890,1250,640,6690,4642,2048,4874,3319,1555,1816,1323,493,7271,4503,2768,5281,3235,2046,1990,1268,722,6984,4409,2575,5061,3142,1919,1923,1267,656,7125,4230,2895,5271,3115,2156,1854,1115,739,7278,4004,3274,5297,2935,2362,1981,1069,912,7304,3974,3330,5429,2933,2496,1875,1041,834,6529,4194,2335,4917,3090,1827,1612,1104,508,6302,4439,1863,4603,3281,1322,1699,1158,541,6346,4180,2166,4708,3055,1653,1638,1125,513,6377,4101,2276,4889,2993,1896,1488,1108,380
1,16,富山県,2907,2648,259,1981,1595,386,926,1053,-127,2846,2418,428,1843,1693,150,1003,725,278,2519,2465,54,1687,1701,-14,832,764,68,2363,2323,40,1620,1589,31,743,734,9,2420,2288,132,1652,1574,78,768,714,54,2497,2177,320,1690,1494,196,807,683,124,2532,2080,452,1771,1426,345,761,654,107,2737,2067,670,1862,1490,372,875,577,298,2508,1946,562,1714,1316,398,794,630,164,2497,1851,646,1673,1276,397,824,575,249,2701,1777,924,1857,1233,624,844,544,300,2576,1712,864,1773,1207,566,803,505,298,2446,1725,721,1657,1217,440,789,508,281,2394,1767,627,1626,1198,428,768,569,199,2440,1573,867,1704,1109,595,736,464,272,2402,1636,766,1725,1130,595,677,506,171,2476,1545,931,1766,1043,723,710,502,208,2303,1599,704,1645,1136,509,658,463,195,2146,1581,565,1477,1141,336,669,440,229,1967,1558,409,1444,1134,310,523,424,99,1945,1685,260,1400,1243,157,545,442,103,1954,1600,354,1452,1174,278,502,426,76,2078,1471,607,1536,1039,497,542,432,110,1974,1471,503,1506,1076,430,468,395,73,2257,1564,693,1681,1148,533,576,416,160,2076,1573,503,1577,1160,417,499,413,86,2209,1671,538,1679,1215,464,530,456,74,2169,1450,719,1684,1089,595,485,361,124,2391,1475,916,1893,1108,785,498,367,131,2230,1514,716,1733,1108,625,497,406,91,2131,1489,642,1676,1150,526,455,339,116,2307,1534,773,1769,1161,608,538,373,165,2338,1470,868,1857,1137,720,481,333,148
1,17,石川県,3191,2443,748,2265,1722,543,926,721,205,2902,2519,383,2001,1776,225,901,743,158,2731,2627,104,1804,1786,18,927,841,86,2485,2381,104,1735,1652,83,750,729,21,2581,2299,282,1787,1635,152,794,664,130,2695,2340,355,1909,1638,271,786,702,84,2723,2301,422,1874,1652,222,849,649,200,2904,2204,700,2027,1556,471,877,648,229,2780,2170,610,1968,1535,433,812,635,177,3012,2050,962,2094,1463,631,918,587,331,2800,1967,833,1953,1370,583,847,597,250,2855,2001,854,2032,1418,614,823,583,240,2774,2035,739,1964,1455,509,810,580,230,2748,1963,785,1990,1339,651,758,624,134,2709,1747,962,1965,1239,726,744,508,236,2752,1800,952,2039,1263,776,713,537,176,2845,1792,1053,2122,1316,806,723,476,247,2551,1693,858,1901,1233,668,650,460,190,2639,1746,893,1874,1251,623,765,495,270,2403,1784,619,1817,1320,497,586,464,122,2290,1874,416,1723,1408,315,567,466,101,2458,1877,581,1794,1411,383,664,466,198,2535,1776,759,1928,1332,596,607,444,163,2385,1853,532,1861,1370,491,524,483,41,2651,1969,682,2057,1483,574,594,486,108,2671,1914,757,2037,1494,543,634,420,214,2770,1989,781,2111,1511,600,659,478,181,2765,1856,909,2146,1359,787,619,497,122,3052,1900,1152,2359,1418,941,693,482,211,2811,1923,888,2208,1484,724,603,439,164,2732,2021,711,2065,1551,514,667,470,197,2808,1830,978,2217,1410,807,591,420,171,2925,1768,1157,2319,1371,948,606,397,209
1,18,福井県,1361,1152,209,944,842,102,417,310,107,1268,1124,144,864,790,74,404,334,70,1283,1148,135,886,832,54,397,316,81,1164,1077,87,816,725,91,348,352,-4,1168,1049,119,830,709,121,338,340,-2,1225,1088,137,867,813,54,358,275,83,1256,1019,237,896,712,184,360,307,53,1278,1077,201,893,753,140,385,324,61,1260,924,336,926,656,270,334,268,66,1303,959,344,916,695,221,387,264,123,1432,932,500,1001,663,338,431,269,162,1280,897,383,936,621,315,344,276,68,1308,860,448,908,635,273,400,225,175,1324,850,474,942,655,287,382,195,187,1287,778,509,952,582,370,335,196,139,1331,767,564,989,527,462,342,240,102,1344,773,571,987,543,444,357,230,127,1310,764,546,978,578,400,332,186,146,1231,828,403,894,634,260,337,194,143,1141,806,335,826,605,221,315,201,114,1099,917,182,834,723,111,265,194,71,1148,886,262,898,693,205,250,193,57,1221,851,370,926,642,284,295,209,86,1178,720,458,936,514,422,242,206,36,1368,817,551,1040,646,394,328,171,157,1232,817,415,929,615,314,303,202,101,1299,837,462,1029,653,376,270,184,86,1469,785,684,1173,616,557,296,169,127,1443,749,694,1111,581,530,332,168,164,1364,873,491,1056,640,416,308,233,75,1332,801,531,1068,623,445,264,178,86,1422,779,643,1146,601,545,276,178,98,1373,766,607,1104,617,487,269,149,120
1,19,山梨県,6042,7013,-971,3185,3230,-45,2857,3783,-926,6151,6337,-186,3124,3035,89,3027,3302,-275,5724,6671,-947,2808,3131,-323,2916,3540,-624,5291,6454,-1163,2715,3020,-305,2576,3434,-858,5773,6058,-285,2970,2805,165,2803,3253,-450,5612,5942,-330,2844,2753,91,2768,3189,-421,5756,5579,177,2929,2622,307,2827,2957,-130,5809,5527,282,2907,2639,268,2902,2888,14,5439,5118,321,2842,2507,335,2597,2611,-14,5390,4861,529,2884,2502,382,2506,2359,147,5519,4619,900,2842,2377,465,2677,2242,435,5537,4467,1070,2821,2246,575,2716,2221,495,5433,4254,1179,2783,2213,570,2650,2041,609,5234,4215,1019,2561,2147,414,2673,2068,605,5106,3870,1236,2556,2044,512,2550,1826,724,5241,3816,1425,2665,1891,774,2576,1925,651,5124,3676,1448,2660,1910,750,2464,1766,698,5412,3607,1805,2749,1871,878,2663,1736,927,4900,3793,1107,2526,1985,541,2374,1808,566,4642,3617,1025,2382,1925,457,2260,1692,568,4515,3712,803,2375,2038,337,2140,1674,466,4556,3743,813,2400,2003,397,2156,1740,416,4976,3723,1253,2611,1951,660,2365,1772,593,4874,3497,1377,2604,1892,712,2270,1605,665,5044,3396,1648,2726,1914,812,2318,1482,836,4641,3482,1159,2551,1892,659,2090,1590,500,4691,3475,1216,2577,1902,675,2114,1573,541,4833,3375,1458,2632,1797,835,2201,1578,623,4793,3439,1354,2634,1885,749,2159,1554,605,4539,3608,931,2537,2078,459,2002,1530,472,4254,4041,213,2336,2306,30,1918,1735,183,4161,3702,459,2367,2173,194,1794,1529,265,4269,3533,736,2447,2040,407,1822,1493,329
1,20,長野県,10318,9624,694,6748,6139,609,3570,3485,85,9846,9888,-42,6301,6138,163,3545,3750,-205,9389,9871,-482,5955,6121,-166,3434,3750,-316,8950,9756,-806,5565,6176,-611,3385,3580,-195,9246,9641,-395,5900,6168,-268,3346,3473,-127,8916,9174,-258,5611,5712,-101,3305,3462,-157,9397,9015,382,5941,5805,136,3456,3210,246,9458,8683,775,6179,5529,650,3279,3154,125,9054,8561,493,5717,5470,247,3337,3091,246,9132,8447,685,5868,5339,529,3264,3108,156,9178,7866,1312,5837,5035,802,3341,2831,510,8868,7253,1615,5738,4572,1166,3130,2681,449,8822,7297,1525,5528,4696,832,3294,2601,693,8218,7031,1187,5366,4502,864,2852,2529,323,8731,6768,1963,5659,4296,1363,3072,2472,600,8339,6630,1709,5433,4270,1163,2906,2360,546,8413,6069,2344,5514,3895,1619,2899,2174,725,7897,6025,1872,5173,3966,1207,2724,2059,665,7552,6210,1342,5000,4266,734,2552,1944,608,6871,5968,903,4573,4102,471,2298,1866,432,6921,6698,223,4610,4587,23,2311,2111,200,7010,6244,766,4725,4221,504,2285,2023,262,7227,6057,1170,4935,4113,822,2292,1944,348,7054,5968,1086,4784,4020,764,2270,1948,322,7575,6523,1052,5170,4210,960,2405,2313,92,7109,5779,1330,4875,3849,1026,2234,1930,304,7243,5824,1419,4980,4028,952,2263,1796,467,7285,5542,1743,5066,3771,1295,2219,1771,448,7272,5456,1816,5083,3841,1242,2189,1615,574,6894,6375,519,4734,4543,191,2160,1832,328,6696,6593,103,4709,4755,-46,1987,1838,149,6629,6685,-56,4669,4716,-47,1960,1969,-9,6882,5967,915,4821,4213,608,2061,1754,307
1,21,岐阜県,3072,2429,643,2073,1661,412,999,768,231,2989,2424,565,1995,1613,382,994,811,183,2936,2429,507,2029,1676,353,907,753,154,2733,2336,397,1817,1578,239,916,758,158,2802,2483,319,1897,1661,236,905,822,83,2743,2218,525,1844,1534,310,899,684,215,2991,2280,711,1969,1558,411,1022,722,300,2929,2201,728,2065,1533,532,864,668,196,2874,2203,671,1986,1475,511,888,728,160,2915,2155,760,1990,1476,514,925,679,246,3140,2058,1082,2207,1456,751,933,602,331,2946,2063,883,2122,1404,718,824,659,165,2921,2125,796,2021,1478,543,900,647,253,2834,1969,865,2020,1367,653,814,602,212,2904,1982,922,2055,1390,665,849,592,257,2958,1812,1146,2175,1269,906,783,543,240,3086,1864,1222,2205,1308,897,881,556,325,2872,1774,1098,2090,1275,815,782,499,283,2864,1869,995,2077,1424,653,787,445,342,2659,1923,736,1884,1367,517,775,556,219,2579,2115,464,1907,1520,387,672,595,77,2691,1939,752,2016,1402,614,675,537,138,2810,1823,987,2048,1325,723,762,498,264,2766,1836,930,2074,1326,748,692,510,182,3044,1845,1199,2322,1321,1001,722,524,198,3018,1781,1237,2223,1313,910,795,468,327,3094,1759,1335,2370,1252,1118,724,507,217,3072,1633,1439,2369,1182,1187,703,451,252,3200,1707,1493,2499,1231,1268,701,476,225,3037,1775,1262,2323,1343,980,714,432,282,2891,1849,1042,2235,1411,824,656,438,218,3059,1805,1254,2377,1350,1027,682,455,227,3095,1706,1389,2432,1314,1118,663,392,271
