地域階層,地域コード,地域,昭和54,昭和55,昭和56,昭和57,昭和58,昭和59,昭和60,昭和61,昭和62,昭和63,平成元,平成2,平成3,平成4,平成5,平成6,平成7,平成8,平成9,平成10,平成11,平成12,平成13,平成14,平成15,平成16,平成17,平成18,平成19,平成20,平成21,平成22,平成23,平成24,平成25,平成26,平成27,平成28,平成29,平成30,平成31･令和元,令和2,令和3,令和4,令和5
1,37,香川県,2266,2230,2094,2179,2046,2084,1949,1905,1905,1815,1771,1747,1756,1761,1725,1689,1718,1659,1600,1860,1587,1518,1614,1625,1556,1598,1442,1463,1394,1350,1516,1484,1650,1674,1506,1460,1537,1478,1506,1473,1413,1453,1321,1311,1395
1,38,愛媛県,2730,2775,2625,2439,2517,2431,2394,2223,2180,2340,2197,2298,2176,2347,2312,2140,2046,2071,1956,1822,1884,1757,1711,1774,1621,1766,1673,1651,1570,1494,1754,1667,1905,1724,1676,1561,1671,1558,1565,1579,1556,1642,1709,1703,1667
1,39,高知県,1648,1619,1548,1496,1579,1507,1349,1394,1316,1368,1336,1336,1356,1274,1370,1350,1374,1183,1223,1210,1242,1166,1082,1022,1115,1055,944,877,830,828,918,1055,1127,981,964,887,882,943,939,919,792,926,942,878,818
1,40,福岡県,11215,10989,10713,10510,9973,9645,9480,9588,9515,9419,10127,10221,10568,10328,10740,10411,10127,9699,9444,9536,9137,9135,8863,9180,9125,9096,9056,8737,8695,8711,9378,9260,11575,10867,10045,9637,10112,10191,10191,10217,10572,10555,11182,10884,10707
1,41,佐賀県,1703,1596,1627,1382,1406,1421,1279,1269,1138,1184,1132,1164,1175,1197,1237,1122,1153,959,1000,940,896,937,907,920,851,939,860,824,802,776,816,950,1108,891,919,925,846,911,879,838,853,930,874,905,848
1,42,長崎県,3366,3565,3492,3216,2935,2832,3008,2888,2741,2693,2780,2856,2796,2798,2833,2666,2450,2313,2132,2166,2002,1959,1895,1992,1993,1994,1819,1700,1667,1620,1816,1764,2029,1845,1785,1642,1678,1758,1658,1662,1660,1766,1714,1685,1664
1,43,熊本県,3899,3771,3773,3701,3712,3732,3513,3374,3345,3291,3293,3285,3126,3310,3142,3098,2931,2757,2669,2695,2561,2448,2466,2423,2508,2541,2241,2266,2198,2122,2285,2222,2768,2747,2372,2298,2294,2298,2284,2151,2073,2208,2319,2238,2261
1,44,大分県,2743,2677,2528,2587,2405,2241,2058,2106,2093,1959,2092,2192,2187,2143,2128,2119,1904,1920,1828,1855,1698,1681,1584,1634,1674,1571,1517,1444,1364,1372,1514,1394,1677,1539,1478,1337,1432,1360,1446,1282,1302,1421,1428,1409,1412
1,45,宮崎県,3221,3020,3107,2799,2501,2666,2494,2456,2489,2582,2637,2531,2576,2733,2886,2534,2575,2367,2332,2121,2302,2061,2025,1929,2013,1979,1717,1706,1760,1790,1868,1818,2078,1827,1742,1622,1687,1757,1568,1542,1575,1718,1691,1807,1616
1,46,鹿児島県,6904,6239,6043,5760,5241,5211,4829,4609,4396,4283,4285,4101,4252,4435,4588,4398,4308,3766,3532,3419,3571,3288,3215,3190,3122,2863,2904,2822,2646,2660,2923,2853,3324,3002,2856,2634,2632,2520,2564,2564,2447,2587,2765,2440,2699
1,47,沖縄県,6232,6511,6763,6621,6580,6419,6349,5877,5357,5191,5166,5341,5130,5415,5695,5187,4616,4474,4173,4493,4233,4227,4024,4027,4170,4541,4391,4194,4263,3823,4309,4185,5449,4773,4416,4341,4312,4126,4298,4475,4506,4959,4901,4673,4535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都住民基本台帳人口移動報告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第5表   各道府県への転出者数の推移（昭和54年～令和5年）　日本人のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:総数　1:道府県),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
