地区,区分,生活,住宅,教育,介護,医療,出産,生業,葬祭
三宅村,世帯,46,35,1,18,49,0,1,0
三宅村,人員,53,40,1,18,57,0,1,0
御蔵島村,世帯,0,0,0,0,0,0,0,0
御蔵島村,人員,0,0,0,0,0,0,0,0
合計,世帯,46,35,1,18,49,0,1,0
合計,人員,53,40,1,18,57,0,1,0
