地区１,地区２,１トン未満（隻）,１～３トン（隻）,３～５トン（隻）,５～１０トン（隻）,１０トン以上（隻）,計（隻）
三宅村,阿古,4,6,8,12,10,40
三宅村,伊ヶ谷,2,8,0,0,0,10
三宅村,伊豆,6,3,0,0,0,9
三宅村,神着,11,12,3,2,0,28
三宅村,坪田,4,7,3,6,2,22
三宅村,計,27,36,14,20,12,109
御蔵島村,,10,22,0,0,0,32
計,,37,58,14,20,12,141
