種別,学校名,校長,副校長,主幹教諭,主幹教諭(養護),主任教諭,主任養護教諭,教諭,養護教諭,小計,指導主事,産育代教諭,事務栄養士,計,非常勤等
小学校,三宅村立三宅小学校,1,1,1,0,4,1,6,0,14,1,1,2,18,1
小学校,御蔵島村立御蔵島小学校,1,1,1,0,2,0,5,1,11,,0,1,12,0
小学校,計,2,2,2,0,6,1,11,1,25,1,1,3,30,1
中学校,三宅村立三宅中学校,1,1,1,0,4,1,7,0,15,,0,1,16,0
中学校,御蔵島村立御蔵島中学校,,1,0,0,2,0,8,,11,,1,1,13,2
中学校,計,1,2,1,0,6,1,15,0,26,,1,2,29,2
合計,,3,4,3,0,12,2,26,1,51,1,2,5,59,3
